,input,A,B,B2
1223,그는 1년 후 결혼을 했다,1년 후 결혼을 했다,사건,아이들을 가졌다
1224,그는 매우 아파졌다,그는 병원으로 신속히 이송되어 치료를 받았다,운동,병원으로 신속히 이송되어 의료진의 치료를 받았다
1225,그는 TV를 시청했다,그 후에는 침대에 누워 졸았다,식사,침대에 눕고 책을 읽었다
1226,그는 수업을 시작했다,학생들은 교실에 들어와 자리에 앉았다,공부하다,학생들에게 과제를 내주었다
1227,그는 택시를 호출했다,그는 택시를 타고 목적지로 이동했다,음주운전,택시가 도착하자마자 문을 열고 안으로 들어갔다
1228,그는 열쇠를 찾을 수 없었다,그는 문을 열 수 없어서 지갑을 찾을 수 없었다,잠들어,문을 열 수 없어서 화가 났다
1229,그는 학교로 돌아갔다,그는 학교로 돌아가서 수업을 들었다,공부하다,수업을 들었고 과제를 마무리했다
1230,그는 배고파 보였다,식사를 대접받았다,식사,그는 식당으로 향했다
1231,그는 새 친구를 사귀게 되었다,새로운 관계를 형성하고 새로운 경험을 쌓았다,학교를 다니게,"그는 새로운 취미를 찾게 되었고, 함께 다양한 활동을 즐기며 즐거운 시간을 보냈다"
1232,그는 큰 충돌 소리를 들었다,주변 사람들이 도와주러 달려갔다,사고하다,"아무것도 보이지 않았지만, 공기 중에 먼지가 흩어져 있었다"
1233,그는 사다리를 잡았다,그는 사다리를 잡은 후에 벽을 오르려고 했다,오르다,그는 위로 올라갔다
1234,그는 헌혈을 했다,헌혈 후에는 그의 피가 필요한 사람들을 돕기 위해 혈액은행으로 기증되었다,헌혈을 하고 나서,"헌혈증을 받았고, 조금 쉬면서 간식을 먹었다"
1235,그는 맹장을 제거했다,그 후 회복 수술을 받았다,수술,그는 회복 기간을 갖고 일상 생활로 돌아갔다
1236,그는 회사를 창업했다,그는 성공적인 사업가가 되었다,결혼하다,많은 어려움을 겪었지만 결국 성공을 거두었다
1237,그는 가슴에 통증이 있었다,그는 병원으로 신속히 이송되어 응급 수술을 받았다,운동하다,"의사를 찾아 진단을 받았고, 심장 문제가 발견되어 치료를 받았다"
1238,그는 다시 잠이 들었다,그는 꿈을 꾸었다,수면제를 복용하다,그는 꿈 속에서 어린 시절의 행복한 추억을 떠올렸다
1239,그는 훨씬 더 잘 자고 있었다,그 사건 이후 그는 훨씬 더 편안하게 잠을 잤다,그는 피로를 푼다,그는 더 많은 에너지를 가지고 있었고 일을 훨씬 더 효과적으로 처리할 수 있었다
1240,그는 장난감을 변기에 버렸다,변기가 막혔고 수리가 필요했다,쾌남하다,변기가 막혀서 수리를 부르게 되었다
1241,그는 발소리를 들었다,그는 주변을 둘러보며 누군가 다가오는 것을 확인했다,잠들어,주변을 둘러보았지만 아무도 보이지 않았다
1242,그는 가족 여행 중였다,그는 가족과 즐거운 시간을 보냈다,사고,"그는 새로운 문화와 음식을 경험하고, 아름다운 풍경을 감상했다"
1243,그는 더 높이 점프했다,그는 기록을 세웠다,훈련하다,는 큰 박수가 터져 나왔다
1244,그는 첫 키스를 했다,그 후 그는 행복해했다,사랑에 빠진 것 처럼,그의 마음은 설레임으로 가득 찼다
1245,그는 드디어 입을 열었다,하지만 그의 말은 모두 거짓,오랜 침묵하다,말을 이어갔다
1246,그는 목소리가 커졌다,다른 사람과의 논쟁이 시작되었다,화가 나서,그 주장을 더 강하게 했다
1247,그는 손목이 부러졌다,그는 병원으로 신속히 이송되어 의료진에 의해 치료를 받았다,운동,병원으로 신속히 이송되어 응급 수술을 받았다
1248,그는 자전거를 찾았다,자전거를 찾은 후 그는 즐겁게 주변을 돌아다녔다,운동,그는 자전거를 수리하기 위해 자전거 공구를 찾았다
1249,그는 축구팀에 합류했다,그는 훌륭한 선수로서 팀의 경기력을 높였다,전력 훈련을 받다,그는 팀의 주요 선수가 되었고 많은 경기에서 결정적인 역할을 하였다
1250,그는 사탕을 많이 받았다,그는 치아가 아프게 되었다,할로윈,는 치아가 아프고 치아 사탕을 먹은 것을 후회했다
1251,그는 팔을 흔들었다,주변 사람들도 팔을 흔들었다,식사,그는 손을 내밀었다
1252,그는 그녀를 혼쭐내줬다,이후 그녀는 그를 떠나고 떠났다,싸움,그녀는 울면서 도망쳤다
1253,그는 사랑니를 발치했다,그 후에는 통증이 사라졌고 입안이 깨끗해졌다,치과 수술,치아를 깨끗이 닦았다
1254,그는 학위를 취득했다,그는 졸업했다,학업하다,그는 취업을 준비하고 자격증을 취득하기 위해 노력했다
1255,그는 자신을 때렸다,자신을 때린 후 그는 후회하고 사과했다,자신을 후회하다,는 자기를 다시 돌아보고 반성하는 시간을 가졌다
1256,그는 새 휴대폰을 구입했다,그 후 그는 이전에 사용하던 구형 휴대폰을 버리고 새 휴대폰을 사용하기 시작했다,구매하다,그는 이전에 사용하던 휴대폰을 팔았다
1257,그는 탭댄스를 배웠다,그는 무대에서 화려한 공연을 했다,춤추다,"브로드웨이 뮤지컬에서 주요 역할을 맡았고, 전 세계적으로 유명한 댄서가 되었다"
1258,그는 친구와 가족을 초대했다,친구와 가족들이 그의 초대에 응하여 함께 모여 즐거운 시간을 보냈다,파티를 계획하여,그들과 함께 식사를 하고 재미있는 이야기를 공유했다
1259,그는 영화를 골랐다,영화를 보러 갔다,시사회,영화관으로 향했다
1260,그는 2위를 차지했다,이후 그는 축구 선수로서 더 많은 주목을 받게 되었다,경쟁을 하다,그는 1위를 차지하기 위해 더 노력했다
1261,그는 정말 웃겼다,주변 사람들도 함께 웃었다,농담하다,우리는 함께 재미있는 이야기를 나누었다
1262,그는 곧 올 예정였다,하지만 예정된 시간에 도착하지 않았다,도착하다,우리는 함께 식사를 하고 영화를 보기로 했다
1263,그는 그럼에도 팀을 구성했다,그는 그럼에도 팀을 구성했고 일에 대해 진지하게 대처했다,위기를 극복하다,팀원들과 함께 목표를 설정하고 업무 분장을 하였다
1264,그는 의사와 상담했다,"의사와 상담한 후, 그는 필요한 치료를 받았다",진행하다,그는 처방전을 받았고 약국에 가서 약을 구입했다
1265,그는 저녁 파티가 있었다,그는 친구들과 함께 즐거운 시간을 보냈다,저녁 먹다,친구들과 함께 술자리를 이어갔다
1266,그는 고등학교에 입학했다,그는 새로운 친구들을 사귀고 새로운 경험들을 쌓았다,대학을 졸업,대학교에 진학하여 학업을 이어갔다
1267,그는 하루 종일 기다렸다,그는 실망하고 좌절한 마음으로 집으로 돌아갔다,일어나다,그가 기다리던 사람이 나타났다
1268,그는 그녀 위에서 안식을 취했다,이후 그녀는 살해되었다,성행위를 하다,"그녀를 깨우려고 했지만, 그녀는 여전히 깊은 잠에 빠져 있었다"
1269,그는 부모님을 찾았다,그 후 그는 가족과의 재회를 갖고 행복한 시간을 보냈다,실종,그는 가족과 재회하여 행복한 시간을 보냈다
1270,그는 저녁 식사로 햄버거를 먹었다,그는 속이 더부룩해져서 소화제를 복용했다,식사,는 아이스크림을 먹었다
1271,그는 어쨌든 그것을 마셨다,그 후 그는 술에 취해 사고를 치르고 경찰에 체포되었다,술을 마신,그는 술에 취해 어지러워졌다
1272,그는 팔을 다쳤다,그는 병원에 실려갔다,운동,병원으로 갔다
1273,그는 골프 치는 법을 배웠다,그 후 그는 친구들과 함께 골프를 즐기기 시작했다,연습하다,"그는 매일 연습하여 실력을 키웠고, 결국에는 지역 대회에서 우승했다"
1274,그는 상자를 찾았다,그는 상자를 찾았고 그 안에는 고급 시계가 들어있었다,물건을 정리하다,상자를 열어보니 놀라운 발견이 있었다
1275,그는 검진을 받았다,그 후에는 의사로부터 건강 상태에 대한 평가와 조언을 받았다,검진을 받은,암이 발견되어 수술을 받았다
1276,그는 다리를 부러뜨렸다,그는 병원으로 실려갔다,축구를 하던,응급실로 옮겨졌고 수술을 받았다
1277,그는 물건을 카운터로 가져갔다,물건을 계산하여 구매하였다,지불하다,물건의 가격을 확인했고 결제를 했다
1278,그는 멋져 보였다,주변 사람들이 그를 칭찬했다,춤을 추고,그는 자신의 실력을 입증했다
1279,그는 여자 친구를 초대했다,여자 친구가 그의 초대를 받아들였다,데이트,그들은 함께 영화를 보러 갔다
1280,그는 심하게 화상을 입었다,그는 병원으로 실려가 치료를 받았다,요리,응급실로 신속히 이송되어 치료를 받았다
1281,그는 다이어트를 시작했다,체중이 감소했다,건강을 위해,체중이 감소했고 건강 상태가 좋아졌다
1282,그는 자판기에서 탄산음료를 가져왔다,음료수를 마시고 자리에 앉아 쉬었다,음료를 마신,는 친구들과 함께 공원에서 즐거운 시간을 보냈다
1283,그는 기분이 나아졌다,응답없음,운동,그는 친구들과 함께 시간을 보내며 즐거운 추억을 만들었다
1284,그는 메모를 받았다,메모를 받은 후 그는 회의 일정을 확인했다,일어나다,메모의 내용을 읽고 중요한 일정을 확인했다
1285,그는 시험을 놓쳤다,시험을 놓친 후에 그는 다음 시험을 위해 열심히 공부하기로 결심했다,공부하지 않았다,"그는 교수님에게 이유를 설명했고, 다음 시험에는 더 열심히 공부하기로 결심했다"
1286,그는 강아지를 데려왔다,집에 새로운 가족 구성원이 늘었다,산책,우리 집은 더 활기찬 곳이 되었다
1287,그는 퇴근 후 집에 돌아왔다,그는 저녁 식사를 준비하고 가족과 함께 식사했다,쉬기하다,그는 저녁 식사를 준비했다
1288,그는 너무 즐겼다,그 후에는 자제력을 잃고 문제를 일으켰다,음주,피곤해서 잠이 들었다
1289,그는 수영하러 갔다,수영을 즐겼다,그는 피곤하다,샤워를 하고 집으로 돌아왔다
1290,그는 새 매트리스를 구입했다,그는 편안한 수면을 즐겼다,사용하다,편안한 잠을 자고 일어나서 활기찬 하루를 보냈다
1291,그는 머리를 긁적였다,그는 머리를 긁적이며 당황한 표정을 지었다,졸음하다,무릎을 톡 쳤다
1292,그는 할머니를 방문했다,할머니와 함께 시간을 보내며 즐거운 대화를 나누었다,점심을 먹은,그녀와 함께 차를 마시러 나갔다
1293,그는 대사를 잊어버렸다,그래서 대사를 다시 찾기 위해 노력했다,술을 마시고,그는 사과를 하고 대사를 다시 말했다
1294,그는 그녀를 닮은 것 같았다,결국 그는 그녀와 결혼했다,사랑하다,그는 자신이 더 이상 혼란스럽지 않았다
1295,그는 한 입 베어물었다,그 후 그는 심각한 상처를 입었고 응급실로 옮겨져 치료를 받았다,심각한 충격을 받다,그는 무릎을 꿇고 상대방을 도와 일어섰다
1296,그는 엄지손가락을 빨고 있었다,그는 상처를 위해 응급 처치를 받았다,긴장을 푸는,손가락을 빨던 습관을 고치기 위해 노력했다
1297,그는 이 아이템에 대한 리콜을 진행했다,이 사건이 일어난 후 제품에 대한 리콜이 진행되었다,제품 테스트,소비자들에게 안전성에 대한 경고를 발표했다
1298,그는 돈이 좀 필요했다,그래서 은행에서 대출을 받았다,도박,그는 은행에서 대출을 신청했다
1299,그의 말이 맞았다,"그의 주장이 사실로 밝혀졌고, 그에게 대한 신뢰가 증가했다",사고가 일어난,그는 자신의 주장을 더욱 강화했다
1300,그는 순진무구했다,그 후에는 사기당했다,죽은 척하다,아무런 의심 없이 그에게 믿음을 주었다
1301,그는 옷장을 업데이트했다,그는 새로운 옷을 사기로 결정했다,쇼핑을,새로운 옷을 사러 쇼핑 센터에 갔다
1302,그는 집에 가자고 했다,집으로 돌아갔다,저녁 식사를 함께하다,우리는 함께 저녁을 먹으러 식당으로 갔다
1303,그는 새로운 기록을 세웠다,그는 역사상 최고의 성적을 달성했다,경기를 끝낸,"그는 자신의 업적을 칭찬받았고, 성공을 축하받았다"
1304,그는 어쨌든 그것을 먹었다,그 후에 소화불량이 생겼다,배부르게,그는 배가 아프기 시작했다
1305,그는 술을 마셨다,음주운전 사고를 일으켰다,취한 상태로,숙취를 느꼈다
1306,그는 큰 소리가 들었다,그는 깜짝 놀라서 주변을 둘러보았다,폭발하다,그는 주위를 둘러보았지만 아무도 없었다
1307,그는 안 좋아 보였다,그의 친구들이 그를 위로하고 위안을 주었다,먹다,그는 눈을 감고 깊게 한숨을 내쉬었다
1308,그는 생산성을 향상시켰다,그는 승진을 받았다,노력하여,그는 회사의 이익이 증가하고 팀원들의 업무 효율성도 높아졌다
1309,그는 길을 잘못 들어섰다,그는 길을 잃고 방황하다가 도착지에 늦었다,술에 취해서,길을 되돌아가려고 했지만 이미 어둡고 생소한 곳으로 들어선 상황
1310,그는 고등학교를 졸업했다,그는 대학에 진학했다,대학교에 입학,대학교에 진학하여 컴퓨터 공학을 전공했다
1311,그는 할로윈 파티에 초대받았다,할로윈 파티에 참석해서 즐거운 시간을 보냈다,일어나다,그는 코스튬을 고르고 파티 준비를 시작했다
1312,그는 그것을 페이스북에 게시했다,그 사건에 대한 정보가 퍼져서 논란이 일었다,게시하여,"그의 친구들이 모두 그 게시물에 좋아요를 눌렀고, 댓글을 달아주었다"
1313,그는 셔츠에 와인을 엎질렀다,그는 셔츠를 갈아입었다,저녁 식사를 하고,그는 빠르게 수건을 가져와 셔츠를 닦았다
1314,그는 호텔을 예약했다,여행 일정을 계획하기 시작했다,체크인하다,공항으로 향했다
1315,그는 단 것을 너무 많이 먹었다,그 후에 그는 속이 아프고 구토를 했다,식사,속이 아프고 불편해졌다
1316,그는 인사를 했다,상대방도 인사를 하였다,점심을,그는 자리에 앉았다
1317,그는 성적표를 받았다,그는 부모님께 성적표를 보여주었다,시험을 보다,놀랐다
1318,그는 조난당한 고양이를 도왔다,"고양이를 도와주자, 그는 주변 사람들로부터 칭찬을 받았다",사고,동물 보호소로 데려가서 안전한 곳에 맡겨주었다
1319,그는 다음 단계로 도약했다,답변할 수 없음,성공하다,그는 새로운 도전에 직면했다
1320,그는 새 애완동물을 얻었다,그 후에는 그가 새 애완동물을 돌보고 사랑하는 일이 벌어졌다,결혼,"집안에 새로운 활기가 돌았고, 매일 아침 일어나서 애완동물을 챙기는 즐거움을 느꼈다"
1321,그는 차를 마셨다,그는 음주운전으로 체포되었다,음주,그는 집으로 돌아갔다
1322,그는 구매를 원했다,하지만 그의 신용카드는 거부되었다,결제,어떤 상품을 선택하기 위해 가게를 둘러보았다
1323,그는 휴대폰을 반납했다,그는 보증금을 돌려받았다,반납하다,그는 자리에 앉아서 책을 읽기 시작했다
1324,그는 하루 종일 아무것도 먹지 않았다,그는 굶주렸다,고열증,병원으로 실려갔다
1325,그는 라이터를 다시 가져왔다,불을 다시 켰다,저녁 식사,담배를 피우기 시작했다
1326,그는 친구를 이겼다,이후 그는 자신의 친구들에게 자랑하고 승리를 축하 받았다,게임을,그는 승리의 기쁨을 느꼈고 자신감이 생겼다
1327,그는 바지를 적셨다,그는 새로운 바지를 사러 갔다,수영,셔츠를 입었다
1328,그는 학교가 끝나면 집으로 돌아갔다,그는 집에서 숙제를 하고 저녁을 먹었다,학교를 다니다,그는 과제를 시작했다
1329,그는 다른 발로 발차기를 했다,경기장에서 실격 처리되었다,넘어지다,그는 상대방을 쓰러뜨렸다
1330,그는 머리가 짧았다,그는 모자를 써야 했다,이발을 하다,머리를 길게 자르기로 결정했다
1331,그는 레드 와인을 엎질렀다,그는 죄송하다고 말하고 청소 도구로 와인을 닦았다,술취해,는 바닥을 닦으려고 애썼지만 이미 흘러내린 와인 때문에 더럽혀진 바닥은 깨끗이 닦일 수 없었다
1332,그는 대머리가 되었다,그는 모자를 써야 했다,스트레스를 받다,모자를 써야 했다
1333,그는 유모차에서 장난감을 던졌다,"그의 부모는 그에게 혼을 내었고, 유모차에서 내려오도록 시켰다",그는 화를 내기 전에,그는 엄마에게 혼을 받았다
1334,그는 교통사고를 당했다,그는 병원으로 이송되었다,음주운전,병원으로 실려갔고 수술을 받았다
1335,그는 팔굽혀펴기를 했다,그의 팔과 등이 강해졌다,팔굽혀펴기를 하다,윗몸 일으키기를 했다
1336,그는 친구를 만났다,그 후에 함께 식사를 하고 좋은 시간을 보냈다,저녁을 먹은,함께 저녁을 먹으러 갔다
1337,그는 풍선을 받았다,풍선을 받은 후 그는 기뻐서 웃었다,축하 받다,그의 얼굴에 환한 미소가 번졌다
1338,그는 팁을 남겼다,서비스를 제공한 직원이 감사의 표시로 팁을 받았다,식사를,는 계산을 내고 레스토랑을 나왔다
1339,그는 손톱을 물어뜯었다,스트레스를 받았고 불안감을 느꼈다,긴장해서,는 손을 주물러서 불안한 마음을 달래려고 했다
1340,그는 다리를 흔들었다,그는 균형을 잃고 떨어졌다,식사,그는 의자에 앉아서 신발을 벗었다
1341,그는 반려동물을 입양했다,그 후에는 그는 매일 반려동물과 함께 산책하고 행복한 시간을 보냈다,결혼,그는 새로운 책상을 사기로 결정했다
1342,그는 빠르게 발길질했다,그는 시간을 절약하기 위해 빠르게 발길질하고 회의에 늦지 않도록 했다,운동하다,그는 목적지에 도착했다
1343,그는 네가 편지를 보내줘서 고마워했다,편지를 받은 사람은 고마워했다,편지를 받은 것을 나타내는 것으로 보입니다,그는 편지를 읽고 놀라움을 금치 못했다
1344,그는 순간을 몇 시간처럼 느꼈다,그 후에는 시간이 빠르게 흘렀다,일어나다,"시간이 빠르게 지나갔고, 그의 마음은 여전히 그 순간에 머물고 있었다"
1345,그는 어쨌든 하나를 구입했다,그 후에는 그가 더 이상 쇼핑을 하지 않았다,구매,그는 매우 만족해하며 집으로 돌아갔다
1346,그는 전공을 바꿨다,그는 새로운 전공을 선택했다,결정하다,졸업을 하고 새로운 직업을 찾았다
1347,그는 버스를 놓쳤다,그는 택시를 탔다,출발,택시를 타고 목적지로 가야 했다
1348,그는 아무것도 걱정하지 않았다,그는 마침내 슬픔을 이겨내고 새로운 시작을 했다,일어나다,그는 자유롭게 삶을 즐겼다
1349,그는 뭔가 고약한 냄새가 났다,그는 쓰레기통을 확인하고 청소를 했다,식사,주변을 둘러보았지만 아무도 보이지 않았다
1350,그는 친구를 때렸다,그는 사과하고 친구와 화해했다,화를 내다,사과했다
1351,그는 개를 데려왔다,이웃들은 그의 개가 조용하게 행동하는 것을 놀라워했다,산책,그 개와 함께 공원을 산책했다
1352,그는 남편을 잃었다,그 후에 그녀는 깊은 애도에 빠졌다,결혼,그는 혼자서 아이들을 키우느라 힘든 시간을 보냈다
1353,그는 심지어 동전 지갑도 만들었다,이후에는 그가 동전을 보관하기 위한 지갑을 만들었다,폐기물 재활용하다,그는 자신의 동전 지갑을 판매하여 추가 수입을 얻었다
1354,그는 공원에 가고 싶어 했다,"하지만 비가 오기 시작했고, 그는 집으로 돌아갔다",일어나다,그는 신발을 신고 나갔다
1355,그는 데이트를 하러 가는 중였다,그는 데이트 중에 갑작스럽게 비가 와서 실내로 피난하게 되었다,그는 머리를 손질하다,레스토랑에서 훌륭한 식사를 즐겼다
1356,그는 재미있는 소리를 내었다,그의 재미있는 소리에 웃음을 터뜨렸다,웃음을 유발하다,그 주변의 모든 사람들이 그 소리에 웃음을 터뜨렸다
1357,그는 자동차 키를 찾을 수 없었다,따라서 그는 차를 못 타고 집에 돌아왔다,집을 나서다,그는 주머니를 뒤적거나 주변을 뒤지기 시작했다
1358,그는 온라인 검색을 했다,그는 사건에 대한 정보를 찾았다,일어나다,"그는 원하는 정보를 찾았고, 해당 웹페이지를 책갈피에 저장했다"
1359,그는 자신의 아버지를 찾았다,그 후 그는 가족과 다시 재결합했다,수년간의 노력,"그는 아버지와 함께 많은 시간을 보냈고, 서로를 알아가면서 새로운 관계를 형성했다"
1360,그는 목표물을 놓쳤다,그는 실망한 채로 다시 시도했다,사격,그는 실망한 표정으로 자리에 앉았다
1361,그는 배낭을 챙겼다,그는 등산을 떠났다,등산,산으로 향했다
1362,그는 인형을 찾았다,"인형을 찾은 후에는 그가 기뻐하여 웃었고, 인형을 안아서 품안으로 들어갔다",놀라운,그녀에게 선물했다
1363,그는 정말 늦었다,그래서 다른 사람들은 기다리느라 불편했다,일어나다,미안하다고 말했다
1364,그는 안경을 찾았다,그는 책을 다시 읽을 수 있게 되었다,공부하다,책상 위에 놓여 있던 책을 읽기 시작했다
1365,그는 스스로를 진정시켰다,더 나은 결정을 내리고 새로운 관점을 찾았다,자기 성찰하다,그는 자신의 능력을 발휘하고 성취하기 시작했다
1366,그는 감자튀김을 주문했다,주문한 감자튀김이 나와서 그가 먹었다,식사 후에,햄버거와 콜라도 추가로 주문했다
1367,그는 아기 이름을 지었다,아기는 그의 이름을 받았다,출생하다,아기의 이름을 부르면서 웃음 지었다
1368,그는 할로윈 파티에 초대했다,그는 친구들과 함께 즐거운 시간을 보냈다,축하,"그는 친구들과 함께 귀신이 되어 춤을 추었고, 과자를 먹으며 재미있는 이야기를 나누었다"
1369,그는 자신의 헤어와 메이크업을 직접 했다,이후 그는 자신의 새로운 이미지에 대해 많은 칭찬을 받았다,화장을 하고,그는 거울을 보고 자신의 외모를 살펴보았다
1370,그는 결국 굴복했다,끝내 굴복하여 합의안에 서명했다,저항하지 않다,"그의 자존심은 상처를 받았고, 그는 자신을 돌아보게 되었다"
1371,그는 대화를 원했다,하지만 상대방은 거부했다,먼저 인사하다,아내와 함께 저녁 식사를 하기로 했다
1372,그는 어느 날 밤 잠이 들었다,다음 날 아침에 일어나서는 그가 자신이 꿈 속에서 무언가를 발견했다고 말했다,자연스럽게,이상한 꿈을 꾸었다
1373,그는 더 좋은 아이디어가 있었다,이 사건 이후에는 새로운 계획이 세워졌다,이는 토론하다,더 나은 결과를 얻을 수 있었다
1374,그는 스노클링을 하러 갔다,그는 바닷속에서 아름다운 해양 생물들을 관찰했다,스노클링,해변가에서 일광욕을 즐겼다
1375,그는 엄지손가락을 사용했다,그는 택시를 부르기 위해 엄지손가락을 사용했다,반칙을 하다,그는 키보드를 타이핑하거나 스마트폰 화면을 터치하는 등 다양한 디지털 기기를 사용했다
1376,그는 깁스를 했다,그는 부상을 입었고 깁스를 하게 되었다,수술,명치를 부상했다
1377,그는 머리를 다쳤다,그 후 병원으로 실려갔다,운동,병원으로 실려갔다
1378,그는 입술을 씹었다,이후에는 말을 꺼내지 않았다,식사,깊게 숨을 들이마셨다
1379,그는 잿더미에서 부활했다,그는 새로운 에너지와 열정으로 다시 일어섰다,죽은,그의 인생은 완전히 변화되었다
1380,오늘은 그의 결혼식 날였다,결혼식이 잘 마무리되고 신랑과 신부가 행복한 결혼 생활을 시작했다,식사를 하러 가,식사를 하고 축가를 불렀다
1381,그는 또다른 아기가 있었다,그는 또다른 아기가 있었다. 그리고 그의 가족은 더욱 행복해졌다,자기를 위해 눈을 감았다,또 다른 아기가 있을 것이라고 예상했다
1382,그도 그녀를 좋아했다,결국 그녀도 그를 좋아했다,사랑하다,둘은 함께 많은 시간을 보냈고 서로를 더 잘 알게 되었다
1383,그는 새 차가 필요했다,그래서 그는 중고차 시장을 탐색하기 시작했다,운전 중에 고장이 나다,그는 중고차 시장을 탐색했다
1384,그는 그녀의 입술을 적셨다,이후 그녀는 놀라워하며 물러났다,첫 키스,그녀는 그의 품에 안겨 깊게 숨을 들이쉬었다
1385,그는 그녀의 얼굴을 쓰다듬었다,이후 그녀는 행복한 미소를 지었다,사랑을 고백하다,그녀의 손을 잡았다
1386,그는 커피를 엎질렀다,그는 죄를 인정하고 청소를 도왔다,일어나다,바닥을 닦았다
1387,그는 토론에 참여했다,다른 참여자들과 의견을 나누고 토론 주제에 대해 논쟁하였다,논쟁하다,자신의 의견을 분명히 피력했다
1388,그는 그물을 찾았다,물고기를 잡았다,낚시,물고기를 잡기 시작했다
1389,그는 독감 진단을 받았다,그는 치료를 받고 회복했다,겨울에 예방 접종,항생제를 처방받아 휴식을 취했다
1390,그는 땅콩 알레르기가 있었다,병원에서 치료를 받았다,식사,그는 땅콩을 피하고 땅콩이 든 음식을 섭취하지 않도록 주의했다
1391,그는 약속 일정을 다시 잡았다,그는 약속 일정을 다시 잡았다,취소하다,친구들과 함께 식사를 하기로 했다
1392,그는 새로운 사람을 만났다,그는 새로운 사람과 친구가 되었다,여행,그와 친해지고 서로의 이야기를 나누었다
1393,그는 발톱을 드러내었다,싸움이 벌어졌다,스트레스를 받다,상대방을 위협했다
1394,그가 그녀를 데리러 왔다,그들은 함께 식사를 하러 갔다,데이트,그들은 함께 식사를 하러 레스토랑에 갔다
1395,그는 메스꺼움을 느꼈다,그는 구토를 했다,식사를 하다,구역질을 하고 싶었다
1396,그는 여자친구와 데이트했다,결국 그는 그녀와 결혼했다,데이트하다,영화를 보러 갔다
1397,그는 동생에게 전화했다,그는 동생과의 약속을 잡았다,자정에,동생과 약속 장소와 시간을 정했다
1398,그는 임신 9개월였다,아이를 출산했다,출산,아이를 출산했다
1399,그는 가방을 떨어뜨렸다,그는 가방을 주웠다,운전하느라고,바닥에 떨어진 책과 연필을 주웠다
1400,그는 그것을 어디든 가지고 다녔다,그 사람은 그것을 잃어버렸다,무엇을,그는 항상 손에 들고 다녔다
1401,그는 규칙을 설명했다,규칙을 따르도록 요청했다,일어나다,모든 참가자들이 질문을 할 기회를 주었다
1402,그는 학교에 우산을 가져갔다,그는 비 오는 날 학교에 우산을 가져갔다,비가 오다,비가 올 것을 예상했기 때문
1403,그는 인터넷을 검색했다,그는 필요한 정보를 얻었다,검색하다,그는 필요한 정보를 찾았다
1404,그는 다음날이 마감일였다,그는 다음날이 마감일이라서 긴장하며 일을 끝내기 위해 야근했다,과제를 제출하다,그는 밤을 새워 일을 마무리했다
1405,그는 와인을 엎질렀다,그는 죄송한 표정으로 바닥을 닦았다,술에 취해서,바닥을 닦았다
1406,그는 닻을 내렸다,그는 배를 정지시켰다,고백,바다 위를 휘젓고 다니며 조용히 해안을 바라보았다
1407,그는 거의 끝났다,하지만 그는 힘을 내어 일어났다,숨을 멎기 전에,끝내 스스로를 다시 일으켰다
1408,그는 그녀를 두드렸다,그녀는 경찰에 신고했다,토의,그녀는 문을 열었다
1409,그는 잘못 짚었다,그 후 그는 죄를 인정하고 사과했다,결과를 보고,그는 아픈 표정을 지었다
1410,그는 제한 속도를 초과하여 운전했다,그는 교통 위반 티켓을 받았다,사고,교통 경찰에게서 속도 위반 티켓을 받았다
1411,그는 혈장을 기증했다,그 후에는 다른 사람들이 혈장을 받아서 생명을 구했다,기증하다,병원에서 간단한 식사를 하고 집으로 돌아갔다
1412,그는 메시지를 보내었다,그는 답변을 기다렸지만 아무 응답이 없었다,메시지를 보내고,"그는 답장을 기다렸지만, 아무런 응답이 없었다"
1413,그는 주머니를 확인했다,그는 지갑을 잃어버렸다,쇼핑을,느긋하게 걸음을 옮겼다
1414,그는 온라인으로 파일을 업로드했다,파일이 온라인에 저장되었다,작업을 완료하여,파일을 다운로드 받았다
1415,그는 그녀의 일을 망쳐 크게 실망시켰다,"그녀는 그와의 관계를 끝냈고, 다른 사람과 함께 새로운 시작을 했다",그들의 신뢰를 배신하여,그녀는 그에게 화를 내고 떠나 버렸다
1416,그는 질문에 대한 답변을 드렸다,다음으로는 그의 의견을 듣고 토론이 이어졌다,사건,그는 자리를 떠났다
1417,그는 마침내 태어났다,그의 부모들은 큰 기쁨 속에 그를 환영했다,오랜 기다림 끝에,그는 세상을 탐험하기 시작했다
1418,그는 한 잔 더 마시고 싶어 했다,하지만 친구들이 그를 집으로 데려갔고 안전하게 잠들도록 도와주었다,술을 마시다,그는 술에 취해 돌아갈 수밖에 없었다
1419,그는 고양이에게 캣닙을 줬다,고양이는 캣닙을 먹었다,밥주기,고양이는 캣닙을 맛있게 먹었다
1420,그는 새 노트북을 구입했다,그는 새 노트북을 사용하여 업무를 효율적으로 처리할 수 있게 되었다,노트북을 구입하여 사용하다,새로운 소프트웨어를 설치하고 사용법을 익혔다
1421,그는 속임수를 썼다,그 결과로 사기 혐의로 기소되었다,들키다,그는 자신의 이익을 위해 다른 사람을 속였다
1422,그는 TV를 보고 있었다,그는 TV를 보고 있었던 중에 화재가 발생했다,일어나기 전에,는 친구들과 만나기로 했다
1423,그는 온 바닥에 쏠았다,그는 다친 것으로 밝혀졌다,충격을 받다,그는 허리를 굽히고 무릎을 꿇고 바닥에 앉았다
