,input,A,B,B2,B3
1423,그는 온 바닥에 쏠았다,당황스러워했다,그는 온 바닥에 쏠았다. 따라서 주변사람들은 걱정하는 것을 느꼈다,그는 온 바닥에 쏠았다. 따라서 주변사람들이 느꼈던 것은 그가 괴로워하는 것이다,"주변 사람들은 불안한 것을 느꼈는데, 왜냐하면 그가 온 바닥에 쏠았기 때문이다"
1424,그는 핫도그 먹기 대회에 참가했다,놀랐다,그는 핫도그 먹기 대회에 참가했다. 따라서 주변사람들은 놀라는 것을 느꼈다,그는 핫도그 먹기 대회에 참가했다. 따라서 주변사람들이 느꼈던 것은 놀라워하는 것이다,"주변 사람들은 놀라는 것을 느꼈는데, 왜냐하면 그가 핫도그 먹기 대회에 참가했기 때문이다"
1425,그는 무대 공포증이 있었다,불안했다,그는 무대 공포증이 있었다. 따라서 주변사람들은 걱정하는 것을 느꼈다,그는 무대 공포증이 있었다. 따라서 주변사람들이 느꼈던 것은 그를 걱정하는 것이다,"주변 사람들은 불안해하는 것을 느꼈는데, 왜냐하면 그가 무대 공포증이 있었기 때문이다"
1426,그는 멀리 있는 물체를 볼 수 있었다,놀랐다,그는 멀리 있는 물체를 볼 수 있었다. 따라서 주변사람들은 부러워하는 것을 느꼈다,그는 멀리 있는 물체를 볼 수 있었다. 따라서 주변사람들이 느꼈던 것은 부러워하는 것이다,"주변 사람들은 놀라는 것을 느꼈는데, 왜냐하면 그가 멀리 있는 물체를 볼 수 있었기 때문이다"
1427,그는 집으로 돌아가는 길을 찾았다,안도했다,그는 집으로 돌아가는 길을 찾았다. 따라서 주변 사람들은 안심하는 것을 느꼈다,그는 집으로 돌아가는 길을 찾았다. 따라서 주변사람들이 느꼈던 것은 안심하는 것이다,"주변 사람들은 안심되는 것을 느꼈는데, 왜냐하면 그가 집으로 돌아가는 길을 찾았기 때문이다"
1428,그는 자신의 능력을 키웠다,자신감에 차 있었다,그는 자신의 능력을 키웠다. 따라서 주변사람들은 감탄하는 것을 느꼈다,그는 자신의 능력을 키웠다. 따라서 주변사람들이 느꼈던 것은 존경하는 것이다,"주변 사람들은 감격스러운 것을 느꼈는데, 왜냐하면 그가 자신의 능력을 키웠기 때문이다"
1429,그는 초인종을 눌렀다,주변 사람들은 깜짝 놀랐다,그는 초인종을 눌렀다. 따라서 주변사람들은 그의 도착을 환영하는 것을 느꼈다,그는 초인종을 눌렀다. 따라서 주변사람들이 느꼈던 것은 기대하는 것이다,"주변 사람들은 놀라는 것을 느꼈는데, 왜냐하면 그가 초인종을 눌렀기 때문이다"
1430,그는 발목을 뼜다,아프고 불안해했다,그는 발목을 뼜다. 따라서 주변사람들은 걱정스러워하는 것을 느꼈다,그는 발목을 뼜다. 따라서 주변사람들이 느꼈던 것은 걱정스러워하는 것이다,"주변 사람들은 아프다는 것을 느꼈는데, 왜냐하면 그가 발목을 뼜기 때문이다"
1431,그는 그녀를 밀쳐내었다,그녀는 상처받았다,그는 그녀를 밀쳐내었다. 따라서 주변사람들은 안타까운 것을 느꼈다,그는 그녀를 밀쳐내었다. 따라서 주변사람들이 느꼈던 것은 안타까운 것이다,"주변 사람들은 안타까운 것을 느꼈는데, 왜냐하면 그가 그녀를 밀쳐내었기 때문이다"
1432,그는 그녀에게 빵을 줬다,감동했다,그는 그녀에게 빵을 줬다. 따라서 주변사람들은 친절한 것을 느꼈다,그는 그녀에게 빵을 줬다. 따라서 주변사람들이 느꼈던 것은 관대한 것이다,"주변 사람들은 친절한 것을 느꼈는데, 왜냐하면 그가 그녀에게 빵을 줬기 때문이다"
1433,그는 자판기에서 사탕을 꺼내었다,주변 사람들은 별로 신경쓰지 않았다,그는 자판기에서 사탕을 꺼내었다. 따라서 주변사람들은 부러워하는 것을 느꼈다,그는 자판기에서 사탕을 꺼내었다. 따라서 주변사람들이 느꼈던 것은 부러워하는 것이다,"주변 사람들은 신기한 것을 느꼈는데, 왜냐하면 그가 자판기에서 사탕을 꺼내었기 때문이다"
1434,그는 독감 예방 주사를 맞았다,걱정했다,그는 독감 예방 주사를 맞았다. 따라서 주변사람들은 그의 건강을 걱정하는 것을 느꼈다,그는 독감 예방 주사를 맞았다. 따라서 주변사람들이 느꼈던 것은 안심하는 것이다,"주변 사람들은 안심하는 것을 느꼈는데, 왜냐하면 그가 독감 예방 주사를 맞았기 때문이다"
1435,그는 섹터에서 건물을 발견했다,놀라워했다,그는 섹터에서 건물을 발견했다. 따라서 주변사람들은 놀라는 것을 느꼈다,그는 섹터에서 건물을 발견했다. 따라서 주변사람들이 느꼈던 것은 궁금해하는 것이다,"주변 사람들은 놀라워하는 것을 느꼈는데, 왜냐하면 그가 섹터에서 건물을 발견했기 때문이다"
1436,그는 자전거에서 떨어졌다,놀라워했다,그는 자전거에서 떨어졌다. 따라서 주변사람들은 걱정하는 것을 느꼈다,그는 자전거에서 떨어졌다. 따라서 주변사람들이 느꼈던 것은 걱정스러워하는 것이다,"주변 사람들은 걱정스러운 것을 느꼈는데, 왜냐하면 그가 자전거에서 떨어졌기 때문이다"
1437,그는 책을 돌려받았다,기뻤다,그는 책을 돌려받았다. 따라서 주변사람들은 기쁜 것을 느꼈다,그는 책을 돌려받았다. 따라서 주변사람들이 느꼈던 것은 안심하는 것이다,"주변 사람들은 안도하는 것을 느꼈는데, 왜냐하면 그가 책을 돌려받았기 때문이다"
1438,그는 침실을 청소했다,만족했다,그는 침실을 청소했다. 따라서 주변사람들은 감동하는 것을 느꼈다,그는 침실을 청소했다. 따라서 주변사람들이 느꼈던 것은 감사하는 것이다,"주변 사람들은 깜짝 놀라는 것을 느꼈는데, 왜냐하면 그가 침실을 청소했기 때문이다"
1439,그는 얼음판 위에서 미끄러졌다,놀랐다,그는 얼음판 위에서 미끄러졌다. 따라서 주변사람들은 놀라는 것을 느꼈다,그는 얼음판 위에서 미끄러졌다. 따라서 주변사람들이 느꼈던 것은 놀라워하는 것이다,"주변 사람들은 걱정스러운 것을 느꼈는데, 왜냐하면 그가 얼음판 위에서 미끄러졌기 때문이다"
1440,그는 기분이 훨씬 나아졌다,희망적으로 여겼다,그는 기분이 훨씬 나아졌다. 따라서 주변사람들은 안심스러워하는 것을 느꼈다,그는 기분이 훨씬 나아졌다. 따라서 주변사람들이 느꼈던 것은 안심하는 것이다,"주변 사람들은 안심하는 것을 느꼈는데, 왜냐하면 그가 기분이 훨씬 나아졌기 때문이다"
1441,그는 수건을 가져왔다,주변 사람들은 감사했다,그는 수건을 가져왔다. 따라서 주변사람들은 감사하는 것을 느꼈다,그는 수건을 가져왔다. 따라서 주변사람들이 느꼈던 것은 감사하는 것이다,"주변 사람들은 그의 배려심을 느꼈는데, 왜냐하면 그가 수건을 가져왔기 때문이다"
1442,그는 졸리다고 느꼈다,주변 사람들은 그를 이해했다,그는 졸리다고 느꼈다. 따라서 주변사람들은 그가 피곤한 것을 느꼈다,그는 졸리다고 느꼈다. 따라서 주변 사람들이 느꼈던 것은 그가 피곤해하는 것이다,"주변 사람들은 피곤한 것을 느꼈는데, 왜냐하면 그가 졸리다고 느꼈기 때문이다"
1443,그는 얼룩이 생겼다,걱정했다,그는 얼룩이 생겼다. 따라서 주변사람들은 걱정하는 것을 느꼈다,그는 얼룩이 생겼다. 따라서 주변사람들이 느꼈던 것은 걱정스러워하는 것이다,"주변 사람들은 걱정스러워하는 것을 느꼈는데, 왜냐하면 그가 얼룩이 생겼기 때문이다"
1444,그는 새 가구를 구입했다,만족했다,그는 새 가구를 구입했다. 따라서 주변사람들은 부러워하는 것을 느꼈다,그는 새 가구를 구입했다. 따라서 주변사람들이 느꼈던 것은 부러워하는 것이다,"주변 사람들은 놀라는 것을 느꼈는데, 왜냐하면 그가 새 가구를 구입했기 때문이다"
1445,그는 슬퍼 보였다,주변 사람들은 그의 슬픔을 이해했다,그는 슬퍼 보였다. 따라서 주변사람들은 걱정하는 것을 느꼈다,그는 슬퍼 보였다. 따라서 주변사람들이 느꼈던 것은 안타까워하는 것이다,"주변 사람들은 안타까운 것을 느꼈는데, 왜냐하면 그가 슬퍼 보였기 때문이다"
1446,그는 처음에는 좋아했다,기뻤다,그는 처음에는 좋아했다. 따라서 주변사람들은 기뻐하는 것을 느꼈다,그는 처음에는 좋아했다. 따라서 주변사람들이 느꼈던 것은 기쁜 것이다,"주변 사람들은 실망하는 것을 느꼈는데, 왜냐하면 그가 처음에는 좋아했기 때문이다"
1447,그는 실수로 베였다,창피했다,그는 실수로 베였다. 따라서 주변사람들은 안타까운 것을 느꼈다,그는 실수로 베였다. 따라서 주변사람들이 느꼈던 것은 안타까운 것이다,"주변 사람들은 민망해하는 것을 느꼈는데, 왜냐하면 그가 실수로 베였기 때문이다"
1448,그는 밖에서 추위를 느꼈다,추위에 떨면서 불편해했다,그는 밖에서 추위를 느꼈다. 따라서 주변사람들은 그가 춥다고 느끼는 것을 느꼈다,그는 밖에서 추위를 느꼈다. 따라서 주변사람들이 느꼈던 것은 걱정하는 것이다,"주변 사람들은 불쌍해하는 것을 느꼈는데, 왜냐하면 그가 밖에서 추위를 느꼈기 때문이다"
1449,그는 사고를 일으켰다,창피해했다,그는 사고를 일으켰다. 따라서 주변사람들은 놀라는 것을 느꼈다,그는 사고를 일으켰다. 따라서 주변사람들이 느꼈던 것은 놀라움과 걱정이었다,"주변 사람들은 놀라는 것을 느꼈는데, 왜냐하면 그가 사고를 일으켰기 때문이다"
1450,그는 함께 웃었다,즐거워했다,그는 함께 웃었다. 따라서 주변사람들은 행복한 것을 느꼈다,그는 함께 웃었다. 따라서 주변사람들이 느꼈던 것은 행복한 것이다,"주변 사람들은 행복한 것을 느꼈는데, 왜냐하면 그가 함께 웃었기 때문이다"
1451,그는 스카이다이빙을 하러 갔다,두려워했다,그는 스카이다이빙을 하러 갔다. 따라서 주변 사람들은 놀라워하는 것을 느꼈다,그는 스카이다이빙을 하러 갔다. 따라서 주변사람들이 느꼈던 것은 걱정하는 것이다,"주변 사람들은 두려워하는 것을 느꼈는데, 왜냐하면 그가 스카이다이빙을 하러 갔기 때문이다"
1452,그는 새 휴대폰을 받았다,기쁘게 생각했다,그는 새 휴대폰을 받았다. 따라서 주변사람들은 부러워하는 것을 느꼈다,그는 새 휴대폰을 받았다. 따라서 주변사람들이 느꼈던 것은 부러워하는 것이다,"주변 사람들은 기쁨을 느꼈는데, 왜냐하면 그가 새 휴대폰을 받았기 때문이다"
1453,그는 어쨌든 가기로 결정했다,의심스러워했다,그는 어쨌든 가기로 결정했다. 따라서 주변사람들은 안심하는 것을 느꼈다,그는 어쨌든 가기로 결정했다. 따라서 주변사람들이 느꼈던 것은 그의 용기를 칭찬하는 것이다,"주변 사람들은 놀란 것을 느꼈는데, 왜냐하면 그가 어쨌든 가기로 결정했기 때문이다"
1454,그는 그녀의 뺨을 쓰다듬었다,당황했다,그는 그녀의 뺨을 쓰다듬었다. 따라서 주변사람들은 로맨틱한 것을 느꼈다,그는 그녀의 뺨을 쓰다듬었다. 따라서 주변사람들이 느꼈던 것은 로맨틱한 것이다,"주변 사람들은 로맨틱한 것을 느꼈는데, 왜냐하면 그가 그녀의 뺨을 쓰다듬었기 때문이다"
1455,그는 어지럽었다,주변 사람들은 걱정했다,그는 어지럽었다. 따라서 주변사람들은 걱정스러운 것을 느꼈다,그는 어지럽었다. 따라서 주변사람들이 느꼈던 것은 걱정스러워하는 것이다,"주변 사람들은 혼란스러워하는 것을 느꼈는데, 왜냐하면 그가 어지럽었기 때문이다"
1456,그는 술을 많이 마셨다,주변 사람들은 걱정스러워했다,그는 술을 많이 마셨다. 따라서 주변사람들은 걱정하는 것을 느꼈다,그는 술을 많이 마셨다. 따라서 주변사람들이 느꼈던 것은 걱정스러워하는 것이다,"주변 사람들은 걱정스러운 것을 느꼈는데, 왜냐하면 그가 술을 많이 마셨기 때문이다"
1457,그는 매니큐어를 받았다,만족했다,그는 매니큐어를 받았다. 따라서 주변사람들은 그의 손이 아름다운 것을 느꼈다,그는 매니큐어를 받았다. 따라서 주변사람들이 느꼈던 것은 그의 손이 깔끔해진 것이다,"주변 사람들은 화려한 것을 느꼈는데, 왜냐하면 그가 매니큐어를 받았기 때문이다"
1458,그는 일격을 가했다,놀랐다,그는 일격을 가했다. 따라서 주변사람들은 충격받는 것을 느꼈다,그는 일격을 가했다. 따라서 주변사람들이 느꼈던 것은 충격적인 것이다,"주변 사람들은 충격을 느꼈는데, 왜냐하면 그가 일격을 가했기 때문이다"
1459,그는 아침을 먹었다,만족했다,그는 아침을 먹었다. 따라서 주변사람들은 안심하는 것을 느꼈다,그는 아침을 먹었다. 따라서 주변사람들이 느꼈던 것은 안심하는 것이다,"주변 사람들은 안심하는 것을 느꼈는데, 왜냐하면 그가 아침을 먹었기 때문이다"
1460,그는 페디큐어를 받았다,편안했다,그는 페디큐어를 받았다. 따라서 주변사람들은 부러워하는 것을 느꼈다,그는 페디큐어를 받았다. 따라서 주변사람들이 느꼈던 것은 부러워하는 것이다,"주변 사람들은 행복해하는 것을 느꼈는데, 왜냐하면 그가 페디큐어를 받았기 때문이다"
1461,그는 밴드를 시작했다,열정적으로 기뻐했다,그는 밴드를 시작했다. 따라서 주변사람들은 흥미로워하는 것을 느꼈다,그는 밴드를 시작했다. 따라서 주변사람들이 느꼈던 것은 흥분하는 것이다,"주변 사람들은 흥분하는 것을 느꼈는데, 왜냐하면 그가 밴드를 시작했기 때문이다"
1462,그는 볼륨을 높였다,화가 났다,그는 볼륨을 높였다. 따라서 주변사람들은 깜짝 놀라는 것을 느꼈다,그는 볼륨을 높였다. 따라서 주변사람들이 느꼈던 것은 귀가 아팠다,"주변 사람들은 놀라는 것을 느꼈는데, 왜냐하면 그가 볼륨을 높였기 때문이다"
1463,그는 새 라켓을 구입했다,신나해했다,그는 새 라켓을 구입했다. 따라서 주변사람들은 부러워하는 것을 느꼈다,그는 새 라켓을 구입했다. 따라서 주변사람들이 느꼈던 것은 부러워하는 것이다,"주변 사람들은 흥분하는 것을 느꼈는데, 왜냐하면 그가 새 라켓을 구입했기 때문이다"
1464,그는 새 직장이 생겼다,기쁘게 여겼다,그는 새 직장이 생겼다. 따라서 주변사람들은 기뻐하는 것을 느꼈다,그는 새 직장이 생겼다. 따라서 주변사람들이 느꼈던 것은 기쁜 것이다,"주변 사람들은 설레는 것을 느꼈는데, 왜냐하면 그가 새 직장이 생겼기 때문이다"
1465,그는 알람이 울려도 잠을 자지 않았다,걱정스러워했다,그는 알람이 울려도 잠을 자지 않았다. 따라서 주변사람들은 그가 피곤해하는 것을 느꼈다,그는 알람이 울려도 잠을 자지 않았다. 따라서 주변사람들이 느꼈던 것은 당황스러워하는 것이다,"주변 사람들은 피곤한 것을 느꼈는데, 왜냐하면 그가 알람이 울려도 잠을 자지 않았기 때문이다"
1466,그는 식료품 쇼핑을 하러 갔다,평범하게 여겼다,그는 식료품 쇼핑을 하러 갔다. 따라서 주변사람들은 그가 집에서 요리를 할 것을 느꼈다,그는 식료품 쇼핑을 하러 갔다. 따라서 주변사람들이 느꼈던 것은 그가 집에서 요리를 해주겠다는 것이다,"주변 사람들은 배고픈 것을 느꼈는데, 왜냐하면 그가 식료품 쇼핑을 하러 갔기 때문이다"
1467,그는 유튜브에서 동영상을 시청했다,즐거워했다,그는 유튜브에서 동영상을 시청했다. 따라서 주변 사람들은 그가 즐거워하는 것을 느꼈다,그는 유튜브에서 동영상을 시청했다. 따라서 주변사람들이 느꼈던 것은 그가 즐거워하는 것이다,"주변 사람들은 흥미로운 것을 느꼈는데, 왜냐하면 그가 유튜브에서 동영상을 시청했기 때문이다"
1468,그는 학교를 그리워 했다,그리워했다,그는 학교를 그리워 했다. 따라서 주변사람들은 그의 어린 시절을 느끼는 것을 느꼈다,그는 학교를 그리워 했다. 따라서 주변사람들이 느꼈던 것은 그의 추억에 잠기는 것이다,"주변 사람들은 그가 학교를 그리워하는 것을 느꼈는데, 왜냐하면 그가 학교를 그리워 했기 때문이다"
1469,그는 내일 시험이 있었다,긴장했다,그는 내일 시험이 있었다. 따라서 주변사람들은 그가 긴장하는 것을 느꼈다,그는 내일 시험이 있었다. 따라서 주변사람들이 느꼈던 것은 걱정스러워하는 것이다,"주변 사람들은 걱정스러운 것을 느꼈는데, 왜냐하면 그가 내일 시험이 있었기 때문이다"
1470,그는 새 선풍기를 구입했다,시원해했다,그는 새 선풍기를 구입했다. 따라서 주변사람들은 시원해하는 것을 느꼈다,그는 새 선풍기를 구입했다. 따라서 주변사람들이 느꼈던 것은 시원해지는 것이다,"주변 사람들은 놀라는 것을 느꼈는데, 왜냐하면 그가 새 선풍기를 구입했기 때문이다"
1471,그는 자신감이 더 생겼다,자랑스러워했다,그는 자신감이 더 생겼다. 따라서 주변사람들은 놀랍다고 느꼈다,그는 자신감이 더 생겼다. 따라서 주변사람들이 느꼈던 것은 놀랐다,"주변 사람들은 자신감이 더 생겼다는 것을 느꼈는데, 왜냐하면 그가 자신감이 더 생겼기 때문이다"
1472,그는 날씨를 확인했다,궁금해했다,그는 날씨를 확인했다. 따라서 주변사람들은 안심하는 것을 느꼈다,그는 날씨를 확인했다. 따라서 주변사람들이 느꼈던 것은 안심하는 것이다,"주변 사람들은 안심하는 것을 느꼈는데, 왜냐하면 그가 날씨를 확인했기 때문이다"
1473,그는 반려동물을 키우고 싶어 했다,사랑스러워했다,그는 반려동물을 키우고 싶어 했다. 따라서 주변사람들은 그가 외로워하는 것을 느꼈다,그는 반려동물을 키우고 싶어 했다. 따라서 주변사람들이 느꼈던 것은 그가 책임감 있는 것이다,"주변 사람들은 반려동물을 키우고 싶어하는 것을 느꼈는데, 왜냐하면 그가 반려동물을 키우고 싶어 했기 때문이다"
1474,그는 뉴스를 확인했다,놀랐다,그는 뉴스를 확인했다. 따라서 주변사람들은 걱정스러워하는 것을 느꼈다,그는 뉴스를 확인했다. 따라서 주변사람들이 느꼈던 것은 안심하는 것이다,"주변 사람들은 놀라운 것을 느꼈는데, 왜냐하면 그가 뉴스를 확인했기 때문이다"
1475,그는 손가락을 두드렸다,놀라웠다,그는 손가락을 두드렸다. 따라서 주변사람들은 주의를 기울이는 것을 느꼈다,그는 손가락을 두드렸다. 따라서 주변사람들이 느꼈던 것은 짜증스러운 것이다,"주변 사람들은 당황한 것을 느꼈는데, 왜냐하면 그가 손가락을 두드렸기 때문이다"
1476,그는 아내와 이혼했다,안타까워했다,그는 아내와 이혼했다. 따라서 주변사람들은 안타까운 것을 느꼈다,그는 아내와 이혼했다. 따라서 주변사람들이 느꼈던 것은 안타까운 것이다,"주변 사람들은 안타까운 것을 느꼈는데, 왜냐하면 그가 아내와 이혼했기 때문이다"
1477,그는 그 어느 때보다 기분이 좋아졌다,활기차게 행복해했다,그는 그 어느 때보다 기분이 좋아졌다. 따라서 주변사람들은 환한 에너지를 느꼈다,그는 그 어느 때보다 기분이 좋아졌다. 따라서 주변사람들이 느꼈던 것은 기뻐하는 것이다,"주변 사람들은 기쁨을 느꼈는데, 왜냐하면 그가 그 어느 때보다 기분이 좋아졌기 때문이다"
1478,그는 강아지를 키우게 되었다,기쁘게 생각했다,그는 강아지를 키우게 되었다. 따라서 주변사람들은 기쁜 것을 느꼈다,그는 강아지를 키우게 되었다. 따라서 주변사람들이 느꼈던 것은 기쁜 것이다,"주변 사람들은 기쁨을 느꼈는데, 왜냐하면 그가 강아지를 키우게 되었기 때문이다"
1479,그는 최선을 다해 노력했다,감사했다,그는 최선을 다해 노력했다. 따라서 주변사람들은 그의 열정을 느꼈다,그는 최선을 다해 노력했다. 따라서 주변사람들이 느꼈던 것은 감동하는 것이다,"주변 사람들은 감동하는 것을 느꼈는데, 왜냐하면 그가 최선을 다해 노력했기 때문이다"
1480,그는 가려움을 느꼈다,참을 수 없었다,그는 가려움을 느꼈다. 따라서 주변 사람들은 답답한 것을 느꼈다,그는 가려움을 느꼈다. 따라서 주변사람들이 느꼈던 것은 걱정스러워하는 것이다,"주변 사람들은 답답한 것을 느꼈는데, 왜냐하면 그가 가려움을 느꼈기 때문이다"
1481,그는 영화를 보고 싶어 했다,기대했다,그는 영화를 보고 싶어 했다. 따라서 주변사람들은 그의 흥분을 느꼈다,그는 영화를 보고 싶어 했다. 따라서 주변사람들이 느꼈던 것은 함께 즐기고 싶어하는 것이다,"주변 사람들은 호기심을 느꼈는데, 왜냐하면 그가 영화를 보고 싶어 했기 때문이다"
1482,그는 전화가 울리기 시작했다,놀랐다,그는 전화가 울리기 시작했다. 따라서 주변사람들은 놀라는 것을 느꼈다,그는 전화가 울리기 시작했다. 따라서 주변사람들이 느꼈던 것은 궁금해하는 것이다,"주변 사람들은 놀라는 것을 느꼈는데, 왜냐하면 그가 전화가 울리기 시작했기 때문이다"
1483,그는 걸을 수 없었다,애석해했다,그는 걸을 수 없었다. 따라서 주변사람들은 불안한 것을 느꼈다,그는 걸을 수 없었다. 따라서 주변사람들이 느꼈던 것은 안타까운 것이다,"주변 사람들은 안타까운 것을 느꼈는데, 왜냐하면 그가 걸을 수 없었기 때문이다"
1484,그는 스스로를 아끼는 사람였다,자부심을 느꼈다,그는 스스로를 아끼는 사람이었다. 따라서 주변사람들은 그의 자존심을 존중하는 것을 느꼈다,그는 스스로를 아끼는 사람였다. 따라서 주변사람들이 느꼈던 것은 그가 자신을 소중히 여기는 것이다,"주변 사람들은 자신감 있는 것을 느꼈는데, 왜냐하면 그가 스스로를 아끼는 사람였기 때문이다"
1485,그는 정책을 변경했다,불안해했다,그는 정책을 변경했다. 따라서 주변사람들은 놀라는 것을 느꼈다,그는 정책을 변경했다. 따라서 주변사람들이 느꼈던 것은 놀라워하는 것이다,"주변 사람들은 당혹스러운 것을 느꼈는데, 왜냐하면 그가 정책을 변경했기 때문이다"
1486,그는 좋아하는 셔츠가 있었다,기쁘게 여겼다,그는 좋아하는 셔츠가 있었다. 따라서 주변사람들은 그의 취향을 이해하는 것을 느꼈다,그는 좋아하는 셔츠가 있었다. 따라서 주변사람들이 느꼈던 것은 부러워하는 것이다,"주변 사람들은 행복한 것을 느꼈는데, 왜냐하면 그가 좋아하는 셔츠가 있었기 때문이다"
1487,그는 짐을 챙겼다,주변 사람들은 감사했다,그는 짐을 챙겼다. 따라서 주변사람들은 감사하는 것을 느꼈다,그는 짐을 챙겼다. 따라서 주변사람들이 느꼈던 것은 그의 섬세함에 감탄하는 것이다,"주변 사람들은 안심된 것을 느꼈는데, 왜냐하면 그가 짐을 챙겼기 때문이다"
1488,그는 머리를 풀어헤쳤다,해방되었다,그는 머리를 풀어헤쳤다. 따라서 주변사람들은 안도하는 것을 느꼈다,그는 더 이상 스트레스를 받지 않는다고 생각했다. 따라서 주변사람들이 느꼈던 것은 안도하는 것이다,"주변 사람들은 당황한 것을 느꼈는데, 왜냐하면 그가 머리를 풀어헤쳤기 때문이다"
1489,그는 그후 기분이 훨씬 나아졌다,안심했다,그는 그 후 기분이 훨씬 나아졌다. 따라서 주변사람들은 안심하는 것을 느꼈다,그는 그 후 기분이 훨씬 나아졌다. 따라서 주변사람들이 느꼈던 것은 안심하는 것이다,"주변 사람들은 안심하는 것을 느꼈는데, 왜냐하면 그가 그후 기분이 훨씬 나아졌기 때문이다"
1490,그는 셀카를 찍었다,자신감을 느꼈다,그는 셀카를 찍었다. 따라서 주변사람들은 궁금한 것을 느꼈다,그는 셀카를 찍었다. 따라서 주변사람들이 느꼈던 것은 부러워하는 것이다,"주변 사람들은 자신감을 느꼈는데, 왜냐하면 그가 셀카를 찍었기 때문이다"
1491,그는 친구들과 팝콘을 나눠 먹었다,즐거워했다,그는 친구들과 팝콘을 나눠 먹었다. 따라서 주변사람들은 즐거워하는 것을 느꼈다,그는 친구들과 팝콘을 나눠 먹었다. 따라서 주변사람들이 느꼈던 것은 즐거워하는 것이다,"주변 사람들은 행복한 것을 느꼈는데, 왜냐하면 그가 친구들과 팝콘을 나눠 먹었기 때문이다"
1492,그는 자신감이 생겼다,주변 사람들은 안도했다,그는 자신감이 생겼다. 따라서 주변사람들은 놀라는 것을 느꼈다,그는 자신감이 생겼다. 따라서 주변사람들이 느꼈던 것은 그가 더욱 매력적으로 보인다는 것이다,"주변 사람들은 자신감이 생겨 기뻐하는 것을 느꼈는데, 왜냐하면 그가 자신감이 생겼기 때문이다"
1493,그는 컬렉션에 추가했다,흥분했다,그는 컬렉션에 추가했다. 따라서 주변사람들은 놀라는 것을 느꼈다,그는 컬렉션에 추가했다. 따라서 주변사람들이 느꼈던 것은 놀라워하는 것이다,"주변 사람들은 흥분하는 것을 느꼈는데, 왜냐하면 그가 컬렉션에 추가했기 때문이다"
1494,그는 어젯밤에 잘 잤다,편안했다,그는 어젯밤에 잘 잤다. 따라서 주변사람들은 그가 상쾌해하는 것을 느꼈다,그는 어젯밤에 잘 잤다. 따라서 주변사람들이 느꼈던 것은 안심하는 것이다,"주변 사람들은 안도하는 것을 느꼈는데, 왜냐하면 그가 어젯밤에 잘 잤기 때문이다"
1495,그는 수염을 길렀다,주변 사람들은 궁금해했다,그는 수염을 길렀다. 따라서 주변사람들은 근거리에서 그를 인식하는 것을 느꼈다,그는 수염을 길렀다. 따라서 주변사람들이 느꼈던 것은 근사해하는 것이다,"주변 사람들은 남성스러운 것을 느꼈는데, 왜냐하면 그가 수염을 길렀기 때문이다"
1496,그는 눈싸움을 하고 있었다,주변 사람들은 불편해했다,그는 눈싸움을 하고 있었다. 따라서 주변사람들은 긴장되는 것을 느꼈다,그는 눈싸움을 하고 있었다. 따라서 주변사람들이 느꼈던 것은 불편한 것이다,"주변 사람들은 걱정하는 것을 느꼈는데, 왜냐하면 그가 눈싸움을 하고 있었기 때문이다"
1497,그는 저녁을 걸렀다,놀라워했다,그는 저녁을 걸렀다. 따라서 주변사람들은 감동하는 것을 느꼈다,그는 저녁을 걸렀다. 따라서 주변사람들이 느꼈던 것은 당황스러워하는 것이다,"주변 사람들은 놀라는 것을 느꼈는데, 왜냐하면 그가 저녁을 걸렀기 때문이다"
1498,그는 아침 일찍부터 일을 시작했다,열심히 일했다,그는 아침 일찍부터 일을 시작했다. 따라서 주변사람들은 놀라는 것을 느꼈다,그는 아침 일찍부터 일을 시작했다. 따라서 주변사람들이 느꼈던 것은 희망적인 것이다,"주변 사람들은 존경하는 것을 느꼈는데, 왜냐하면 그가 아침 일찍부터 일을 시작했기 때문이다"
1499,그는 그녀를 좋아하는 것 같았다,기쁘거나 놀랐다,그는 그녀를 좋아하는 것 같았다. 따라서 주변사람들은 둘을 응원하는 것을 느꼈다,그는 그녀를 좋아하는 것 같았다. 따라서 주변사람들이 느꼈던 것은 호의적인 것이다,"주변 사람들은 로맨틱한 것을 느꼈는데, 왜냐하면 그가 그녀를 좋아하는 것 같았기 때문이다"
1500,그는 휴대폰을 찾을 수 없었다,당황스러워했다,그는 휴대폰을 찾을 수 없었다. 따라서 주변사람들은 걱정하는 것을 느꼈다,그는 휴대폰을 찾을 수 없었다. 따라서 주변사람들이 느꼈던 것은 걱정하는 것이다,"주변 사람들은 걱정하는 것을 느꼈는데, 왜냐하면 그가 휴대폰을 찾을 수 없었기 때문이다"
1501,그는 너무 많이 사용했다,낭비했다,그는 너무 많이 사용했다. 따라서 주변사람들은 낭비하는 것을 느꼈다,그는 너무 많이 사용했다. 따라서 주변사람들이 느꼈던 것은 걱정스러워하는 것이다,"주변 사람들은 낭비하는 것을 느꼈는데, 왜냐하면 그가 너무 많이 사용했기 때문이다"
1502,그는 출근을 위해 옷을 입었다,부지런해했다,그는 출근을 위해 옷을 입었다. 따라서 주변사람들은 일하는 것을 느꼈다,그는 출근을 위해 옷을 입었다. 따라서 주변사람들이 느꼈던 것은 일하는 것에 대한 책임감을 가지고 있다,"주변 사람들은 기대하는 것을 느꼈는데, 왜냐하면 그가 출근을 위해 옷을 입었기 때문이다"
