,input,A,B,B2,B3
1290,그는 새 매트리스를 구입했다,만족했다,그는 새 매트리스를 구입했다. 따라서 그는 잠자리가 편안해졌다는 것을 느꼈다,그는 새 매트리스를 구입했다. 따라서 그가 느꼈던 것은 편안함과 안정감이었다는 것이다,"그는 편안함을 느꼈다는 것을 느꼈는데, 왜냐하면 그가 새 매트리스를 구입했기 때문이다"
1291,그는 머리를 긁적였다,불편했다,그는 머리를 긁적였다. 따라서 그는 편안함을 느꼈다,그는 머리를 긁적였다. 따라서 그가 느꼈던 것은 피부가 간지러웠다는 것이다,"그는 흥분했다는 것을 느꼈는데, 왜냐하면 그가 머리를 긁적였기 때문이다"
1292,그는 할머니를 방문했다,감동받았다,그는 할머니를 방문했다. 따라서 그는 감동 받았다는 것을 느꼈다,그는 할머니를 방문했다. 따라서 그가 느꼈던 것은 편안함이었다는 것이다,"그는 행복했다는 것을 느꼈는데, 왜냐하면 그가 할머니를 방문했기 때문이다"
1293,그는 대사를 잊어버렸다,당황스러웠다,그는 대사를 잊어버렸다. 따라서 그는 당황했다는 것을 느꼈다,그는 대사를 잊어버렸다. 따라서 그가 느꼈던 것은 당황스러웠다는 것이다,"그는 당황스러웠다는 것을 느꼈는데, 왜냐하면 그가 대사를 잊어버렸기 때문이다"
1294,그는 그녀를 닮은 것 같았다,감동받았다,그는 그녀를 닮은 것 같았다. 따라서 그는 안정감을 느꼈다,그는 그녀를 닮은 것 같았다. 따라서 그가 느꼈던 것은 안정감을 느꼈다는 것이다,"그는 특별하다는 것을 느꼈는데, 왜냐하면 그가 그녀를 닮은 것 같았기 때문이다"
1295,그는 한 입 베어물었다,만족했다,그는 한 입 베어물었다. 따라서 그는 만족했다는 것을 느꼈다,그는 한 입 베어물었다. 따라서 그가 느꼈던 것은 맛있다는 것이다,"그는 배고프다는 것을 느꼈는데, 왜냐하면 그가 한 입 베어물었기 때문이다"
1296,그는 엄지손가락을 빨고 있었다,긴장되거나 불안했다,그는 엄지손가락을 빨고 있었다. 따라서 그는 긴장되어 있었다는 것을 느꼈다,그는 엄지손가락을 빨고 있었다. 따라서 그가 느꼈던 것은 안도였다는 것이다,"그는 불안했다는 것을 느꼈는데, 왜냐하면 그가 엄지손가락을 빨고 있었기 때문이다"
1297,그는 이 아이템에 대한 리콜을 진행했다,책임감을 느꼈다,그는 이 아이템에 대한 리콜을 진행했다. 따라서 그는 책임감을 느꼈다는 것을 느꼈다,그는 이 아이템에 대한 리콜을 진행했다. 따라서 그가 느꼈던 것은 책임감과 안도였다는 것이다,"그는 책임감을 느꼈다는 것을 느꼈는데, 왜냐하면 그가 이 아이템에 대한 리콜을 진행했기 때문이다"
1298,그는 돈이 좀 필요했다,걱정했다,그는 돈이 좀 필요했다. 따라서 그는 불안했다는 것을 느꼈다,그는 돈이 좀 필요했다. 따라서 그가 느꼈던 것은 조급함과 불안함이었다는 것이다,"그는 불안했다는 것을 느꼈는데, 왜냐하면 그가 돈이 좀 필요했기 때문이다"
1299,그의 말이 맞았다,확신이 들었다,그의 말이 맞았다. 따라서 그는 안심했다는 것을 느꼈다,그의 말이 맞았다. 따라서 그가 느꼈던 것은 안심되었다는 것이다,"그는 안심되었다는 것을 느꼈는데, 왜냐하면 그의 말이 맞았기 때문이다"
1300,그는 순진무구했다,무심했다,그는 순진무구했다. 따라서 그는 혼란스러웠다는 것을 느꼈다,그는 순진무구했다. 따라서 그가 느꼈던 것은 상처받았다는 것이다,"그는 무력감을 느꼈는데, 왜냐하면 그가 순진무구했기 때문이다"
1301,그는 옷장을 업데이트했다,신선하고 새로웠다,그는 옷장을 업데이트했다. 따라서 그는 만족스러웠다는 것을 느꼈다,그는 옷장을 업데이트했다. 따라서 그가 느꼈던 것은 깔끔하고 정리되었다는 것이다,"그는 새로운 옷장을 자랑스러워했다는 것을 느꼈는데, 왜냐하면 그가 옷장을 업데이트했기 때문이다"
1302,그는 집에 가자고 했다,평온함을 느꼈다,그는 집에 가자고 했다. 따라서 그는 지쳤다는 것을 느꼈다,그는 집에 가자고 했다. 따라서 그가 느꼈던 것은 지쳤다는 것이다,"그는 지루했다는 것을 느꼈는데, 왜냐하면 그가 집에 가자고 했기 때문이다"
1303,그는 새로운 기록을 세웠다,자랑스러웠다,그는 새로운 기록을 세웠다. 따라서 그는 자랑스러웠다는 것을 느꼈다,그는 새로운 기록을 세웠다. 따라서 그가 느꼈던 것은 자부심이었다는 것이다,"그는 자부실했다는 것을 느꼈는데, 왜냐하면 그가 새로운 기록을 세웠기 때문이다"
1304,그는 어쨌든 그것을 먹었다,만족했다,그는 어쨌든 그것을 먹었다. 따라서 그는 배불렀다는 것을 느꼈다,그는 어쨌든 그것을 먹었다. 따라서 그가 느꼈던 것은 만족스러웠다는 것이다,"그는 배불렀다는 것을 느꼈는데, 왜냐하면 그가 어쨌든 그것을 먹었기 때문이다"
1305,그는 술을 마셨다,취했다,그는 술을 마셨다. 따라서 그는 취했다는 것을 느꼈다,그는 술을 마셨다. 따라서 그가 느꼈던 것은 취했다는 것이다,"그는 취했다는 것을 느꼈는데, 왜냐하면 그가 술을 마셨기 때문이다"
1306,그는 큰 소리가 들었다,놀랐다,그는 큰 소리가 들었다. 따라서 그는 놀랐다는 것을 느꼈다,그는 큰 소리가 들었다. 따라서 그가 느꼈던 것은 놀랐다는 것이다,"그는 놀랐다는 것을 느꼈는데, 왜냐하면 그가 큰 소리가 들었기 때문이다"
1307,그는 안 좋아 보였다,우울했다,그는 안 좋아 보였다. 따라서 그는 무언가 걱정되는 일이 있을 것이라고 느꼈다,그는 안 좋아 보였다. 따라서 그가 느꼈던 것은 자신감 상실이었다는 것이다,"그는 실망스러웠다는 것을 느꼈는데, 왜냐하면 그가 안 좋아 보였기 때문이다"
1308,그는 생산성을 향상시켰다,성취감을 느꼈다,그는 생산성을 향상시켰다. 따라서 그는 자신감이 생겼다는 것을 느꼈다,그는 성취감을 느꼈다는 것이다,"그는 자신감을 느꼈는데, 왜냐하면 그가 생산성을 향상시켰기 때문이다"
1309,그는 길을 잘못 들어섰다,당황했다,그는 길을 잘못 들어섰다. 따라서 그는 당황스러웠다는 것을 느꼈다,그는 길을 잘못 들어섰다. 따라서 그가 느꼈던 것은 당황스러웠다는 것이다,"그는 당황스러웠다는 것을 느꼈는데, 왜냐하면 그가 길을 잘못 들어섰기 때문이다"
1310,그는 고등학교를 졸업했다,자랑스럽고 성취감을 느꼈다,그는 미래에 대한 두려움을 느꼈다,그는 고등학교를 졸업했다. 따라서 그가 느꼈던 것은 자신감이 생겼다는 것이다,"그는 자랑스러웠다는 것을 느꼈는데, 왜냐하면 그가 고등학교를 졸업했기 때문이다"
1311,그는 할로윈 파티에 초대받았다,신나고 기대했다,그는 할로윈 파티에 초대받았다. 따라서 그는 기쁨을 느꼈다,그는 할로윈 파티에 초대받았다. 따라서 그가 느꼈던 것은 기쁨이었다는 것이다,"그는 흥분했다는 것을 느꼈는데, 왜냐하면 그가 할로윈 파티에 초대받았기 때문이다"
1312,그는 그것을 페이스북에 게시했다,자랑스러웠다,그는 그것을 페이스북에 게시했다. 따라서 그는 자랑스러웠다는 것을 느꼈다,그는 그것을 페이스북에 게시했다. 따라서 그가 느꼈던 것은 자랑스러웠다는 것이다,"그는 자랑스러웠다는 것을 느꼈는데, 왜냐하면 그가 그것을 페이스북에 게시했기 때문이다"
1313,그는 셔츠에 와인을 엎질렀다,창피했다,그는 셔츠에 와인을 엎질렀다. 따라서 그는 당황했다는 것을 느꼈다,그는 셔츠에 와인을 엎질렀다. 따라서 그가 느꼈던 것은 당황스러웠다는 것이다,"그는 당혹스러웠다는 것을 느꼈는데, 왜냐하면 그가 셔츠에 와인을 엎질렀기 때문이다"
1314,그는 호텔을 예약했다,편안했다,그는 호텔을 예약했다. 따라서 그는 안심했다는 것을 느꼈다,그는 호텔을 예약했다. 따라서 그가 느꼈던 것은 안심이었다는 것이다,"그는 안도했다는 것을 느꼈는데, 왜냐하면 그가 호텔을 예약했기 때문이다"
1315,그는 단 것을 너무 많이 먹었다,두려웠다,그는 단 것을 너무 많이 먹었다. 따라서 그는 후회했다는 것을 느꼈다,그는 단 것을 너무 많이 먹었다. 따라서 그가 느꼈던 것은 속이 메스껴서 불편했다는 것이다,"그는 배부름을 느꼈는데, 왜냐하면 그가 단 것을 너무 많이 먹었기 때문이다"
1316,그는 인사를 했다,친근함을 느꼈다,그는 인사를 했다. 따라서 그는 친절했다는 것을 느꼈다,그는 인사를 했다. 따라서 그가 느꼈던 것은 친근감을 느꼈다는 것이다,"그는 환영받았다는 것을 느꼈는데, 왜냐하면 그가 인사를 했기 때문이다"
1317,그는 성적표를 받았다,놀랐다,그는 성적표를 받았다. 따라서 그는 놀랐다는 것을 느꼈다,그는 성적표를 받았다. 따라서 그가 느꼈던 것은 기쁨이었다는 것이다,"그는 실망했다는 것을 느꼈는데, 왜냐하면 그가 성적표를 받았기 때문이다"
1318,그는 조난당한 고양이를 도왔다,자부심을 느꼈다,그는 조난당한 고양이를 도왔다. 따라서 그는 자부심을 느꼈다,그는 조난당한 고양이를 도왔다. 따라서 그가 느꼈던 것은 자부심이었다는 것이다,"그는 자랑스러웠다는 것을 느꼈는데, 왜냐하면 그가 조난당한 고양이를 도왔기 때문이다"
1319,그는 다음 단계로 도약했다,자부심을 느꼈다,그는 다음 단계로 도약했다. 따라서 그는 자신감이 생겼다는 것을 느꼈다,그는 성취감을 느꼈던 것이다,"그는 미래에 대한 기대감을 느꼈는데, 왜냐하면 그가 다음 단계로 도약했기 때문이다"
1320,그는 새 애완동물을 얻었다,기쁘고 설렜다,그는 새 애완동물을 얻었다. 따라서 그는 흥분했다는 것을 느꼈다,그는 새 애완동물을 얻었다. 따라서 그가 느꼈던 것은 행복했다는 것이다,"그는 행복했다는 것을 느꼈는데, 왜냐하면 그가 새 애완동물을 얻었기 때문이다"
1321,그는 차를 마셨다,취했다,그는 차를 마셨다. 따라서 그는 졸립다는 것을 느꼈다,그는 차를 마셨다. 따라서 그가 느꼈던 것은 목이 시원했다는 것이다,"그는 죄책감을 느꼈는데, 왜냐하면 그가 차를 마셨기 때문이다"
1322,그는 구매를 원했다,그는 만족스러웠다,그는 구매를 원했다. 따라서 그는 만족했다는 것을 느꼈다,그는 구매를 원했다. 따라서 그가 느꼈던 것은 만족스러웠다는 것이다,"그는 만족스러웠다는 것을 느꼈는데, 왜냐하면 그가 구매를 원했기 때문이다"
1323,그는 휴대폰을 반납했다,안심했다,그는 휴대폰을 반납했다. 따라서 그는 안심했다는 것을 느꼈다,그는 휴대폰을 반납했다. 따라서 그가 느꼈던 것은 안심스러웠다는 것이다,"그는 안심했다는 것을 느꼈는데, 왜냐하면 그가 휴대폰을 반납했기 때문이다"
1324,그는 하루 종일 아무것도 먹지 않았다,허기진 상태였다,그는 하루 종일 아무것도 먹지 않았다. 따라서 그는 배가 고프다는 것을 느꼈다,그는 하루 종일 아무것도 먹지 않았다. 따라서 그가 느꼈던 것은 배가 고팠다는 것이다,"그는 배가 고프다는 것을 느꼈는데, 왜냐하면 그가 하루 종일 아무것도 먹지 않았기 때문이다"
1325,그는 라이터를 다시 가져왔다,안도했다,그는 라이터를 다시 가져왔다. 따라서 그는 안심했다는 것을 느꼈다,그는 라이터를 다시 가져왔다. 따라서 그가 느꼈던 것은 안심되었다는 것이다,"그는 안도했다는 것을 느꼈는데, 왜냐하면 그가 라이터를 다시 가져왔기 때문이다"
1326,그는 친구를 이겼다,승리감을 느꼈다,그는 친구를 이겼다. 따라서 그는 자신감이 생겼다는 것을 느꼈다,그는 친구를 이겼다. 따라서 그가 느꼈던 것은 자신감이 생겼다는 것이다,"그는 자신감을 느꼈는데, 왜냐하면 그가 친구를 이겼기 때문이다"
1327,그는 바지를 적셨다,당황했다,그는 바지를 적셨다. 따라서 그는 더위를 느꼈다는 것을 느꼈다,그는 바지를 적셨다. 따라서 그가 느꼈던 것은 안도감이었다는 것이다,"그는 행복했다는 것을 느꼈는데, 왜냐하면 그가 바지를 적셨기 때문이다"
1328,그는 학교가 끝나면 집으로 돌아갔다,편안했다,그는 학교가 끝나면 집으로 돌아갔다. 따라서 그는 안도했다는 것을 느꼈다,그는 학교가 끝나면 집으로 돌아갔다. 따라서 그가 느꼈던 것은 피곤했다는 것이다,"그는 피곤했다는 것을 느꼈는데, 왜냐하면 그가 학교가 끝나면 집으로 돌아갔기 때문이다"
1329,그는 다른 발로 발차기를 했다,쓰러졌다,그는 다른 발로 발차기를 했다. 따라서 그는 어색했다는 것을 느꼈다,그는 다른 발로 발차기를 했다. 따라서 그가 느꼈던 것은 어색했다는 것이다,"그는 아프다는 것을 느꼈는데, 왜냐하면 그가 다른 발로 발차기를 했기 때문이다"
1330,그는 머리가 짧았다,자신감이 없었다,그는 머리가 짧았다. 따라서 그는 시원했다는 것을 느꼈다,그는 더 시원했다는 것이다,"그는 시원한 바람이 불었다는 것을 느꼈는데, 왜냐하면 그가 머리가 짧았기 때문이다"
1331,그는 레드 와인을 엎질렀다,초조했다,그는 레드 와인을 엎질렀다. 따라서 그는 당황했다는 것을 느꼈다,그는 레드 와인을 엎질렀다. 따라서 그가 느꼈던 것은 당황스러웠다는 것이다,"그는 불안했다는 것을 느꼈는데, 왜냐하면 그가 레드 와인을 엎질렀기 때문이다"
1332,그는 대머리가 되었다,자신감을 잃었다,그는 대머리가 되었다. 따라서 그는 자신감을 잃었다는 것을 느꼈다,그는 대머리가 되었다. 따라서 그가 느꼈던 것은 자신감이 상실했다는 것이다,"그는 당황스러웠다는 것을 느꼈는데, 왜냐하면 그가 대머리가 되었기 때문이다"
1333,그는 유모차에서 장난감을 던졌다,쾌활했다,그는 유모차에서 장난감을 던졌다. 따라서 그는 어머니의 엄중한 시선을 느꼈다,그는 유모차에서 장난감을 던졌다. 따라서 그가 느꼈던 것은 심심했다는 것이다,"그는 화가 났다는 것을 느꼈는데, 왜냐하면 그가 유모차에서 장난감을 던졌기 때문이다"
1334,그는 교통사고를 당했다,두려웠다,그는 교통사고를 당했다. 따라서 그는 아프다는 것을 느꼈다,그는 교통사고를 당했다. 따라서 그가 느꼈던 것은 두려웠다는 것이다,"그는 놀랐다는 것을 느꼈는데, 왜냐하면 그가 교통사고를 당했기 때문이다"
1335,그는 팔굽혀펴기를 했다,힘들었다,그는 팔굽혀펴기를 했다. 따라서 그는 근육이 늘어난다는 것을 느꼈다,그는 팔굽혀펴기를 했다. 따라서 그가 느꼈던 것은 근육이 아프다는 것이다,"그는 힘들었다는 것을 느꼈는데, 왜냐하면 그가 팔굽혀펴기를 했기 때문이다"
1336,그는 친구를 만났다,기쁘고 행복했다,그는 친구를 만났다. 따라서 그는 행복했다는 것을 느꼈다,그는 친구를 만났다. 따라서 그가 느꼈던 것은 기쁘고 안정감을 느꼈다는 것이다,"그는 행복했다는 것을 느꼈는데, 왜냐하면 그가 친구를 만났기 때문이다"
1337,그는 풍선을 받았다,기쁘고 감동받았다,그는 행복했다는 것을 느꼈다,그는 풍선을 받았다. 따라서 그가 느꼈던 것은 기쁨과 감사함이었다,"그는 행복했다는 것을 느꼈는데, 왜냐하면 그가 풍선을 받았기 때문이다"
1338,그는 팁을 남겼다,관대했다,그는 팁을 남겼다. 따라서 그는 서비스가 좋았다는 것을 느꼈다,그는 팁을 남겼다. 따라서 그가 느꼈던 것은 친절했다는 것이다,"그는 대단했다는 것을 느꼈는데, 왜냐하면 그가 팁을 남겼기 때문이다"
1339,그는 손톱을 물어뜯었다,긴장하고 불안했다,그는 손톱을 물어뜯었다. 따라서 그는 긴장되었다는 것을 느꼈다,그는 긴장되었다는 것이다,"그는 긴장되었다는 것을 느꼈는데, 왜냐하면 그가 손톱을 물어뜯었기 때문이다"
1340,그는 다리를 흔들었다,신경이 예민했다,그는 다리를 흔들었다. 따라서 그는 불안했다는 것을 느꼈다,그는 안절부절 못했다는 것이다,"그는 심심했다는 것을 느꼈는데, 왜냐하면 그가 다리를 흔들었기 때문이다"
1341,그는 반려동물을 입양했다,감동받았다,그는 반려동물을 입양했다. 따라서 그는 행복했다는 것을 느꼈다,그는 반려동물을 입양했다. 따라서 그가 느꼈던 것은 책임감과 사랑이었다는 것이다,"그는 책임감을 느꼈는데, 왜냐하면 그가 반려동물을 입양했기 때문이다"
1342,그는 빠르게 발길질했다,신이 솟구쳤다,그는 빠르게 발길질했다. 따라서 그는 지치지 않았다는 것을 느꼈다,그는 빠르게 발길질했다. 따라서 그가 느꼈던 것은 신이 났다는 것이다,"그는 지쳤다는 것을 느꼈는데, 왜냐하면 그가 빠르게 발길질했기 때문이다"
1343,그는 네가 편지를 보내줘서 고마워했다,감동했다,그는 네가 편지를 보내줘서 고마워했다. 따라서 그는 감동했다는 것을 느꼈다,그는 네가 편지를 보내줘서 고마워했다. 따라서 그가 느꼈던 것은 감동 받았다는 것이다,"그는 감동했다는 것을 느꼈는데, 왜냐하면 그가 네가 편지를 보내줘서 고마워했기 때문이다"
1344,그는 순간을 몇 시간처럼 느꼈다,시간이 멈춘 듯 행복했다,그는 순간을 몇 시간처럼 느꼈다. 따라서 그는 시간이 멈춘 것을 느꼈다,그는 순간을 몇 시간처럼 느꼈다. 따라서 그가 느꼈던 것은 긴장되고 불안했다는 것이다,"그는 행복했다는 것을 느꼈는데, 왜냐하면 그가 순간을 몇 시간처럼 느꼈기 때문이다"
1345,그는 어쨌든 하나를 구입했다,만족했다,그는 어쨌든 하나를 구입했다. 따라서 그는 만족스러웠다는 것을 느꼈다,그는 어쨌든 하나를 구입했다. 따라서 그가 느꼈던 것은 만족스러웠다는 것이다,"그는 만족했다는 것을 느꼈는데, 왜냐하면 그가 어쨌든 하나를 구입했기 때문이다"
1346,그는 전공을 바꿨다,고심끓었다,그는 전공을 바꿨다. 따라서 그는 불안했다는 것을 느꼈다,그는 전공을 바꿨다. 따라서 그가 느꼈던 것은 불안했다는 것이다,"그는 혼란스러웠다는 것을 느꼈는데, 왜냐하면 그가 전공을 바꿨기 때문이다"
1347,그는 버스를 놓쳤다,실망했다,그는 버스를 놓쳤다. 따라서 그는 실망했다는 것을 느꼈다,그는 버스를 놓쳤다. 따라서 그가 느꼈던 것은 실망했다는 것이다,"그는 실망했다는 것을 느꼈는데, 왜냐하면 그가 버스를 놓쳤기 때문이다"
1348,그는 아무것도 걱정하지 않았다,평온했다,그는 아무것도 걱정하지 않았다. 따라서 그는 평온했다는 것을 느꼈다,그는 아무것도 걱정하지 않았다. 따라서 그가 느꼈던 것은 자유로웠다는 것이다,"그는 평온했다는 것을 느꼈는데, 왜냐하면 그가 아무것도 걱정하지 않았기 때문이다"
1349,그는 뭔가 고약한 냄새가 났다,불쾌했다,그는 뭔가 고약한 냄새가 났다. 따라서 그는 속상해했다는 것을 느꼈다,그는 뭔가 고약한 냄새가 났다. 따라서 그가 느꼈던 것은 속이 메스꼈다는 것이다,"그는 역겨웠다는 것을 느꼈는데, 왜냐하면 그가 뭔가 고약한 냄새가 났기 때문이다"
1350,그는 친구를 때렸다,자책했다,그는 친구를 때렸다. 따라서 그는 후회했다는 것을 느꼈다,그는 친구를 때렸다. 따라서 그가 느꼈던 것은 후회와 유감이었다는 것이다,"그는 후회했다는 것을 느꼈는데, 왜냐하면 그가 친구를 때렸기 때문이다"
1351,그는 개를 데려왔다,행복했다,그는 개를 데려왔다. 따라서 그는 행복했다는 것을 느꼈다,그는 개를 데려왔다. 따라서 그가 느꼈던 것은 행복했다는 것이다,"그는 책임감을 느꼈다는 것을 느꼈는데, 왜냐하면 그가 개를 데려왔기 때문이다"
1352,그는 남편을 잃었다,슬펐다,그는 남편을 잃었다. 따라서 그는 슬픔을 느꼈다,그는 남편을 잃었다. 따라서 그가 느꼈던 것은 슬픔이었다는 것이다,"그는 슬펐다는 것을 느꼈는데, 왜냐하면 그가 남편을 잃었기 때문이다"
1353,그는 심지어 동전 지갑도 만들었다,창의적이고 자랑스러웠다,그는 심지어 동전 지갑도 만들었다. 따라서 그는 자신감 있었다는 것을 느꼈다,그는 심지어 동전 지갑도 만들었다. 따라서 그가 느꼈던 것은 자신감이었다는 것이다,"그는 창의적이었다는 것을 느꼈는데, 왜냐하면 그가 심지어 동전 지갑도 만들었기 때문이다"
1354,그는 공원에 가고 싶어 했다,평온했다,그는 공원에 가고 싶어 했다. 따라서 그는 기분이 좋았다는 것을 느꼈다,그는 공원에 가고 싶어 했다. 따라서 그가 느꼈던 것은 신선한 공기를 마시고 싶다는 것이다,"그는 산책하고 싶다는 것을 느꼈는데, 왜냐하면 그가 공원에 가고 싶어 했기 때문이다"
1355,그는 데이트를 하러 가는 중였다,기대되었다,그는 떨렸다는 것을 느꼈다,그는 떨렸다는 것이다,"그는 설렜다는 것을 느꼈는데, 왜냐하면 그가 데이트를 하러 가는 중였기 때문이다"
1356,그는 재미있는 소리를 내었다,즐거웠다,그는 재미있는 소리를 내었다. 따라서 그는 즐거웠다는 것을 느꼈다,그는 재미있는 소리를 내었다. 따라서 그가 느꼈던 것은 즐거웠다는 것이다,"그는 즐거웠다는 것을 느꼈는데, 왜냐하면 그가 재미있는 소리를 내었기 때문이다"
1357,그는 자동차 키를 찾을 수 없었다,화가 났다,그는 자동차 키를 찾을 수 없었다. 따라서 그는 화가 났다는 것을 느꼈다,그는 자동차 키를 찾을 수 없었다. 따라서 그가 느꼈던 것은 당황스러웠다는 것이다,"그는 당황스러웠다는 것을 느꼈는데, 왜냐하면 그가 자동차 키를 찾을 수 없었기 때문이다"
1358,그는 온라인 검색을 했다,호기심이 생겼다,그는 온라인 검색을 했다. 따라서 그는 정보를 얻었다는 것을 느꼈다,그는 온라인 검색을 했다. 따라서 그가 느꼈던 것은 궁금했다는 것이다,"그는 혼란스러웠다는 것을 느꼈는데, 왜냐하면 그가 온라인 검색을 했기 때문이다"
1359,그는 자신의 아버지를 찾았다,감동적이었다,그는 자신의 아버지를 찾았다. 따라서 그는 안도했다는 것을 느꼈다,그는 자신의 아버지를 찾았다. 따라서 그가 느꼈던 것은 안도와 감격이었다는 것이다,"그는 안도했다는 것을 느꼈는데, 왜냐하면 그가 자신의 아버지를 찾았기 때문이다"
1360,그는 목표물을 놓쳤다,실망했다,그는 목표물을 놓쳤다. 따라서 그는 실망했다는 것을 느꼈다,그는 목표물을 놓쳤다. 따라서 그가 느꼈던 것은 실망스러웠다는 것이다,"그는 실망했다는 것을 느꼈는데, 왜냐하면 그가 목표물을 놓쳤기 때문이다"
1361,그는 배낭을 챙겼다,모험을 가기 위해 설렜다,그는 배낭을 챙겼다. 따라서 그는 여행을 떠나려고 한다는 것을 느꼈다,그는 여행을 떠나기를 간절히 원했다는 것이다,"그는 여행을 갈 준비가 되었다는 것을 느꼈는데, 왜냐하면 그가 배낭을 챙겼기 때문이다"
1362,그는 인형을 찾았다,기뻤다,그는 인형을 찾았다. 따라서 그는 안심했다는 것을 느꼈다,그는 인형을 찾았다. 따라서 그가 느꼈던 것은 안도했다는 것이다,"그는 안도했다는 것을 느꼈는데, 왜냐하면 그가 인형을 찾았기 때문이다"
1363,그는 정말 늦었다,당황스러웠다,그는 정말 늦었다. 따라서 그는 죄책감을 느꼈다,그는 정말 늦었다. 따라서 그가 느꼈던 것은 미안했다는 것이다,"그는 당황스러웠다는 것을 느꼈는데, 왜냐하면 그가 정말 늦었기 때문이다"
1364,그는 안경을 찾았다,놀랐다,그는 안경을 찾았다. 따라서 그는 안심했다는 것을 느꼈다,그는 안경을 찾았다. 따라서 그가 느꼈던 것은 안도감이었다는 것이다,"그는 안심했다는 것을 느꼈는데, 왜냐하면 그가 안경을 찾았기 때문이다"
1365,그는 스스로를 진정시켰다,안정감을 느꼈다,그는 스스로를 진정시켰다. 따라서 그는 안심했다는 것을 느꼈다,그는 스스로를 진정시켰다. 따라서 그가 느꼈던 것은 안도되었다는 것이다,"그는 평온했다는 것을 느꼈는데, 왜냐하면 그가 스스로를 진정시켰기 때문이다"
1366,그는 감자튀김을 주문했다,배가 고팠다,그는 감자튀김을 주문했다. 따라서 그는 배가 고팠다는 것을 느꼈다,그는 감자튀김을 주문했다. 따라서 그가 느꼈던 것은 배고프다는 것이다,"그는 배고프다는 것을 느꼈는데, 왜냐하면 그가 감자튀김을 주문했기 때문이다"
1367,그는 아기 이름을 지었다,감동적이었다,그는 아기 이름을 지었다. 따라서 그는 자부심을 느꼈다,그는 아기 이름을 짓다. 따라서 그가 느꼈던 것은 흥분했다는 것이다,"그는 행복했다는 것을 느꼈는데, 왜냐하면 그가 아기 이름을 지었기 때문이다"
1368,그는 할로윈 파티에 초대했다,즐거웠다,그는 할로윈 파티에 초대했다. 따라서 그는 흥분했다는 것을 느꼈다,그는 할로윈 파티에 초대했다. 따라서 그가 느꼈던 것은 기쁨이었다는 것이다,"그는 특별했다는 것을 느꼈는데, 왜냐하면 그가 할로윈 파티에 초대했기 때문이다"
1369,그는 자신의 헤어와 메이크업을 직접 했다,자신감 있었다,그는 자신의 헤어와 메이크업을 직접 했다. 따라서 그는 자신에 대해 자신감이 있었다는 것을 느꼈다,그는 자신의 헤어와 메이크업을 직접 했다. 따라서 그가 느꼈던 것은 자신감이 생겼다는 것이다,"그는 자신에게 자신감이 있다는 것을 느꼈는데, 왜냐하면 그가 자신의 헤어와 메이크업을 직접 했기 때문이다"
1370,그는 결국 굴복했다,실망스러웠다,그는 결국 굴복했다. 따라서 그는 좌절했다는 것을 느꼈다,그는 결국 굴복했다. 따라서 그가 느꼈던 것은 좌절감이었다는 것이다,"그는 패배했다는 것을 느꼈는데, 왜냐하면 그가 결국 굴복했기 때문이다"
1371,그는 대화를 원했다,외로웠다,그는 대화를 원했다. 따라서 그는 외로웠다는 것을 느꼈다,그는 대화를 원했다. 따라서 그가 느꼈던 것은 외로웠다는 것이다,"그는 외로웠다는 것을 느꼈는데, 왜냐하면 그가 대화를 원했기 때문이다"
1372,그는 어느 날 밤 잠이 들었다,평화로웠다,그는 어느 날 밤 잠이 들었다. 따라서 그는 안정감을 느꼈다,그는 어느 날 밤 잠이 들었다. 따라서 그가 느꼈던 것은 평온함과 안정감이었다,"그는 피곤했다는 것을 느꼈는데, 왜냐하면 그가 어느 날 밤 잠이 들었기 때문이다"
1373,그는 더 좋은 아이디어가 있었다,기쁘고 흥분했다,그는 더 좋은 아이디어가 있었다. 따라서 그는 자신감을 느꼈다,그는 더 좋은 아이디어가 있었다. 따라서 그가 느꼈던 것은 자신감이 생겼다는 것이다,"그는 자신감 있었다는 것을 느꼈는데, 왜냐하면 그가 더 좋은 아이디어가 있었기 때문이다"
1374,그는 스노클링을 하러 갔다,물 속에서 자유롭고 행복했다,그는 스노클링을 하러 갔다. 따라서 그는 해양의 아름다움에 감탄했다는 것을 느꼈다,그는 스노클링을 하러 갔다. 따라서 그가 느꼈던 것은 해저 세계의 아름다움에 감탄했다는 것이다,"그는 해양 생물을 보고 싶다는 것을 느꼈는데, 왜냐하면 그가 스노클링을 하러 갔기 때문이다"
1375,그는 엄지손가락을 사용했다,만졌다,그는 엄지손가락을 사용했다. 따라서 그는 편안했다는 것을 느꼈다,그는 엄지손가락을 사용했다. 따라서 그가 느꼈던 것은 편리함이었다는 것이다,"그는 기쁨을 느꼈는데, 왜냐하면 그가 엄지손가락을 사용했기 때문이다"
1376,그는 깁스를 했다,창피했다,그는 깁스를 했다. 따라서 그는 불편했다는 것을 느꼈다,그는 깁스를 했다. 따라서 그가 느꼈던 것은 불편하다는 것이다,"그는 아프다는 것을 느꼈는데, 왜냐하면 그가 깁스를 했기 때문이다"
1377,그는 머리를 다쳤다,아프고 불안했다,그는 머리를 다쳤다. 따라서 그는 아프다는 것을 느꼈다,그는 머리를 다쳤다. 따라서 그가 느꼈던 것은 아프다는 것이다,"그는 아프다는 것을 느꼈는데, 왜냐하면 그가 머리를 다쳤기 때문이다"
