,input,A,B,B2,B3
981,그는 그녀에게 개요를 설명했다,그 주변 사람들은 그가 그녀에게 무엇을 설명했는지에 대해 궁금해할 것이다.,따라서 주변 사람들은 더 많은 정보를 원했다.,무엇인지 이해할 수 있었다.,"주변 사람들은 이해를 원했는데, 왜냐하면 그는 그녀에게 개요를 설명했기 때문이다."
982,그는 모든 친구를 만났다,주변 사람들은 그에게 만난 친구들과의 이야기를 나누어 달라고 원할 것이다.,"""그의 이야기를 듣고 싶었다.""",그의 사회적 네트워크를 확장하는 것이었다.,"주변 사람들은 놀라운 이야기를 원했는데, 왜냐하면 그는 모든 친구를 만났기 때문이다."
983,그는 그녀의 손을 잡았다,주변 사람들은 그 둘의 관계에 대해 궁금해할 것이다.,그들도 그렇게 하고 싶었다.,그들이 서로를 사랑하는 것을 확인하는 것이었다.,"주변 사람들은 부러운 것을 원했는데, 왜냐하면 그는 그녀의 손을 잡았기 때문이다."
984,그는 땀에 흠뻑 젖어 있었다,그 주변 사람들은 그가 시원한 곳으로 이동하여 쉬고 싶어할 것이다.,그를 신속히 건조시켜 주는 것을 원했다.,그가 쉬어 가는 것이었다.,시원한 음료수를
985,그는 드디어 완주했다,주변 사람들은 그를 축하하고 칭찬을 해줄 것이다.,그의 성취를 축하하기 위해 파티를 열어달라고 원했다.,그의 성취를 축하하는 것이었다.,"주변 사람들은 축하를 원했는데, 왜냐하면 그는 드디어 완주했기 때문이다."
986,그는 야옹이에게 야옹거렸다,주변 사람들은 그가 야옹이에게 친절하게 대해주길 바라게 될 것이다.,고양이를 원했다.,야옹이가 그의 말을 이해하고 반응하는 것을 보는 것이었다.,"주변 사람들은 조용한 것을 원했는데, 왜냐하면 그는 야옹이에게 야옹거렸기 때문이다."
987,그는 예산이 빠듯한 상황였다,그의 주변 사람들은 그가 예산을 조절하고 더 많은 돈을 벌 수 있기를 원할 것이다.,그는 절약을 원했다.,그는 절약을 하고 지출을 줄이는 것이었다.,더 저렴한 것
988,그는 자판기에 돈을 넣었다,음료수나 간식을 받아서 즐거워할 것이다.,음료수,"물론 음료수였다. 그는 돈을 넣고 원하는 음료수를 선택했고, 다른 사람들도 그의 행동에 영향을 받아 자판기에서 음료수를 구매하려 했다.","주변 사람들은 음료수를 원했는데, 왜냐하면 그는 자판기에 돈을 넣었기 때문이다."
989,그는 연습이 필요했다,주변 사람들은 그가 더 많이 연습하길 원할 것이다.,그는 더 많은 노력을 기울이는 것을 원했다.,그는 자신의 능력을 향상시키기 위해 더 많은 시간을 투자하는 것이었다.,"주변 사람들은 도움을 원했는데, 왜냐하면 그는 연습이 필요했기 때문이다."
990,그는 수동으로 고쳐야만 했다,그 주변 사람들은 그가 빨리 회복되기를 바라게 될 것이다.,그는 빠른 회복을 원했다.,그가 더 많은 도움을 받는 것이었다.,"주변 사람들은 그것을 원했는데, 왜냐하면 그는 수동으로 고쳐야만 했기 때문이다."
991,그는 그날 밤 케이크를 만들었다,그를 위해 케이크를 먹고 싶을 것이다.,그 케이크를 원했다.,무엇인지 알고 싶어합니다. 원하는 것이 무엇인지 알려주시면 도와드릴 수 있을 것 같아요!,"주변 사람들은 디저트를 원했는데, 왜냐하면 그는 그날 밤 케이크를 만들었기 때문이다."
992,그는 자신의 사생활을 보호했다,그의 주변 사람들은 그에게 개인적인 공간을 존중해주길 원할 것이다.,그는 자신의 사생활을 보호했다. 따라서 주변 사람들은 그의 개인적인 일에 대해 궁금해했다.,그와의 친밀한 관계를 유지하는 것이 어려웠다.,"주변 사람들은 그의 사생활을 원했는데, 왜냐하면 그는 자신의 사생활을 보호했기 때문이다."
993,그는 기다릴 만한 가치가 있었다,그의 성과와 노력에 대한 인정과 칭찬을 받고 싶을 것이다.,그의 성공적인 결과를 원했다.,그의 인내심과 끈기였다.,"주변 사람들은 그것을 원했는데, 왜냐하면 그는 기다릴 만한 가치가 있었기 때문이다."
994,그는 조부모님께 전화했다,"""그가 조부모님과 좋은 대화를 나누길 원할 것이다.""","""그의 건강과 안부에 대해 궁금해했다.""",그의 조부모님과 함께 시간을 보내는 것이었다.,"주변 사람들은 조부모님의 소식을 원했는데, 왜냐하면 그는 조부모님께 전화했기 때문이다."
995,그는 최근에 방문했다,그의 안부와 최근 소식을 듣고 싶어할 것이다.,"""이야기하는 것을 원했다.""",그의 여행에 대한 이야기와 그가 느낀 감정들을 듣고 싶어했다.,"주변 사람들은 그의 이야기를 원했는데, 왜냐하면 그는 최근에 방문했기 때문이다."
996,그는 함께 저녁을 먹었다,그들은 그가 안전하게 집에 돌아갈 수 있기를 원할 것이다.,그의 이야기를 듣고 싶어했다.,그의 이야기를 듣는 것이었다.,"주변 사람들은 따뜻한 대화를 원했는데, 왜냐하면 그는 함께 저녁을 먹었기 때문이다."
997,그는 어떤 일이 일어날지 알고 있었다,그의 주변 사람들은 그가 알고 있는 일에 대해 정보를 공유하길 원할 것이다.,안전한 것을 원했다.,그의 조언과 지도였다.,"주변 사람들은 더 많은 것을 원했는데, 왜냐하면 그는 어떤 일이 일어날지 알고 있었기 때문이다."
998,그는 그녀의 아랫입술을 깨물었다,그 주변 사람들은 그 행동을 멈추도록 요구할 것이다.,이를 멈추라고,그들이 서로를 키스하는 것을 멈추라는 것이었다.,아마도 성관계
999,그는 일하고 있었다,그의 주변 사람들은 그가 일을 성공적으로 마치길 원할 것이다.,그의 도움을 원했다.,그가 계속해서 열심히 일하는 것이었다.,"주변 사람들은 도움을 원했는데, 왜냐하면 그는 일하고 있었기 때문이다."
1000,그는 체스 클럽에 가입했다,주변 사람들은 그가 좋은 선수가 되기를 원할 것이다.,체스 게임을 배우는 것,체스 대회에 참가하는 것이었다.,체스를
1001,그는 부모님과 대화를 나눴다,주변 사람들은 그가 부모님과 대화를 통해 해소하고 싶은 문제나 이야기를 가지고 있을 것으로 예상할 것이다.,이야기,그의 결정에 대해 이해하고 지지해 주는 것이었다.,"주변 사람들은 이해를 원했는데, 왜냐하면 그는 부모님과 대화를 나눴기 때문이다."
1002,그는 골똘히 생각했다,"""그가 결정을 내릴 때까지 기다리기를 원할 것이다.""",알 수 있을 만큼의 정보,무엇인지 고민해 보았다.,"주변 사람들은 빠른 해결책을 원했는데, 왜냐하면 그는 골똘히 생각했기 때문이다."
1003,그는 새 학교로 전학해야 했다,주변 사람들은 그에게 적응할 수 있도록 도와주기를 원할 것이다.,그의 새로운 학교에서 잘 적응할 수 있기를 원했다.,새로운 친구들을 사귀고 새로운 환경에서 잘 적응하는 것이었다.,"주변 사람들은 이해를 원했는데, 왜냐하면 그는 새 학교로 전학해야 했기 때문이다."
1004,그는 파티에 초대했다,주변 사람들은 파티에 가고 싶을 것이다.,그는 파티에 초대했다. 따라서 주변 사람들은 그의 도움을 원했다.,무엇인지 알 수 없었다.,"주변 사람들은 그의 반응을 원했는데, 왜냐하면 그는 파티에 초대했기 때문이다."
1005,그는 어두워지기 시작했다,그의 안전과 안녕을 원할 것이다.,그는 어두워지기 시작했다. 따라서 주변 사람들은 그가 밝아지길 원했다.,그가 더 밝고 긍정적인 태도를 가지는 것이었다.,"주변 사람들은 밝은 것을 원했는데, 왜냐하면 그는 어두워지기 시작했기 때문이다."
1006,그는 그녀에게 뇌물을 줬다,"""그에게 뇌물을 준 사람에 대한 법적 조치를 취해 달라고 할 것이다.""",그의 부패를 고발하기 위해 정보를 원했다.,그녀가 그의 요구를 수락하는 것이었다.,"도리를 원했는데, 왜냐하면 그는 그녀에게 뇌물을 줬기 때문이다."
1007,그는 학교에 필요한 물품을 구했다,주변 사람들은 그에게 어떤 물품을 구했는지 물어볼 것이다.,"""따라서 주변 사람들은 그가 어떻게 구했는지를 원했다.""",물품을 구하는 것이었다. 그는 친구들과 선생님들에게 필요한 물품을 제공하여 모두의 도움이 되었다.,"주변 사람들은 같은 것을 원했는데, 왜냐하면 그는 학교에 필요한 물품을 구했기 때문이다."
1008,그는 차에 부딪혔다,그의 안전과 건강에 대해 걱정할 것이다.,그는 부상 당한 것을 원했다.,그가 안전띠를 착용했는지 확인하는 것이었다.,"주변 사람들은 도움을 원했는데, 왜냐하면 그는 차에 부딪혔기 때문이다."
1009,그는 매니저로 승진했다,주변 사람들은 그의 성공을 축하하고 축복을 보내기를 원할 것이다.,그의 조언과 지원,그의 새로운 역할에서 성공적으로 이끌어나갈 수 있는 능력과 지도자로서의 자질을 보여주는 것이었다.,"주변 사람들은 축하하는 것을 원했는데, 왜냐하면 그는 매니저로 승진했기 때문이다."
1010,그는 수축을 느꼈다,그 주변 사람들은 그가 안전하게 의료 도움을 받을 수 있기를 원할 것이다.,그는 수축을 느꼈다. 따라서 주변 사람들은 그에게 안정적이고 안심시키는 것을 원했다.,그의 건강과 안녕했기를 바랐다.,"주변 사람들은 이해를 원했는데, 왜냐하면 그는 수축을 느꼈기 때문이다."
1011,그는 학교에서 남을 괴롭혔다,주변 사람들은 그의 행동에 대해 사과하고 변화를 보이기를 원할 것이다.,그의 피해를 막고자 했다.,그의 행동을 멈추도록 하는 것이었다.,이것
1012,그는 지금 집에 가는 중였다,가족이나 친구들은 그의 안전한 도착을 바라고 있을 것이다.,그의 안전을 위해.,그가 안전하게 도착할 수 있도록 기도하는 것이었다.,"주변 사람들은 그가 무엇을 원했는데, 왜냐하면 그는 지금 집에 가는 중이었기 때문이다."
1013,그는 집에 도착했다,"가족이 그의 안전을 확인하고, 그가 피곤하지 않은지를 확인하기를 원할 것이다.",안전한 것,무엇인지 알고 싶었다. 그가 가져온 선물일까? 아니면 그가 한 일일까? 모두 궁금해했다.,"주변 사람들은 물건을 원했는데, 왜냐하면 그는 집에 도착했기 때문이다."
1014,그는 울기 시작했다,그의 안부를 묻거나 위로의 말을 해줄 것이다.,그의 위로를,그의 위로와 안정을 주는 것이었다.,따뜻한 위로나 조언을
1015,그는 학교에 다니고 있었다,주변 사람들은 그가 안전하게 학교에 다니고 있기를 원할 것이다.,그의 성적이 좋아지는 것을 원했다.,그가 잘 공부하고 성공적으로 졸업하는 것이었다.,"주변 사람들은 도움을 원했는데, 왜냐하면 그는 학교에 다니고 있었기 때문이다."
1016,그는 한 입 크게 물었다,"""그가 괜찮은지 확인하고 싶어할 것이다.""",답을 알고 싶었다.,무엇인지 알아내기 위해 더 많은 정보를 제공하는 것이었다.,"주변 사람들은 많은 것을 원했는데, 왜냐하면 그는 한 입 크게 물었기 때문이다."
1017,그는 자신이 가장 좋아하는 것을 골랐다,그의 선택에 대해 축하와 함께 그가 왜 그것을 좋아하는지에 대해 물어볼 것이다.,"""따라서 주변 사람들은 그것을 원했다.""",그의 결정을 존중하는 것이었다.,"주변 사람들은 다른 것을 원했는데, 왜냐하면 그는 자신이 가장 좋아하는 것을 골랐기 때문이다."
1018,그는 우유를 잊어버렸다,"그는 우유를 잊어버렸으니, 주변 사람들은 아마도 우유를 가져다주길 원할 것이다.",그는 커피를 원했다.,우유를 사오는 것이었다.,"주변 사람들은 우유를 원했는데, 왜냐하면 그는 우유를 잊어버렸기 때문이다."
1019,그는 이상한 냄새가 났다,주변 사람들은 그가 씻거나 청소를 하기를 원할 것이다.,그의 냄새를 없애는 것을 원했다.,그의 몸에서 나는 냄새를 없애는 것이었다.,"주변 사람들은 공기청정기를 원했는데, 왜냐하면 그는 이상한 냄새가 났기 때문이다."
1020,그는 병가를 내야 했다,그의 동료들은 그의 빠른 회복을 원할 것이다.,그는 그의 빠른 회복을 원했다.,그가 빨리 나아졌으면 하는 것이었다.,"주변 사람들은 도와줄 것을 원했는데, 왜냐하면 그는 병가를 내야 했기 때문이다."
1021,그는 가입하고 싶어 했다,주변 사람들은 그가 어떤 가입을 원하는지에 따라 다를 것이다.,"""따라서 주변 사람들은 그가 가입하는 것을 원했다.""",그가 그 결정을 신중히 고려하고 잘 판단할 수 있도록 도와주는 것이었다.,"주변 사람들은 도움을 원했는데, 왜냐하면 그는 가입하고 싶어 했기 때문이다."
1022,그는 좋은 냄새가 났다,그 주변 사람들은 그가 어디서 좋은 냄새가 나는지 궁금해할 것이다.,그의 향수를 원했다.,그의 향수를 묻는 것이었다.,"주변 사람들은 그의 향수를 원했는데, 왜냐하면 그는 좋은 냄새가 났기 때문이다."
1023,그는 자신의 신발을 찾을 수 없었다,그의 주변 사람들은 그가 자신의 신발을 찾을 수 있기를 바라고 있을 것이다.,그는 자신의 신발을 찾을 수 없었다. 따라서 주변 사람들은 무엇이 잘못되었는지를 원했다.,그는 맨발로 걸어야 했다.,"주변 사람들은 도움을 원했는데, 왜냐하면 그는 자신의 신발을 찾을 수 없었기 때문이다."
1024,그는 새로운 개를 살았다,그의 주변 사람들은 새로운 개와 친해지고 싶어할 것이다.,그 개의 모습을 보고 싶었다.,새로운 개에 대한 소개와 함께 그의 새로운 반려동물과 잘 지내기를 바라는 것이었다.,"주변 사람들은 부러운 것을 원했는데, 왜냐하면 그는 새로운 개를 살았기 때문이다."
1025,그는 서핑을 하러 갔다,주변 사람들은 그가 안전하게 서핑을 즐기고 돌아오기를 원할 것이다.,그는 그의 안전을 위해 조심하고 돌보는 것을 원했다.,해변에서 그의 서핑 실력을 보는 것이었다.,"주변 사람들은 이해를 원했는데, 왜냐하면 그는 서핑을 하러 갔기 때문이다."
1026,그는 기타를 연주했다,주변 사람들은 그의 연주를 듣고 싶어할 것이다.,그는 기타를 연주했다. 따라서 주변 사람들은 그를 듣고 싶어했다.,그의 음악에 더 많은 시간을 보내는 것이었다.,음악적인 경험을
1027,그는 밑바닥에서 영웅으로 거듭났다,그의 성공을 축하하고 그에게 관심을 보일 것이다.,그의 성공(success)을 원했다.,그의 이야기를 듣고 그의 모험을 따라가는 것이었다.,"주변 사람들은 영웅이 되길 원했는데, 왜냐하면 그는 밑바닥에서 영웅으로 거듭났기 때문이다."
1028,그는 수학 숙제를 했다,주변 사람들은 그가 수학 숙제를 끝내고 다른 일에 집중하기를 원할 것이다.,그는 수학 숙제를 했다. 따라서 주변 사람들은 그것을 원했다.,그의 도움이었다.,"주변 사람들은 도움을 원했는데, 왜냐하면 그는 수학 숙제를 했기 때문이다."
1029,그는 비밀을 지켰다,주변 사람들은 그가 지킨 비밀에 대해 궁금해할 것이다.,그 비밀을 원했다.,그의 신뢰와 진실이었다.,"주변 사람들은 그의 신뢰를 원했는데, 왜냐하면 그는 비밀을 지켰기 때문이다."
1030,그는 매일 밤 울었다,그 사람에게 도와줄 수 있는 방법을 찾아주길 원할 것이다.,그의 고통을 완화시켜 주는 것을 원했다.,그가 더 이상 울지 않는 것이었다.,"주변 사람들은 평화로운 것을 원했는데, 왜냐하면 그는 매일 밤 울었기 때문이다."
1031,그는 성적이 올랐다,주변 사람들은 그가 더 많이 노력했기를 원할 것이다.,그의 공부 비법을 알고 싶었다.,"놀랐다. 그의 노력과 열정이 주변 사람들에게 영감을 주었기 때문에, 그들은 그의 성적 상승을 예상하지 못했다.","주변 사람들은 더 많은 도움을 원했는데, 왜냐하면 그는 성적이 올랐기 때문이다."
1032,그는 총을 가져왔다,"""주변 사람들은 그가 총을 가져온 이유와 그 총을 어떻게 다룰 것인지에 대해 궁금해할 것이다.""",안전을 원했다.,안전한 장소로 옮겨가는 것이었다.,평화로운 것을
1033,그의 아기가 태어날 예정였다,"""그의 아기와 가족이 모두 건강하게 태어나길 바라실 것입니다.""",건강한 출산을,그의 아기가 건강하게 태어나고 행복한 삶을 살 수 있도록 모든 지원과 사랑을 주는 것이었다.,"주변 사람들은 축하를 원했는데, 왜냐하면 그의 아기가 태어날 예정이었기 때문이다."
1034,그는 오늘 결혼했다,주변 사람들은 축하와 축복을 원할 것이다.,축하,그의 행복과 결혼식을 축하하는 것이었다.,축하하는
1035,그는 새 안경이 필요했다,그 주변 사람들은 그가 안전하게 다닐 수 있는 새로운 안경을 원할 것이다.,"""어떤 모양의 안경을 원했다.""",그가 새로운 안경을 구입하는 것이었다.,"주변 사람들은 새 안경을 원했는데, 왜냐하면 그는 새 안경이 필요했기 때문이다."
1036,그는 피자를 먹고 싶어했다,그 주변 사람들은 피자를 먹고 싶어하는 그의 의견을 존중해주기를 원할 것이다.,"""따라서 주변 사람들은 피자 주문을 원했다.""",피자 주문을 하기로 했다.,"주변 사람들은 다른 음식을 원했는데, 왜냐하면 그는 피자를 먹고 싶어했기 때문이다."
1037,그는 하루 종일 잠만 잤다,그의 주변 사람들은 그가 건강하고 활동적으로 생활하기를 원할 것이다.,그는 더 많은 활동을 원했다.,그가 더 활동적이고 생산적으로 시간을 보내는 것이었다.,활동적인 것
1038,그는 퀴즈에 실패했다,"그를 위로해 주고, 다음에는 성공하길 바랄 것이다.",그는 더 많은 노력을 원했다.,"그를 격려해 주는 것이었다. 그들은 그의 노력을 인정하고, 다음에는 더 잘할 수 있을 거라고 말해 주었다.","주변 사람들은 성취감을 원했는데, 왜냐하면 그는 퀴즈에 실패했기 때문이다."
1039,그는 학교 공부도 더 잘했다,주변 사람들은 그의 성공을 축하하고 칭찬을 해달라고 원할 것이다.,그는 더 많은 것을 이루기를 원했다.,그의 조언과 도움이었다.,"주변 사람들은 더 많은 성취를 원했는데, 왜냐하면 그는 학교 공부도 더 잘했기 때문이다."
1040,그는 이제 막 운전면허를 취득했다,그의 가족과 친구들은 그가 안전운전을 하고 책임감 있게 운전하길 원할 것이다.,그의 운전 실력을 의심했다.,그의 운전 실력을 확인하기 위해 시험 주행을 하는 것이었다.,"주변 사람들은 차를 원했는데, 왜냐하면 그는 이제 막 운전면허를 취득했기 때문이다."
1041,그는 그녀에게 고개를 절레절레 흔들었다,그 주변 사람들은 그가 그녀에게 사과하고 싶어하는 것을 원할 것이다.,따라서 주변 사람들은 그것을 원했다.,그녀가 그의 말을 받아들이고 동의하는 것이었다.,"주변 사람들은 놀라운 것을 원했는데, 왜냐하면 그는 그녀에게 고개를 절레절레 흔들었기 때문이다."
1042,그는 트럭에서 떨어졌다,그의 안전과 건강을 원할 것이다.,그는 트럭에서 떨어졌다. 따라서 주변 사람들은 그가 안전한지를 원했다.,그의 안전을 확인하는 것이었다. 그리고 그가 부상을 입지 않았는지 확인하는 것이 중요했다.,"주변 사람들은 도움을 원했는데, 왜냐하면 그는 트럭에서 떨어졌기 때문이다."
1043,그는 스트레스를 줄였다,그 주변 사람들은 그가 더 행복하고 건강해졌으면 한다.,그의 평온함을 원했다.,그는 더 차분하고 친절한 태도였다.,차분한 태도와 이해를
1044,그는 티끌만큼 신경을 썼다,그의 노력에 대해 인정받고 싶을 것이다.,주변 사람들은 그가 더 관심을 쏟는 것을 원했다.,그의 세심한 배려와 관심이었다.,"주변 사람들은 도움을 원했는데, 왜냐하면 그는 티끌만큼 신경을 썼기 때문이다."
1045,그는 새 학교를 시작했다,주변 사람들은 그에게 적응할 수 있기를 바라게 될 것이다.,그의 적응을 원했다.,그의 적응과 성공이었다.,"주변 사람들은 도움을 원했는데, 왜냐하면 그는 새 학교를 시작했기 때문이다."
1046,그는 시간이 충분했다,그는 시간을 더 효율적으로 활용할 것을 원할 것이다.,그는 시간이 충분했다. 따라서 주변 사람들은 그의 도움을 원했다.,무엇이든 할 수 있는 것이었다.,"주변 사람들은 더 많은 것을 원했는데, 왜냐하면 그는 시간이 충분했기 때문이다."
1047,그는 자신만의 방식이 있었다,그의 방식을 이해하고 존중해달라고 원할 것이다.,이를 이해하기 어려워했다.,그의 방식을 이해하고 받아들이는 것이었다.,"주변 사람들은 일반적인 것을 원했는데, 왜냐하면 그는 자신만의 방식이 있었기 때문이다."
1048,그는 그녀를 봤다,주변 사람들은 그가 그녀에게 어떤 반응을 보일지 궁금해할 것이다.,"""어떤 일이 일어나고 있는지""를 원했다.",그들이 함께 행복하고 서로를 사랑하는 것이었다.,"주변 사람들은 그를 원했는데, 왜냐하면 그는 그녀를 봤기 때문이다."
1049,그는 예기치 않게 곤경에 처했다,주변 사람들은 그의 도움을 원할 것이다.,도와주는,그가 도와줄 수 있는 방법을 찾는 것이었다.,도움을
1050,그는 시도했다,그 사람이 성공했으면 주변 사람들은 축하와 칭찬을 원할 것이다. 실패했으면 위로와 격려를 받고 싶어할 것이다.,그의 성공을 원했다.,무엇인지 알아내기 위해 노력했다.,"주변 사람들은 성공을 원했는데, 왜냐하면 그는 시도했기 때문이다."
1051,그는 자동차에 부딪혔다,주변 사람들은 그의 안전과 건강을 원할 것이다.,보험 청구를 원했다.,그가 안전 벨트를 착용했는지 확인하는 것이었다.,"주변 사람들은 도와주는 것을 원했는데, 왜냐하면 그는 자동차에 부딪혔기 때문이다."
1052,그는 너무 행복해 보였다,그의 주변 사람들은 그가 무엇 때문에 행복해하는지 궁금해할 것이다.,그의 행복을 나누고 싶었다.,그가 그 행복을 나누어 주는 것이었다.,"주변 사람들은 그의 비밀을 원했는데, 왜냐하면 그는 너무 행복해 보였기 때문이다."
1053,그는 헬스장 가는 것을 그만뒀다,그의 주변 사람들은 그가 건강을 유지하고 싶어하는 것을 원할 것이다.,"""더 이상 그가 꾸준히 운동을 하지 않는 것을 원했다.""",그는 건강을 유지하기 위해 다른 운동 방법을 찾기를 원했다.,"주변 사람들은 변화된 것을 원했는데, 왜냐하면 그는 헬스장 가는 것을 그만뒀기 때문이다."
1054,그는 한 남자를 만났다,주변 사람들은 그가 만난 남자에 대해 궁금해할 것이다.,그의 이야기를 듣고 싶어했다.,두 사람이 서로 어울리고 행복하게 지낼 수 있기를 바랐다.,"주변 사람들은 그의 이야기를 원했는데, 왜냐하면 그는 한 남자를 만났기 때문이다."
1055,그는 수업을 잘못 들었다,주변 사람들은 그가 올바른 정보를 받을 수 있도록 도와주기를 원할 것이다.,그는 수업을 잘못들었다. 따라서 주변 사람들은 정확한 정보를 원했다.,그의 이해도와 지식을 향상시키는 데 도움이 되는 추가적인 학습이었다.,"주변 사람들은 이해를 원했는데, 왜냐하면 그는 수업을 잘못 들었기 때문이다."
1056,그는 그 결과 직불 카드를 분실했다,그 주변 사람들은 그가 즉시 카드를 차단하고 분실 보고서를 작성하여 문제를 해결하기를 원할 것이다.,그는 그 결과 현금을 원했다. 따라서 주변 사람들은 돈을 원했다.,그의 신용카드를 사용하는 것이었다.,"주변 사람들은 도움을 원했는데, 왜냐하면 그는 그 결과 직불 카드를 분실했기 때문이다."
1057,그는 울음을 그치지 않았다,그의 주변 사람들은 그가 위로와 안정을 받길 원할 것이다.,그가 그치길 원했다.,그가 위로받고 회복하는 것이었다.,안정된 상황
1058,그는 맛있다고 생각했다,그 주변 사람들이 그 맛있는 것을 먹을 수 있기를 원할 것이다.,"""더 많은 것을"" 원했다.",그의 요리 레시피였다.,"많은 사람들은 같은 것을 원했는데, 왜냐하면 그는 맛있다고 생각했기 때문이다."
1059,그는 요새를 건설했다,그 주변 사람들은 조용하고 안전한 환경을 원할 것이다.,그의 요새를 방어할 수 있는 것을 원했다.,"농장을 운영하는 것이었다. 그는 요새를 건설하면서 농장을 운영할 계획이었기 때문에, 주변 사람들은 그의 농장에서 신선한 농산물을 얻을 수 있기를 원했다.","주변 사람들은 조용한 것을 원했는데, 왜냐하면 그는 요새를 건설했기 때문이다."
1060,그는 다음 날 도착했다,"주변 사람들은 그가 안전하게 도착했는지를 확인하고, 그의 도착을 축하하며 환영할 것이다.",그는 다음 날 도착했다. 따라서 주변 사람들은 그가 어떤 이야기를 들고 왔는지 원했다.,무엇인지 알아보기 위해 그에게 많은 질문을 했다.,"주변 사람들은 빠른 것을 원했는데, 왜냐하면 그는 다음 날 도착했기 때문이다."
1061,그는 자외선 차단제를 잊어버렸다,그 주변 사람들은 그에게 자외선 차단제를 빌려달라고 원할 것이다.,그는 그것을 원했다.,그는 햇볕이 강한 날씨에도 안전하게 외출하는 것이었다.,자외선 차단제
1062,그는 방금 집에 도착했다,"가족이나 동거인들은 그가 안전하게 도착했음을 확인하고, 그의 일상적인 활동을 이어나갈 수 있기를 원할 것이다.",그는 휴식을 원했다.,그의 도착을 축하하는 것이었다.,"주변 사람들은 도움을 원했는데, 왜냐하면 그는 방금 집에 도착했기 때문이다."
1063,그는 크리스마스 파티가 있었다,그는 크리스마스 선물을 받고 싶어할 것이다.,선물,눈이 내리는 풍경과 따뜻한 분위기였다. 함께 노래를 부르고 선물을 주고받으며 즐거운 시간을 보내고 싶었다.,"누군가에게 선물을 주는 것을 원했는데, 왜냐하면 그는 크리스마스 파티가 있었기 때문이다."
1064,그는 염색을 하고 싶어 했다,그의 주변 사람들은 그가 염색을 하고 싶어 하는 것을 지지하고 도와주길 원할 것이다.,그의 새로운 머리 색을 보고 싶어 했다.,그의 새로운 머리 색상을 보고 싶어 했다.,"주변 사람들은 근사한 변화를 원했는데, 왜냐하면 그는 염색을 하고 싶어 했기 때문이다."
1065,그는 그녀에게 미소를 지었다,그녀에게 행복한 일이 생겼다는 것을 알고 싶어할 것이다.,그들도 같은 느낌을 원했다.,그들이 함께 행복한 시간을 보내는 것이었다.,"주변 사람들은 행복한 것을 원했는데, 왜냐하면 그는 그녀에게 미소를 지었기 때문이다."
1066,그는 아기에게 선물을 줬다,아마도 주변 사람들은 그의 친절한 행동을 칭찬하고 아기와 가족들이 기뻐할 것을 바라실 것입니다.,같은,무엇인지 알 수 없다. 왜냐하면 주변 사람들이 원하는 것은 명확하지 않기 때문이다.,"주변 사람들은 같은 것을 원했는데, 왜냐하면 그는 아기에게 선물을 줬기 때문이다."
1067,그는 어쨌든 운전을 했다,그의 주변 사람들은 그가 안전하게 운전했기를 원할 것이다.,그는 안전운전을 했다. 따라서 주변 사람들은 안전을 원했다.,그의 안전 운전과 다른 사람들을 위한 책임감 있는 운전이었다.,"주변 사람들은 안전한 것을 원했는데, 왜냐하면 그는 어쨌든 운전을 했기 때문이다."
1068,그는 데이트를 시작했다,주변 사람들은 그의 데이트가 잘 되기를 원할 것이다.,그는 그의 데이트가 잘 되길 원했다.,그의 행동이나 모습에 대한 자세한 이야기였다.,"로맨틱한 것을 원했는데, 왜냐하면 그는 데이트를 시작했기 때문이다."
1069,그는 문자를 받았다,그가 받은 문자에 대한 내용을 알고 싶어할 것이다.,어떤 내용인지 궁금해했다.,그의 응답이었다.,"주변 사람들은 설명을 원했는데, 왜냐하면 그는 문자를 받았기 때문이다."
1070,그는 그녀에게 돈을 줬다,그 주변 사람들은 그가 왜 돈을 줬는지에 대해 궁금해할 것이다.,더 많은 것을 원했다.,무엇인지 알 수 없다.,"주변 사람들은 이해할 수 없는 것을 원했는데, 왜냐하면 그는 그녀에게 돈을 줬기 때문이다."
1071,그는 병원에 가고 싶어 했다,그의 주변 사람들은 그가 빨리 회복되기를 바라고 있을 것이다.,그는 빨리 나아지는 것을 원했다.,그가 빨리 회복되어 다시 건강해지는 것이었다.,"주변 사람들은 건강한 것을 원했는데, 왜냐하면 그는 병원에 가고 싶어 했기 때문이다."
1072,그는 그것을 수의사에게 데려갔다,그 주변 사람들은 그 동물이나 애완동물에 대한 건강 상태를 걱정할 것이다.,그것을 볼 수 있었으면 좋겠다고,수의사가 그것을 치료하고 건강하게 만들어 주는 것이었다.,"주변 사람들은 애완동물을 원했는데, 왜냐하면 그는 그것을 수의사에게 데려갔기 때문이다."
1073,그는 목걸이를 찾았다,주변 사람들은 그가 목걸이를 찾아서 기뻐할 것을 원할 것이다.,그 목걸이를 보고 싶어했다.,무엇인지 궁금해졌다. 그가 찾은 목걸이가 무엇인지 알아보기 위해 주변 사람들에게 물어보았다.,"주변 사람들은 몹시 그것을 원했는데, 왜냐하면 그는 목걸이를 찾았기 때문이다."
1074,그는 아기처럼 잠을 잤다,그의 주변 사람들은 그가 편안하게 잠을 자는 것을 원할 것이다.,따라서 주변 사람들은 조용한 것을 원했다.,그의 평화로운 모습을 방해하지 않도록 조용히 움직이는 것이었다.,따뜻한 밥을
