,input,A,B,B2,B3
1038,그는 퀴즈에 실패했다,그는 더 열심히 공부해서 다음에 성공하려고 노력할 것이다.,실망했다.,공부를 더 열심히 하는 것이었다.,"노력했는데, 왜냐하면 그는 퀴즈에 실패했기 때문이다."
1039,그는 학교 공부도 더 잘했다,그는 칭찬을 받았을 것이다.,열심히,그가 했던 것은 학업적 성취를 높이기 위해 노력하는 것이었다.,"열심히 노력했는데, 왜냐하면 그는 학교 공부도 더 잘했기 때문이다."
1040,그는 이제 막 운전면허를 취득했다,그는 안전 운전을 위해 교통법규를 엄격히 준수할 것이다.,운전을 시작했다.,운전을 연습하고 도로 위에서 안전 운전 규칙을 따르는 것이었다.,운전을 배웠다
1041,그는 그녀에게 고개를 절레절레 흔들었다,그는 그녀에게 사과하고 실수를 인정할 것이다.,존경했다.,그녀에게 죄송하다고 말하는 것이었다.,"그는 심각했는데, 왜냐하면 그는 그녀에게 고개를 절레절레 흔들었기 때문이다."
1042,그는 트럭에서 떨어졌다,그는 즉시 응급 상황 대처를 위해 구조 요청을 하고 응급 처치를 받을 수 있도록 도움을 요청할 것이다.,심각한 부상을 입었다.,트럭에서 떨어진 후에 그는 지체 없이 응급실로 옮겨졌다.,"그는 다치지 않았는데, 왜냐하면 그는 트럭에서 떨어졌기 때문이다."
1043,그는 스트레스를 줄였다,.,건강해졌다.,휴식을 취하고 명상을 하며 건강한 식습관을 유지하는 것이었다.,"그는 요가를 했는데, 왜냐하면 그는 스트레스를 줄였기 때문이다."
1044,그는 티끌만큼 신경을 썼다,가능한 한 빨리 문제를 해결하기 위해 최선을 다할 것이다.,자신의 일에 최선을 다했다.,모든 세부사항을 주의 깊게 살펴보고 완벽하게 처리하는 것이었다.,"노력했는데, 왜냐하면 그는 티끌만큼 신경을 썼기 때문이다."
1045,그는 새 학교를 시작했다,그는 새로운 친구들을 사귀기 위해 노력할 것이다.,전학을 했다.,새로운 친구들을 사귀고 새로운 교과과정에 적응하는 것이었다.,"이사를 했는데, 왜냐하면 그는 새 학교를 시작했기 때문이다."
1046,그는 시간이 충분했다,그는 천천히 일을 처리할 것이다.,그는 천천히 걸었다.,무엇이든 완벽하게 마무리하는 것이었다.,"그는 늦었을 것이다, 왜냐하면 그는 시간이 충분했기 때문이다."
1047,그는 자신만의 방식이 있었다,그는 자신만의 방식대로 행동할 것이다.,자신만의 방식대로 행동했다., 그의 독특한 방식으로 이루어졌고 다른 사람들과는 다르게 접근했다.,"그는 다르게 했는데, 왜냐하면 그는 자신만의 방식이 있었기 때문이다."
1048,그는 그녀를 봤다,그는 그녀에게 인사를 할 것이다.,사랑했다.,그녀에게 인사를 건넸다.,울먹였다.
1049,그는 예기치 않게 곤경에 처했다,그는 차분하게 상황을 평가한 후 적절한 조치를 취할 것이다.,당황하여 도움을 구했다.,자신의 지식과 경험을 총동원하여 상황을 극복하려고 노력하는 것이었다.,"노력했는데, 왜냐하면 그는 예기치 않게 곤경에 처했기 때문이다."
1050,그는 시도했다,그는 계속해서 노력할 것이다.,성공,그가 했던 것은 자신의 꿈을 이루기 위해 최선을 다하는 것이었다.,"그는 실패했는데, 왜냐하면 그는 시도했기 때문이다."
1051,그는 자동차에 부딪혔다,그는 사고 보험 청구를 하고 경찰에 신고할 것이다.,보험 청구를 했다.,차량 손해 보험 청구서를 작성하는 것이었다.,"사과를 했는데, 왜냐하면 그는 자동차에 부딪혔기 때문이다."
1052,그는 너무 행복해 보였다,"""그는 주변 사람들과 자신의 행복을 나누고 싶어할 것이다.""",웃음을 터뜨렸다.,무엇이든 가능했다.,웃었다
1053,그는 헬스장 가는 것을 그만뒀다,그는 다른 운동 방법을 찾아볼 것이다.,운동을 하지 않았다.,운동을 하지 않았다. 그는 헬스장 대신에 산책을 하거나 홈트레이닝을 하기 시작했다.,"운동을 좋아했는데, 왜냐하면 그는 헬스장 가는 것을 그만뒀기 때문이다."
1054,그는 한 남자를 만났다,그는 남자와 인사를 나누고 대화를 시작할 것이다.,행복해했다.,두 사람이 함께 식사를 하고 서로 이야기를 나누는 것이었다.,"그는 행복해 보였는데, 왜냐하면 그는 한 남자를 만났기 때문이다."
1055,그는 수업을 잘못 들었다,그는 선생님께 사과하고 올바른 내용을 다시 공부할 것이다.,숙제를 못했다.,수업 내용을 이해하지 못하고 공부를 제대로 하지 않았다.,졸렸다
1056,그는 그 결과 직불 카드를 분실했다,그는 즉시 카드를 차단하고 분실 보고를 한다.,카드를 차단했다.,직불 카드를 취소하고 다시 발급하는 것이었다.,"그는 화를 냈는데, 왜냐하면 그는 그 결과 직불 카드를 분실했기 때문이다."
1057,그는 울음을 그치지 않았다,그는 위로하고 안아주며 곁에서 지지해줄 것이다.,계속 울었다.,그가 했던 것은 계속해서 자신의 감정을 표현하고 상황에 대해 이야기하는 것이었다.,"울음을 그치려 했는데, 왜냐하면 그는 울음을 그치지 않았기 때문이다."
1058,그는 맛있다고 생각했다,음식을 계속 먹거나 칭찬을 표현할 것이다.,음식을 더 먹었다.,먹어보기로 결정했다.,"그는 먹었는데, 왜냐하면 그는 맛있다고 생각했기 때문이다."
1059,그는 요새를 건설했다,그는 요새를 건설한 후에 방어 시스템을 강화할 것이다.,건설 업무를 담당했다.,"땅을 파서 기반을 다지고, 건물을 세우며 인프라를 구축하는 등의 작업이었다.","그는 피곤해 보였는데, 왜냐하면 그는 요새를 건설했기 때문이다."
1060,그는 다음 날 도착했다,그는 다음 날 도착한 것을 즉시 알려줄 것이다.,여행을 시작했다.,그의 가방을 풀어서 숙소에 머물렀다.,"어제 늦게 출발했는데, 왜냐하면 그는 다음 날 도착했기 때문이다."
1061,그는 자외선 차단제를 잊어버렸다,그는 양산을 챙겨서 햇볕을 피할 것이다.,피부가 탔다.,햇볕이 강한 날씨에 오랜 시간을 밖에서 보냈기 때문에 피부가 화상을 입었다.,자외선 차단제를 바르지 않았다.
1062,그는 방금 집에 도착했다,그는 집에 도착해서 휴식을 취할 것이다.,운전,먼저 가방을 내려놓고 쉬기로 했다.,"방금 집에 도착했는데, 왜냐하면 그는 피곤해서 바로 쉬고 싶기 때문이다."
1063,그는 크리스마스 파티가 있었다,그는 친구들과 함께 파티에 참석할 것이다.,옷을 입었다.,크리스마스 트리를 꾸미고 선물을 준비하는 것이었다.,"그는 축구를 하지 못했는데, 왜냐하면 그는 크리스마스 파티가 있었기 때문이다."
1064,그는 염색을 하고 싶어 했다,그는 먼저 전문가의 조언을 구하고 안전한 방법으로 염색을 할 것이다.,미용실에 갔다.,염색을 하기 위해 미용실을 방문하는 것이었다.,"그는 머리를 자르고 싶었는데, 왜냐하면 그는 염색을 하고 싶어 했기 때문이다."
1065,그는 그녀에게 미소를 지었다,"""그는 그녀에게 미소를 지었다.""",행복해 보였다.,그녀를 기쁘게 하려는 노력의 일환이었다.,"그는 행복해 보였는데, 왜냐하면 그는 그녀에게 미소를 지었기 때문이다."
1066,그는 아기에게 선물을 줬다,그는 아기에게 웃으며 선물을 주었다.,아버지가 되었다.,아기의 행복을 위해 노력한 것이었다.,"그는 친절했는데, 왜냐하면 그는 아기에게 선물을 줬기 때문이다."
1067,그는 어쨌든 운전을 했다,그는 즉시 경찰에 신고하고 사고 현장에서 대기할 것이다.,음주운전,운전을 하고 나서 차를 주차했다.,"술에 취했는데, 왜냐하면 그는 어쨌든 운전을 했기 때문이다."
1068,그는 데이트를 시작했다,그는 상대방과 함께 즐거운 시간을 보내려고 노력할 것이다.,데이트를 시작했다. 따라서 그는 신중하게 옷을 골랐다.,그녀를 예쁜 레스토랑으로 데려가서 특별한 저녁 식사를 주문했다.,"그는 늦었는데, 왜냐하면 그는 데이트를 시작했기 때문이다."
1069,그는 문자를 받았다,그는 문자를 확인하고 즉시 답장할 것이다.,읽었다.,빠르게 문자를 확인하는 것이었다.,"그는 화를 냈는데, 왜냐하면 그는 문자를 받았기 때문이다."
1070,그는 그녀에게 돈을 줬다,그는 그녀에게 돈을 주었다.,선물,그녀를 도와주는 것이었다.,"그는 착한 척했는데, 왜냐하면 그는 그녀에게 돈을 줬기 때문이다."
1071,그는 병원에 가고 싶어 했다,그는 병원에 가기 위해 즉시 의사에게 연락할 것이다.,차를 운전하여 병원에 갔다.,병원 예약을 하고 증상을 설명하는 것이었다.,"그는 아프지 않았는데, 왜냐하면 그는 병원에 가고 싶어 했기 때문이다."
1072,그는 그것을 수의사에게 데려갔다,"

의사에게 상담을 받기 위해 그것을 데려갈 것이다.",애완동물을 진료 받았다.,그 동물을 진찰하고 치료를 받을 수 있도록 도와주는 것이었다.,"애완동물을 병원에 데려갔는데, 왜냐하면 그는 그것을 수의사에게 데려갔기 때문이다."
1073,그는 목걸이를 찾았다,그는 주인을 찾아서 목걸이를 돌려줄 것이다.,기뻐했다., 목걸이를 찾은 후에는 안심한 표정으로 주위를 둘러보았다.,찾았다
1074,그는 아기처럼 잠을 잤다,그는 깨어나서 자신이 어디에 있는지 확인하고 왜 그런 상황에 놓인 것인지 이해하기 위해 주변을 살피게 될 것이다.,코골이,아침에 일어나서도 여전히 피곤한 채로 출근하는 것이었다.,쓰러졌다
1075,그는 웨이트리스로 일하고 있었다,그는 고객에게 친절하고 신속한 서비스를 제공할 것이다.,음식 서빙과 주문을 처리하는 일을 했다.,손님들의 주문을 받고 음식이나 음료를 가져다주는 것이었다.,"그는 돈이 필요했는데, 왜냐하면 그는 웨이트리스로 일하고 있었기 때문이다."
1076,그는 천천히 입꼬리를 위로 올렸다,그는 만족한 표정으로 천천히 입꼬리를 위로 올렸다.,웃음을 참었다.,입꼬리를 올려 웃는 것이었다.,웃었다
1077,그는 손을 흔들었다,"""그도 손을 흔들어 인사를 하겠지.""",인사를 했다.,상대방에게 인사하는 것이었다.,"그는 인사를 했는데, 왜냐하면 그는 손을 흔들었기 때문이다."
1078,그는 집안 곳곳을 샅샅이 뒤졌다,그는 경찰에 신고할 것이다.,범인을 찾았다.,무엇이 숨어있는지 찾기 위해 모든 곳을 뒤지는 것이었다.,도둑이었다.
1079,그는 좋아 보였다,"""그에게 친절하게 다가가서 대화를 시작할 것이다.""",행복한 것으로 보였다. 따라서 그는 행복했다.,누구나 좋아할 만한 것이었다.,"웃었을 것 같았는데, 왜냐하면 그는 좋아 보였기 때문이다."
1080,그는 할로윈 파티가 있었다,그는 할로윈 파티에 참석할 것이다.,할로윈 의상을 입었다.," 할로윈 파티를 위해 괴물 같은 코스튬을 입고, 친구들과 함께 춤을 추고 음식을 먹는 것이었다.","그는 복장을 고쳤는데, 왜냐하면 그는 할로윈 파티가 있었기 때문이다."
1081,그는 음식에 질식했다,그는 즉시 응급처치를 받을 것이다.,구토,먹는 것을 그만두는 것이었다.,"게식을 먹었는데, 왜냐하면 그는 음식에 질식했기 때문이다."
1082,그는 일을 벌렸다,그는 책임을 지고 일을 처리할 것이다.,성공을 거두었다. 따라서 그는 기쁨에 찬 미소를 지었다.,그의 능력을 발휘한 결과였다.,"그는 화를 냈는데, 왜냐하면 그는 일을 벌렸기 때문이다."
1083,그는 수영 팀에 합류했다,그는 훈련에 열심히 참여하여 팀원들과 함께 협력하고 경쟁할 것이다.,수영을 배웠다.,"

수영을 배우고 연습하는 것이었다.",수영을 배웠다
1084,그는 질투를 했다,"그는 직접적으로 대화를 통해 자신의 감정을 표현하거나, 상황을 이해하고 해결하기 위해 노력할 것이다.",그는 소유하고 있는 것을 지키려고 했다.,그의 파트너를 계속해서 감시하고 연락을 자주 확인하는 것이었다.,"그는 화를 했는데, 왜냐하면 그는 질투를 했기 때문이다."
1085,그는 욕을 쓰는 것에 대해 양해를 구했다,그는 죄송하다고 말하고 욕을 쓰지 않도록 약속할 것이다.,죄를 뉘우친다.,죄를 인정하고 사과하는 것이었다.,"욕을 했는데, 왜냐하면 그는 욕을 쓰는 것에 대해 양해를 구했기 때문이다."
1086,그는 소변을 보러 갔다,그는 화장실에 가서 소변을 보고 나올 것이다.,소변을 보러 갔다. 따라서 그는 화장실을 사용했다.,소변을 보고 나서 화장실에서 손을 씻었다.,"오랜 시간을 기다렸는데, 왜냐하면 그는 소변을 보러 갔기 때문이다."
1087,그는 인터뷰 요청 전화를 받았다,그는 인터뷰 일정을 확인하고 준비를 시작할 것이다.,인터뷰를 수락했다.,인터뷰를 수락하고 인터뷰 일정을 잡는 것이었다.,"그는 바쁘다고 했는데, 왜냐하면 그는 인터뷰 요청 전화를 받았기 때문이다."
1088,그는 눈을 여러 번 깜빡였다,그는 눈을 여러 번 깜빡이며 혼란스러워하는 표정을 지을 것이다.,깨달음을 얻었다.,"눈을 비벼서 깨끗이 닦은 후, 주변을 더 자세히 살펴보았다.","그는 놀랐었는데, 왜냐하면 그는 눈을 여러 번 깜빡였기 때문이다."
1089,그는 상사로부터 전화를 받았다,"""전화를 받은 후에 상사의 지시에 따라 행동할 것이다.""",일을 중단하여 전화를 받았다.,전화를 받은 후 상사의 지시에 따라 업무를 처리하는 것이었다.,"출장을 떠났는데, 왜냐하면 그는 상사로부터 전화를 받았기 때문이다."
1090,그는 마침내 우유를 찾았다,그는 냉장고에 넣어서 신선함을 유지시킬 것이다.,기뻐했다., 우유를 냉장고에 넣고 뚜껑을 닫는 것이었다.,"급하게 뛰어갔는데, 왜냐하면 그는 마침내 우유를 찾았기 때문이다."
1091,그는 누군가의 목소리를 들었다,그는 주변을 살피고 누군가가 도움을 필요로 하는지 확인할 것이다.,의아했다.,누군가의 목소리를 따라서 그가 했던 것은 주위를 둘러보고 누구인지 확인하는 것이었다.,"그는 돌아보았는데, 왜냐하면 그는 누군가의 목소리를 들었기 때문이다."
1092,그는 해파리에 쏘였다,그는 즉시 응급 처치를 받아야 할 것이다.,아프다,해파리에 쏘인 것을 알아차리자 그는 물 속으로 신속히 헤엄쳐 나갔다.,허둥거렸다.
1093,그는 촛불을 들고 있었다,그는 촛불을 끄거나 안전한 곳에 놓을 것이다.,시신을 기억했다.,무엇인지 알아보기 위해 주변을 둘러보는 것이었다.,"비행기를 탑승했는데, 왜냐하면 그는 촛불을 들고 있었기 때문이다."
1094,그는 그녀가 웃자 절뚝거렸다,그녀가 웃는 이유를 물어볼 것이다.,불안해하는 모습으로 그녀를 지켜보았다.,그녀를 안아주는 것이었다.,웃음을 참았었지만
1095,그는 고양이를 데려왔다,그는 고양이를 적절한 장소에 데려다줄 것이다.,반려동물을 키우기로 결심했다.,고양이를 키우기 위해 준비를 했다.,"화가 화났는데, 왜냐하면 그는 고양이를 데려왔기 때문이다."
1096,그는 하이킹을 좋아했다,그는 하이킹을 즐기기 위해 산으로 떠날 것이다.,등산,최근에 그는 산악 자전거 타기를 시작했다.,"그는 하이킹을 그만뒀는데, 왜냐하면 그는 하이킹을 좋아했기 때문이다."
1097,그는 그녀의 눈을 찔렀다,그는 즉시 사과하고 그녀에게 도움을 주려고 할 것이다.,그는 그녀의 아름다움에 놀라 했다.,그녀를 괴롭히고 싶었기 때문이었다.,"화가 웃었는데, 왜냐하면 그는 그녀의 눈을 찔렀기 때문이다."
1098,그는 그녀의 입술을 만졌다,"""그는 즉시 사과하고 그녀의 허락을 구할 것이다.""",키스를 했다.,그녀를 키스하는 것이었다.,"그는 용서받았는데, 왜냐하면 그녀의 입술을 만졌기 때문이다."
1099,그는 대학에 재학 중였다,그는 학교 수업에 참석하고 과제를 제출할 것이다.,공부, 대학 과제를 하거나 시험을 보는 것이었다.,"공부를 하지 못했는데, 왜냐하면 그는 대학에 재학 중였기 때문이다."
1100,그는 화염에 휩싸였다,그는 주변에 있는 물을 이용하여 불을 끌 것이다.,숨을 쉬지 못했다.,불을 끄기 위해 모든 힘을 다하는 것이었다.,"그는 비명을 지르고 있었는데, 왜냐하면 그는 화염에 휩싸였기 때문이다."
1101,그는 간발의 차이로 승리했다,그는 겸손하게 상대방을 축하할 것이다.,이기엔 운이 좋았다.,그가 했던 것은 끊임없는 노력과 훈련의 결과였다.,"노력을했는데, 왜냐하면 그는 간발의 차이로 승리했기 때문이다."
1102,그는 그녀를 향해 윽박질렀다,그는 그녀에게 사과할 것이다.,화가 났다.,그녀를 모욕하고 분노를 표출하는 것이었다.,"화가 났었는데, 왜냐하면 그는 그녀를 향해 윽박질렀기 때문이다."
1103,그는 정말 재미있어 했다,그는 웃으며 즐거워했다.,즐거워했다.,"무엇이든 그의 관심을 끌었고, 그를 흥분시켰다.","그는 웃었는데, 왜냐하면 그는 정말 재미있어 했기 때문이다."
1104,그는 몇 시간동안 울었다,그는 친구나 가족에게 도움을 요청하거나 전문가의 도움을 찾을 것이다.,슬펐다.,그가 했던 것은 자신의 감정을 처리하고 스트레스를 해소하기 위한 방법이었다.,"그는 슬퍼했는데, 왜냐하면 그는 몇 시간동안 울었기 때문이다."
1105,그는 공을 회수했다,그는 공을 다시 사용할 수 있도록 보관할 것이다.,플레이를 계속했다.,농구 경기장에서 농구를 하고 있었다.,달렸다
1106,그는 티켓을 구매했다,그는 공연이나 이벤트에 참석할 것이다.,여행을 갔다.,"
공연을 관람하는 것이었다.","그는 공연에 가기로 했는데, 왜냐하면 그는 티켓을 구매했기 때문이다."
1107,그는 최근에 졸업했다,그는 취직을 위해 이력서를 업데이트하고 취업 준비를 시작할 것이다.,졸업했다. 따라서 그는 학업을 마쳤다.,졸업 후 취직을 준비하고 있는 것이다.,"그는 일자리를 찾고 있다 했는데, 왜냐하면 그는 최근에 졸업했기 때문이다."
1108,그는 공중전화를 찾았다,그는 전화를 들어 누군가에게 연락할 것이다.,전화했다.,공중전화를 이용하여 친구에게 전화를 걸었다.,"급하게 달려왔다고 했는데, 왜냐하면 그는 공중전화를 찾았기 때문이다."
1109,그는 회복이 빨랐다,그는 일상 활동을 조금씩 다시 시작할 것이다.,일상 생활로 돌아갈 수 있었다.,의사의 지시에 따라 꾸준한 치료와 휴식을 취하는 것이었다.,"걸었는데, 왜냐하면 그는 회복이 빨랐기 때문이다."
1110,그는 해병대에 입대했다,그는 훈련과 임무를 수행하기 위해 최선을 다할 것이다.,해병대원으로 훈련을 받았다.," 해병대에서 훈련을 받았고, 국방의 일원으로서 국가를 수호하는 역할을 맡았다.",입대했어
1111,그는 잠깐 낮잠을 자고 있었다,그는 잠깐 낮잠을 자고 일어나서 일상적인 활동을 계속할 것이다.,졸음을 달래고 있었다.,무엇일까요? 좀 더 문맥을 알려주시면 도와드릴 수 있을 것 같아요.,졸린 상태였다.
1112,그는 프로 농구를 하고 있었다,그는 경기에 집중하여 최선을 다할 것이다.,농구선수,농구 경기를 준비하고 훈련하는 것이었다.,"농구를 하지 않았다면, 왜냐하면 그는 프로 농구를 하고 있었기 때문이다."
1113,그는 쇼핑몰에서 쇼핑을 하러 갔다,그는 필요한 물품을 사서 집으로 돌아갈 것이다.,쇼핑을 하러 갔다.,쇼핑몰에서 옷과 액세서리를 구매하는 것이었다.,"실망했는데, 왜냐하면 그는 쇼핑몰에서 쇼핑을 하러 갔기 때문이다."
1114,그는 그녀의 입술을 느꼈다,그는 즉시 물러나고 사과할 것이다.,입맞춤을 했다.,그녀를 키스하는 것이었다.,"그는 그녀를 사랑했는데, 왜냐하면 그는 그녀의 입술을 느꼈기 때문이다."
1115,그는 인색했다,그는 타인을 도와주지 않고 자신의 이익만을 챙길 것이다.,타인을 도와주지 않았다. 따라서 그는 타인에 대해 냉담했다.,다른 사람들에게 돈을 빌려주거나 기부하는 것이 거의 없었다.,"그는 기부를 하지 않았는데, 왜냐하면 그는 인색했기 때문이다."
1116,그는 처음에는 무서워했다,하지만 그는 자신을 꾸짖고 두려움을 이겨내며 대처할 것이다.,도망쳤다.,피하기 위해 숨어있었다.,"그는 도망쳤는데, 왜냐하면 그는 처음에는 무서워했기 때문이다."
1117,그는 곰을 겁줘서 쫓아내었다,그는 안전한 곳으로 피신할 것이다.,겁을 먹었다.,곰을 쫓아내는 것이었다.,"소리를 지르고 달려왔는데, 왜냐하면 그는 곰을 겁줘서 쫓아내었기 때문이다."
1118,그는 은행 계좌를 확인했다,그는 잔고와 거래 내역을 확인한 후 필요한 조치를 취할 것이다.,자산을 확인했다.,은행 계좌에 예상치 못한 이체나 비정상적인 활동이 있는지 확인하는 것이었다.,"
그는 돈을 인출했는데, 왜냐하면 그는 은행 계좌를 확인했기 때문이다."
1119,그는 그녀의 일거수일투족을 감시했다,그는 그녀에게 도움을 요청하거나 상황을 이해하기 위해 대화를 시도할 것이다.,의심하지 않았다.,그녀의 모든 행동을 정확히 기록하고 분석하는 것이었다.,"그는 의심스러웠는데, 왜냐하면 그는 그녀의 일거수일투족을 감시했기 때문이다."
1120,그는 새 직장에 취직했다,그는 새 직장에서 열심히 일하고 적극적으로 동료들과 소통할 것이다.,고용되었다.,새로운 도전에 대한 열정과 노력이었다.,"이사를 했는데, 왜냐하면 그는 새 직장에 취직했기 때문이다."
1121,그는 댓글을 남겼다,그는 댓글을 쓴 이유와 내용에 따라 다른 행동을 할 것이다.,댓글을 남겼다. 따라서 그는 의견을 표명했다.,댓글을 남겼다. 따라서 그가 했던 것은 다른 사람의 글에 대한 의견이나 반응을 표현한 것이었다.,"그는 화를 냈는데, 왜냐하면 그는 댓글을 남겼기 때문이다."
1122,그는 사람들을 돕는 것을 좋아했다,그는 가능한 한 빨리 도와주려고 노력할 것이다.,자원봉사를 했다.,다양한 자원봉사 활동이었다.,"도움을 주었는데, 왜냐하면 그는 사람들을 돕는 것을 좋아했기 때문이다."
1123,그는 여전히 아팠다,그는 의사에게 진료를 받으러 갈 것이다.,병원에 갔다.,무리한 활동을 자제하는 것이었다.,"노래를 부르지 못했는데, 왜냐하면 그는 여전히 아팠기 때문이다."
1124,그는 반려견을 키우고 있었다,그는 반려견을 안전하고 행복하게 키우기 위해 최선을 다할 것이다.,애완동물을 돌봤다.,"반려견을 산책시키고, 그의 건강과 행복을 챙기는 것이었다.","그는 집에 늦었는데, 왜냐하면 그는 반려견을 키우고 있었기 때문이다."
1125,그는 새끼 고양이를 입양했다,그는 새끼 고양이를 잘 돌봐주고 책임지겠다.,애완동물을 입양했다.,새끼 고양이를 키우기 위해 애착을 가지고 돌봄과 사랑을 주는 것이었다.,"행복해 보였는데, 왜냐하면 그는 새끼 고양이를 입양했기 때문이다."
1126,그는 물을 엎질렀다,그는 물을 닦아내거나 주변을 청소할 것이다.,죽었다.,물을 닦고 주변을 말랐다.,"화가 났었는데, 왜냐하면 그는 물을 엎질렀기 때문이다."
1127,그는 첫 아이를 앞두고 있었다,그는 새로운 부모로서 책임감을 갖고 아이를 사랑하고 돌봐줄 것이다.,불안해했다.,"아이의 도착을 준비하는 것이었다. 그는 병원가방을 싸고, 장난감과 옷을 챙겨서 아이를 맞이할 준비를 했다.","차이를 만들었는데, 왜냐하면 그는 첫 아이를 앞두고 있었기 때문이다."
1128,그는 학교까지 걸어가야 했다,그는 걸어서 학교까지 가게 될 것이다.,걸어가야,걷기엿다.,"지각했는데, 왜냐하면 그는 학교까지 걸어가야 했기 때문이다."
1129,그의 주장이 옳았다,그는 자신의 주장이 옳았음을 인정할 것이다.,이긴 것입니다.,올바른 선택이었다.,"그는 화를 냈는데, 왜냐하면 그의 주장이 옳았기 때문이다."
1130,그는 수영장에 수영을 하러 갔다,그는 수영복을 입고 물에 들어간다.,수영,수영복을 입고 물 속으로 들어갔다.,"그는 수영을 좋아했는데, 왜냐하면 그는 수영장에 수영을 하러 갔기 때문이다."
1131,그는 수표를 현금화했다,"그는 수표를 은행에 현금화하거나, 수표를 발행한 당사자에게 지불할 것이다.",수표를 현금화하여 그는 현금을 받았다., 수표를 현금으로 바꾼 것이다.,"도둑질을 했는데, 왜냐하면 그는 수표를 현금화했기 때문이다."
1132,그는 앱을 다운로드했다,그는 앱을 열어서 사용할 것이다.,설치,앱을 설치하고 실행하는 것이었다.,"그는 스마트폰을 켰는데, 왜냐하면 그는 앱을 다운로드했기 때문이다."
1133,그는 공을 차고 있었다,그는 공을 차지 않고 주변을 살피며 다른 사람들과의 충돌을 피할 것이다.,축구를 하고 있었다. 따라서 그는 축구를 즐겼다.,"농구를 하거나 축구를 하는 것일 수도 있고, 골프를 치는 것일 수도 있습니다.",걷고 있었어
1134,그는 차트를 자세히 설명했다,그는 차트를 자세히 설명한 후에 관련된 질문을 받아들일 것이다.,전문가,차트의 데이터를 분석하고 해석하는 것이었다.,"논리적으로 생각해보면, 그는 이해했는데, 왜냐하면 그는 차트를 자세히 설명했기 때문이다."
1135,그는 곧 올 것였다,그는 기다리고 있을 것이다.,기다릴 것이었다.,우리가 기다리고 있었던 것이었다.,"그는 떠났었는데, 왜냐하면 그는 곧 올 것였기 때문이다."
1136,그는 좋은 사람처럼 보였다,그는 그 사람과 친해지려고 노력할 것이다.,좋은 행동을 했다.,좋은 사람들이 하는 행동과 일치했다.,"노력했는데, 왜냐하면 그는 좋은 사람처럼 보였기 때문이다."
1137,그는 잠을 많이 잤다,그는 휴식을 취한 후에 일어나서 활동적으로 하루를 보낼 것이다.,피곤함,휴식을 취하고 몸을 푼 것이다.,"졸린(drowsy) 행동을 했는데, 왜냐하면 그는 잠을 많이 잤기 때문이다."
1138,그는 긴장을 풀고 있었다,그는 깊게 숨을 들이마시고 천천히 숨을 내쉬며 긴장을 푼다.,웃음을 터뜨렸다.,무릎을 꿇고 깊게 숨을 들이마시는 것이었다.,웃고 있었어
1139,그는 맛이 끔찍했다,그는 먹지 않고 다른 음식을 찾을 것이다.,구토,음식을 버리는 것이었다.,"
그는 음식을 거부했는데, 왜냐하면 그는 맛이 끔찍했기 때문이다."
1140,그는 클레임을 제기했다,그는 증거와 관련된 자료를 모아서 클레임을 제기할 것이다.,소송을 제기했다. 따라서 그는 소송을 제기했다.,보험 회사에 손해 보상을 요청하는 것이었다.,"소송을 제기했는데, 왜냐하면 그는 클레임을 제기했기 때문이다."
1141,그는 자신을 위해 기도했다,.,신앙심을 강화하기 위해 성경을 읽었다.,"매일 아침 일어나서 성경을 읽고, 하나님께 감사를 드리는 것이었다.","그는 평화로움을 찾았는데, 왜냐하면 그는 자신을 위해 기도했기 때문이다."
1142,그는 첫 경기를 치렀다,그는 다음 경기를 위해 더 열심히 준비할 것이다.,승리했다.,다음 경기를 기다리는 것이었다.,"그는 신경이 곤란했는데, 왜냐하면 그는 첫 경기를 치렀기 때문이다."
1143,그는 너구리를 봤다,그는 조용히 멀리 물러나려고 할 것이다.,놀라워했다.,너구리를 따라가서 그의 행동을 관찰하는 것이었다.,놀랐다
1144,그는 함께 모였다,그는 다른 사람들과 함께 행동할 것이다.,참석했다.,다른 사람들과 함께 일을 하고 협력하는 것이었다.,그는 왜 그랬는지 모르겠다.
1145,그는 냄새가 너무 심했다,그는 공기청정기를 켤 것이다.,토할 것 같았다.,창문을 열어 환기시키는 것이었다.,"그는 샤워를 하지 않았는데, 왜냐하면 그는 냄새가 너무 심했기 때문이다."
1146,그는 간신히 살아 남았다,그는 주변 상황을 파악하고 안전한 곳으로 대피할 것이다.,죽지 않았다.,불가능한 일이었다.,죽지 않았다.
1147,그는 귀를 아래로 내리고 있었다,그는 주변 소리를 주의 깊게 듣고 있을 것이다.,들었다.,귀를 꺾고 들었다.,"웃고 있었는데, 왜냐하면 그는 귀를 아래로 내리고 있었기 때문이다."
1148,그는 탯줄을 잘랐다,그는 즉시 응급처치를 시작할 것이다.,말을 탈 수 있었다.,말을 탈출시키는 것이었다.,"그는 자유로웠는데, 왜냐하면 그는 탯줄을 잘랐기 때문이다."
1149,그는 역사에 대해 배웠다,그는 역사적인 맥락과 배운 지식을 활용하여 현재 상황을 이해하고 적절한 결정을 내릴 것이다.,역사에 대해 흥미를 느꼈다.,"역사적인 사건과 인물에 대한 연구와 분석을 통해 지식을 쌓고, 과거의 결정과 행동들로부터 배우는 것이었다.","논리적으로 생각했는데, 왜냐하면 그는 역사에 대해 배웠기 때문이다."
