,input,A,B,B2,B3
1564,그는 도시를 탐험했다,주변 사람들은 그의 용기와 모험심에 감탄했다.,호기심을,그의 호기심과 탐험의 열정이었다.,다양한 것을
1565,그는 다른 차를 들이받았다,"""주변 사람들은 놀라거나 분노했다.""",그는 사고를 당한 것을 느꼈다.,놀라움과 걱정이었다. 들이받은 차량의 상태와 운전자의 안전 여부에 대한 걱정으로 주변 사람들은 놀라고 걱정했다.,불안한 것
1566,그는 사탕을 찾았다,"""주변 사람들은 기뻤다.""",달콤한 것,만족감이었다. 그 사탕을 찾은 것으로 인해 주변 사람들은 만족감을 느꼈다.,기쁨을
1567,그는 올해도 참석했다,"""주변 사람들은 기뻤다.""",기쁜,그는 항상 충실하고 신뢰할 수 있는 사람이라는 것이었다.,"주변 사람들은 놀라운 것을 느꼈는데, 왜냐하면 그는 올해도 참석했기 때문이다."
1568,그는 썰매를 타러 갔다,주변 사람들은 즐거워하고 흥분했다.,그의 즐거움을 느꼈다.,그는 쾌활한 에너지와 흥분감이었다.,놀람을
1569,그는 여자 친구에게 전화했다,"""그의 친구들은 궁금하고 기뻐했다.""",부러움을,그의 관심과 애정이 매우 깊다는 것이었다.,부러움을
1570,그는 퇴근 후 집에 도착했다,주변 사람들은 그가 피곤하고 기쁘거나 안도한 것으로 생각했다.,그는 피곤한 것을 느꼈다.,그의 피로와 지침을 느끼게 되었다.,"불안한 것을 느꼈는데, 왜냐하면 그는 퇴근 후 집에 도착했기 때문이다."
1571,그는 순간을 영원처럼 느꼈다,그 주변 사람들은 그가 특별한 순간을 경험했다고 느꼈다.,그는 시간이 멈춘 것을 느꼈다. 따라서 주변 사람들은 놀라움을 느꼈다.,그의 존재와 열정에 놀라움이었다.,"주변 사람들은 부러움을 느꼈는데, 왜냐하면 그는 순간을 영원처럼 느꼈기 때문이다."
1572,그도 자신을 좋아했다,그 주변 사람들은 그가 자신을 좋아하는 것을 이해하지 못했다.,따라서 주변 사람들은 그의 자신감을 느꼈다.,그도 자신을 좋아했다. 따라서 주변 사람들이 느꼈던 것은 그의 자신감과 긍정적인 에너지였다.,"주변 사람들은 부러움을 느꼈는데, 왜냐하면 그도 자신을 좋아했기 때문이다."
1573,그는 똑같이 반을 나눴다,주변 사람들은 놀라거나 혼란스러워했을 것이다.,공평한 것을 느꼈다.,그는 공평하고 이성적인 판단을 한 것이었다.,이해하기 쉬운
1574,그는 하루 종일 TV를 시청했다,주변 사람들은 그가 게을러 보였다고 느꼈다.,그는 게을러 보였다.,그는 혼자 있는 것처럼 느껴졌다.,부정적인
1575,그는 등산을 좋아했다,그의 친구들은 그가 즐거워하는 것을 보고 기뻐했다.,그의 열정적인 태도를 느꼈다.,그는 자연을 사랑하고 모험을 즐기며 건강한 삶을 추구하는 것이었다.,즐거움을
1576,그는 결국 그 사실을 알게 되었다,그 주변 사람들은 안타까워하거나 안심했을 것이다.,그의 실수를,그는 실망과 안타까움이었다.,"불안한 것을 느꼈는데, 왜냐하면 그는 결국 그 사실을 알게 되었기 때문이다."
1577,그는 우편으로 편지를 받았다,그 주변 사람들은 기쁘거나 궁금해했을 것이다.,그는 누군가에게서 특별한 것을 받았다. 따라서 주변 사람들은 부러워했다.,그는 누군가 특별한 사람으로부터 소중한 메시지를 받았을 것이라는 것이었다.,"주변 사람들은 기쁨을 느꼈는데, 왜냐하면 그는 우편으로 편지를 받았기 때문이다."
1578,그는 그녀를 돌봤다,그 주변 사람들은 그의 배려심에 감동했다.,애정적인 관심을,그는 정말로 그녀를 소중히 여기고 챙겨주는 사람이라는 것이었다.,따뜻한 감정을
1579,그는 소변을 많이 봤다,주변 사람들은 당황하고 불쾌해했다.,그의 건강 상태에 대해 걱정을 했다.,그는 건강에 문제가 있을 것이라고 생각했다.,불안한
1580,그는 좋은 밤을 보내었다,주변 사람들은 그에 대해 기쁘고 안도했다.,그의 기분 좋은 에너지를 느꼈다.,그의 행복과 안도감이었다.,행복한
1581,그는 새 휴대폰이 필요했다,그 주변 사람들은 그가 새로운 휴대폰을 필요로 하는 것에 이해와 동정을 표했다.,"""그는 새 휴대폰이 필요했다. 따라서 주변 사람들은 그가 새로운 휴대폰을 필요로 한다는 것을 느꼈다.""",그는 새 휴대폰을 사기 위해 돈을 모아야 했다.,"주변 사람들은 그가 불만을 느꼈는데, 왜냐하면 그는 새 휴대폰이 필요했기 때문이다."
1582,그는 심해 낚시에 나섰다,주변 사람들은 그의 용기와 호기심에 감탄했다.,고립된 것,"그의 용기와 결연함이었다. 그는 어두운 심해 속에서도 끝없는 모험을 찾아나섰고, 이를 통해 자신의 열정과 용기를 보여주었다.",부러움을
1583,그는 입소문이 났다,주변 사람들은 궁금해하거나 놀라워했다.,그는 무엇인가 특별한 일이 일어날 것을 느꼈다.,그의 실력과 매력에 대한 호기심이었다.,놀란 것을
1584,그는 코끝을 손으로 치켜올렸다,그 사람들은 놀라거나 혼란스러워했다.,그의 냄새를,그의 불쾌한 냄새였다.,냄새를
1585,그는 저녁 식사로 피자를 주문했다,"""그의 주변 사람들은 기뻤다.""",그는 배가 고팠을 것을 느꼈다.,"""그는 피자를 좋아하는구나.""",부러움을
1586,그는 아버지와 함께 낚시를 하러 갔다,주변 사람들은 그가 행복하고 즐거웠을 것이라고 느꼈다.,그의 가족 사이에는 더 많은 결합이 생겼다.,그는 가족과의 소중한 시간을 보내고 휴식을 취하는 것이었다.,부러움을
1587,그는 새 토스터기를 구입했다,"""주변 사람들은 그가 기뻐하는 것을 느꼈다.""",그는 새 토스터기를 구입했다. 따라서 주변 사람들은 새로운 것을 느꼈다.,그는 아마도 요즘 아침에 토스트를 자주 먹을 것이라는 것이었다.,"주변 사람들은 부러움을 느꼈는데, 왜냐하면 그는 새 토스터기를 구입했기 때문이다."
1588,그는 아이스 스케이트를 타러 갔다,"""그의 친구들은 흥분했고, 가족들은 기뻤다.""",그는 아이스 스케이트를 타러 갔다. 따라서 주변 사람들은 그의 열정을 느꼈다.,그의 운동 실력에 대한 놀라움이었다.,부러움을
1589,그는 집으로 돌아가는 버스를 찾았다,주변 사람들은 안심하고 안전하게 집으로 돌아갈 수 있어 안도했다.,그는 안도의 심정을 느꼈다.,그의 결정적인 행동력과 자신감이었다.,"주변 사람들은 안도된 것을 느꼈는데, 왜냐하면 그는 집으로 돌아가는 버스를 찾았기 때문이다."
1590,그는 바이올린을 배웠다,주변 사람들은 그가 음악에 관심이 많다고 생각했다.,그의 음악 실력이 향상되고 있다,그의 음악적 재능과 열정이었다.,그의 열정과 실력
1591,그는 숲에서 길을 잃었다,주변 사람들은 그의 안전을 걱정하고 불안해했다.,불안한 것을 느꼈다.,그는 어쩔 줄 몰라하는 모습이었다. 처음에는 당황하고 불안해하던 그의 표정이 점점 더 좌절스러워지고 있었다.,불안함을
1592,그는 농구팀에 합류했다,"""주변 사람들은 기뻐했다.""",그의 열정과 흥분을 느꼈다.,그는 빠른 발을 가지고 있었다.,"기대감을 느꼈는데, 왜냐하면 그는 농구팀에 합류했기 때문이다."
1593,그는 1981년에 결혼했다,"""주변 사람들은 그의 결혼 소식에 기뻤다.""",그는 행복한 것을 느꼈다.,그의 결혼 생활이 길고 행복할 것이라는 기대였다.,부러움을
1594,그는 학교에 갈 옷을 입었다,"""주변 사람들은 놀라거나 당황했을 것이다.""",그는 학교에 갈 옷을 입었다. 따라서 주변 사람들은 그의 결심을 느꼈다.,"""그의 학교에 대한 책임감과 진지함이었다.""",부끄러운
1595,그는 가까이 다가왔다,주변 사람들은 불안해했다.,그의 존재를,그의 존재감과 친근함이었다.,불안한/안정적인
1596,그는 베이비 샤워가 있었다,주변 사람들은 기쁘고 설레었다.,기쁜 것,기쁨과 기대감이었다. 새로운 아이가 온다는 소식에 모두가 흥분하고 기쁨을 느꼈을 것이다.,"기쁜 것을 느꼈는데, 왜냐하면 그는 베이비 샤워가 있었기 때문이다."
1597,그는 귀여워 보였다,주변 사람들은 그에 대해 호감을 가졌다.,그의 매력을 느꼈다.,"""그의 모습에 대한 애정과 보호본능이었다.""","주변 사람들은 편안함을 느꼈는데, 왜냐하면 그는 귀여워 보였기 때문이다."
1598,그는 어디서부터 시작해야 할지 몰랐다,그 주변 사람들은 그의 불안함과 혼란을 느꼈을 것이다.,그의 불확실함을 느꼈다.,그의 무력감과 혼란이었다.,"주변 사람들은 당혹스러운 것을 느꼈는데, 왜냐하면 그는 어디서부터 시작해야 할지 몰랐기 때문이다."
1599,그는 삼촌의 농장을 방문했다,주변 사람들은 호기심과 기쁨을 느꼈다.,호기심을 느꼈다.,그는 농장에서의 삶에 대해 궁금해하고 관심을 보였다.,"부러움을 느겼는데, 왜냐하면 그는 삼촌의 농장을 방문했기 때문이다."
1600,그는 아마존에서 노트북을 주문했다,"""주변 사람들은 그가 편리하고 현대적인 쇼핑 방법을 사용했다고 생각했다.""",그의 온라인 쇼핑 중독에 대해 걱정했다.,그는 온라인 쇼핑을 선호하는 경향이 있고 편리함을 중요시한다는 것이었다.,"불안한 것을 느꼈는데, 왜냐하면 그는 아마존에서 노트북을 주문했기 때문이다."
1601,그는 친구들과 함께 앉아 있었다,그들은 즐거웠다.,따라서 주변 사람들은 그의 존재를 느꼈다.,그는 즐거움과 행복한 분위기였다.,부끄러운
1602,그는 연을 날리러 갔다,주변 사람들은 놀라거나 궁금해했을 것이다.,그의 용기와 결단력,그는 정말 열정적이고 무모한 행동을 한다는 것이었다.,불안한/불안함을
1603,그는 자랑하며 시간을 보내었다,주변 사람들은 그의 자랑스러운 모습을 보고 부러워하거나 질투할 수도 있었다.,부러움,그는 자기 중심적이고 거만하다는 것이었다.,부러움을
1604,그는 바닥에 구토물을 봤다,주변 사람들은 역겨워하고 불편해했다.,역겨운 것을 느꼈다.,"역겨움과 불쾌함이었다. 그들은 속으로 ""어떤 사람이 이런 일을 하는 거지?""라고 생각했고, 몇몇은 도와주려는 마음도 느꼈다. 하지만 대부분의 사람들은 피하고 싶은 마음이 컸",불쾌함을
1605,그는 어디서든 그녀를 찾았다,그 주변 사람들은 불안해하고 걱정했다.,그의 심각성과 진지함을,그의 끈질긴 사랑과 집착이었다.,"주변 사람들은 부러움을 느꼈는데, 왜냐하면 그는 어디서든 그녀를 찾았기 때문이다."
1606,그는 정말 추위를 느꼈다,주변 사람들은 그가 추운 것을 보고 걱정했다.,따라서 주변 사람들은 그의 추위를 느꼈다.,그의 추위를 이해하고 도와주려는 마음이었다.,"주변 사람들은 동정을 느꼈는데, 왜냐하면 그는 정말 추위를 느꼈기 때문이다."
1607,그는 친구에게 연락했다,주변 사람들은 기쁘거나 안심했을 것이다.,그의 심리적인 변화를 느꼈다.,그의 친구에게 대답이 돌아오길 기다리는 긴장감과 기대감이었다.,기쁨을
1608,그는 게임을 플레이했다,주변 사람들은 그가 즐거워하고 흥분했을 것이라고 느꼈다.,그의 열정을 느꼈다.,그는 현재의 상황에 대해 무관심한 것처럼 보였다.,"다양한 감정을 느꼈는데, 왜냐하면 그는 게임을 플레이했기 때문이다."
1609,그는 헬멧을 쓰고 있었다,주변 사람들은 안전하고 안심했다.,안전을 느꼈다.,안전하고 보호받는 느낌이었다.,안전을
1610,그는 옷을 갈아입었다,주변 사람들은 놀라거나 궁금해했을 것이다.,그의 변화된 모습을,그의 변화된 분위기와 스타일에 대한 호기심이었다.,"주변 사람들은 놀라움을 느꼈는데, 왜냐하면 그는 옷을 갈아입었기 때문이다."
1611,그는 첫 차를 구입했다,"""주변 사람들은 기뻤다.""",부러움을,"""그의 독립심과 자신감이 더욱 강해졌다.""",기쁨을
1612,그는 자신의 차를 찾았다,"""주변 사람들은 안심하고 기뻐했다.""",안도와 안심, 안심과 안도였다.,기쁨을
1613,그는 서핑하는 법을 배웠다,그 주변 사람들은 기뻤다.,"""그는 서핑하는 것을 느꼈다.""","그의 자신감과 용기였다. 처음에는 어려움을 겪었지만, 끝내는 그를 더욱 강인하고 당당하게 만들었다.",즐거움을
1614,그는 스케이트보드를 구입했다,"""그의 친구들은 흥분하여 기뻐했다.""",그는 스케이트보드를 구입했다. 따라서 주변 사람들은 그의 열정을 느꼈다.,그는 새로운 취미를 찾았다는 것이었다.,"기대감을 느꼈는데, 왜냐하면 그는 스케이트보드를 구입했기 때문이다."
1615,그는 정말 아팠다,주변 사람들은 그의 아픔을 보고 무척 걱정했다.,그는 정말 아팠다. 따라서 주변 사람들은 그의 아픔을 느꼈다.,그의 불편함과 고통이었다.,"애석한 것을 느꼈는데, 왜냐하면 그는 정말 아팠기 때문이다."
1616,그는 다른 차량과 충돌했다,"""주변 사람들은 놀라거나 걱정했을 것이다.""",위험한 것,"두려움과 불안함이었다. 사고 현장은 혼란스러웠고, 사람들은 긴급한 도움을 요청하며 주변을 돌아다녔다.",불안한/당황한/놀란
1617,그는 압도적인 차이로 승리했다,주변 사람들은 놀라움과 감탄으로 가득했다.,그는 압도적인 차이로 승리했다. 따라서 주변 사람들은 놀라움을 느꼈다.,그의 능력과 자신감에 대한 경외심이었다.,놀라움을
1618,그는 소음을 들었다,"""그 소음에 대해 괴로워했다.""",불쾌한,"그는 귀를 막고 소리를 듣지 않으려 했지만, 주변 사람들이 느꼈던 것은 그의 불편함과 당황이었다.",불안한 것을
1619,그는 새 옷이 필요했다,"""그의 친구들은 그가 새 옷을 필요로 하는 것을 이해하고 동정했다.""",그는 쇼핑을 가야 한다는 것을 느꼈다.,그의 옷이 낡고 헤져있었다.,"주변 사람들은 불만을 느꼈는데, 왜냐하면 그는 새 옷이 필요했기 때문이다."
1620,그는 대출을 받았다,"""그의 가족과 친구들은 안심되었고, 기뻐했다.""",그는 대출을 받았다. 따라서 주변 사람들은 그의 경제적 상황이 어려워졌을 것을 느꼈다.,그는 더 많은 돈을 필요로 했을 것이다.,부러움을
1621,그는 어쨌든 그녀를 사랑했다,그 주변 사람들은 그의 사랑에 감동받았다.,이들 사이에 무언가가 있음을,그의 강한 애정과 헌신이었다.,"주변 사람들은 부조리한 것을 느꼈는데, 왜냐하면 그는 어쨌든 그녀를 사랑했기 때문이다."
1622,그는 잠깐 낮잠을 잤다,그 주변 사람들은 그가 피곤한 것으로 생각했을 것이다.,피곤한 것을 느꼈다.,그는 피곤함과 피로감이었다.,피곤한(rejuvenated)
1623,그는 파티를 주최했다,주변 사람들은 기뻤다.,즐거움,즐거움과 흥분이었다. 파티는 매우 성공적이었고 모두가 즐거운 시간을 보냈다.,"주변 사람들은 즐거움을 느꼈는데, 왜냐하면 그는 파티를 주최했기 때문이다."
1624,그는 그다음에 서 있었다,주변 사람들은 놀라거나 의아해했다.,그의 존재를 느꼈다.,그의 존재감과 카리스마였다.,"주변 사람들은 긴장된 것을 느꼈는데, 왜냐하면 그는 그다음에 서 있었기 때문이다."
1625,그는 머리를 끄덕였다,주변 사람들은 그가 동의했거나 이해했다고 느꼈을 것이다.,"""동의하는"" 것을 느꼈다.",그는 동의했다는 것이었다.,"주변 사람들은 그가 동의하는 것을 느꼈는데, 왜냐하면 그는 머리를 끄덕였기 때문이다."
1626,그는 강아지를 발견했다,"""주변 사람들은 그가 강아지를 발견해서 기뻐했다.""",따라서 주변 사람들은 귀엽다는 것을 느꼈다.,그는 강아지를 돌보고 싶은 욕구였다.,기쁨을
1627,그는 토스트를 먹었다,그들은 그것을 별다른 감정 없이 받아들였다.,배고픔,그는 아침을 제대로 먹지 않았다는 것이었다.,"만족한 것을 느꼈는데, 왜냐하면 그는 토스트를 먹었기 때문이다."
1628,그는 결국 결심했다,"""주변 사람들은 안도하거나 안심했을 것이다.""",그의 결정에 대해 안도한 것을 느꼈다.,그의 결정에 대한 확신과 안정감이었다.,불안한 것을
1629,그는 제 개를 데리고 산책을 나갔다,주변 사람들은 그의 행동에 궁금하고 놀라웠을 것이다.,그는 책임감을 느꼈다.,그 그의 개를 사랑하고 책임감을 가지고 있다는 것이었다.,"주변 사람들은 부러움을 느꼈는데, 왜냐하면 그는 제 개를 데리고 산책을 나갔기 때문이다."
1630,그는 아직 갈 길이 멀었다,그 주변 사람들은 실망했다.,그의 성공을 기대하지 않았다.,"""그의 성공을 위해 더 많은 노력과 시간이 필요하다는 것이었다.""","주변 사람들은 놀란 것을 느꼈는데, 왜냐하면 그는 아직 갈 길이 멀었기 때문이다."
1631,그는 나무에 부딪혔다,"""주변 사람들은 그의 안전을 걱정하며 놀라고 불안해했다.""",위험한 것을,"안타까움과 걱정이었다. 그의 부딪힘으로 인해 다치지 않았는지 걱정되었고, 무엇보다도 그의 안전을 위해 신속한 조치가 필요했다.","놀란 것을 느꼈는데, 왜냐하면 그는 나무에 부딪혔기 때문이다."
1632,그는 숨바꼭질을 하고 있었다,주변 사람들은 궁금하고 놀라웠다.,그의 존재감을 느꼈다.,그의 존재감이 사라진 것이었다.,불안한/궁금한/짜증난
1633,그는 고양이를 발견했다,"""주변 사람들은 그가 흥분했음을 느꼈다.""",그는 기쁨을 느꼈다.,"놀라움과 호기심이었다. 고양이는 우아하게 걷고 있었고, 사람들은 그 모습에 매료되어 있었다.",기쁨을
1634,그는 자신의 신발을 찾았다,"""주변 사람들은 안심하고 기뻐했다.""",그의 안도와 안정감을 느꼈다.,그의 안도와 안정감이었다.,놀람을
1635,그는 온몸이 젖었다,주변 사람들은 그가 불쾌하고 당황스러워하는 것을 알아차렸다.,냄새,추위가 아니라 땀 때였다.,"주변 사람들은 불쾌함을 느꼈는데, 왜냐하면 그는 온몸이 젖었기 때문이다."
1636,그는 스트라이크를 받았다,그들은 실망했다.,그의 피로운 상황을 느꼈다.,그의 실력과 자신감이 떨어진 것이었다.,불안한/실망한/당혹스러운
1637,그는 쇼를 시청했다,그 주변 사람들은 흥분했다.,그는 즐거움을 느꼈다.,그는 유쾌하고 재미있는 사람이라는 것이었다.,"주변 사람들은 흥분된 것을 느꼈는데, 왜냐하면 그는 쇼를 시청했기 때문이다."
1638,그는 갱단에 가입했다,그 사람을 알고 있는 주변 사람들은 놀라거나 실망했다.,위험한,그의 삶이 위험에 노출되고 있었다.,"불안한 것을 느꼈는데, 왜냐하면 그는 갱단에 가입했기 때문이다."
1639,그는 양치질을 하고 있었다,그 주변 사람들은 그가 깨끗하고 건강한 챙겨주는 것을 보고 안심했다.,그의 입냄새를 느꼈다., 그의 입냄새가 신선해졌다.,"상쾌한(rejuvenated) 것을 느꼈는데, 왜냐하면 그는 양치질을 하고 있었기 때문이다."
1640,그는 공을 훔쳤다,주변 사람들은 분노와 불쾌함을 느꼈다.,불안함을,"분노와 불안이었다. 그의 행동은 도덕적으로 옳지 않았고, 그의 태도는 사회적으로 받아들여지지 않았기 때문에 주변 사람들은 분노와 불안을 느꼈다.","분노(angry)를 느꼈는데, 왜냐하면 그는 공을 훔쳤기 때문이다."
1641,그는 조언을 구했다,주변 사람들은 그가 자신을 더 나은 방향으로 이끌기 위해 노력하고 있다고 생각했다.,그의 결정을 지지해 주어야 한다.,그는 현명한 결정을 내리기 위해 다양한 의견을 듣고 싶어했다.,이해할 만한
1642,그는 손가락을 가리켰다,주변 사람들은 놀라거나 당황했을 것이다.,그는 무엇을 가리키는지를 느꼈다.,그는 무엇을 가리키고 있는지 궁금해하며 그의 말에 주목했다.,"불안한(reassured) 것을 느꼈는데, 왜냐하면 그는 손가락을 가리켰기 때문이다."
1643,그는 고양이에게 사료를 줬다,그 주변 사람들은 그의 친절함에 감동했다.,애완동물을 사랑한다,그 그의 관심과 애정이 고양이에게만으로 제한되는 것 같았다.,"감사함을 느꼈는데, 왜냐하면 그는 고양이에게 사료를 줬기 때문이다."
1644,그는 신선한 공기를 마셨다,그 주변 사람들은 그가 상쾌하고 기분 좋다고 느꼈다.,그의 기분이 상쾌해졌다.,그의 상쾌함과 활기찬 에너지였다.,"화기애애한 분위기를 느꼈는데, 왜냐하면 그는 신선한 공기를 마셨기 때문이다."
1645,그는 할 말이 있었다,주변 사람들은 궁금하고 기대감을 느꼈다.,그의 말에 주목해야 함을 느꼈다.,그의 말에 대한 궁금함과 기대였다.,"주변 사람들은 긴장된 것을 느꼈는데, 왜냐하면 그는 할 말이 있었기 때문이다."
1646,그는 우편물을 집에 배달했다,"""그의 이웃들은 기쁘고 감사했다.""",그는 우편물을 집에 배달했다. 따라서 주변 사람들은 안도의 감정을 느꼈다.,그의 친절함과 성의였다.,감동을
1647,그는 친구들과 함께 영화를 봤다,그들은 즐거워했다.,즐거운 것을 느꼈다.,그는 즐거움과 행복이었다.,"즐거운 것을 느꼈는데, 왜냐하면 그는 친구들과 함께 영화를 봤기 때문이다."
1648,그는 텍사스로 이사했다,"""그의 친구들은 슬펐지만, 그의 가족은 기뻤다.""",그는 텍사스로 이사했다. 따라서 주변 사람들은 그의 결정을 느꼈다.,그는 새로운 시작을 하고자 하는 강한 욕망이었다. 새로운 도전에 대한 열정과 희망을 가득했다.,"주변 사람들은 놀라움을 느꼈는데, 왜냐하면 그는 텍사스로 이사했기 때문이다."
1649,그는 그녀에게 약을 줬다,그 주변 사람들은 그 행동에 대해 걱정하고 분노했다.,그녀가 아프다는 것을 느꼈다.,그녀가 더 나아졌다는 것이었다.,신뢰감
1650,그는 함께 모여 있었다,주변 사람들은 안전하고 편안했다.,따라서 주변 사람들은 그의 존재를 느꼈다.,"그들 사이에 강한 유대감과 연결감이었다. 함께 있는 순간, 그들은 서로를 이해하고 지지해주는 친구들과 가족으로 느꼈다.",따뜻함을
1651,그는 냄새가 끔찍했다,주변 사람들은 불쾌하고 불편해했다.,그의 냄새를 느꼈다.,그의 존재감보다는 그 냄새 때문에 불편함을 느끼게 되었다.,"주변 사람들은 불쾌함을 느꼈는데, 왜냐하면 그는 냄새가 끔찍했기 때문이다."
1652,그는 복권을 구매했다,그 주변 사람들은 설레고 기대감에 가득 찼다.,그의 행운을 느꼈다.,"""그는 행운을 잘 만나는 사람이라고 생각했다.""","흥분된 것을 느꼈는데, 왜냐하면 그는 복권을 구매했기 때문이다."
1653,그는 변기 물을 내렸다,그 사람들은 불쾌함을 느꼈다.,냄새, 변기 물 소리와 함께 상쾌한 냄새였다.,불편한
1654,그는 자신의 차례가 왔다,그 주변 사람들은 기대감과 긴장감을 느꼈다.,긴장된 것을 느꼈다.,그는 자신의 책임감과 자신감으로 가득 찼다.,"부러움을 느꼈는데, 왜냐하면 그는 자신의 차례가 왔기 때문이다."
1655,그는 고양이를 반려동물로 키우고 있었다,"""주변 사람들은 그가 고양이를 키우는 것을 신기하게 생각했다.""",그는 고양이를 반려동물로 키우고 있었다. 따라서 주변 사람들은 그의 애정을 느꼈다.,그는 고양이를 사랑하고 책임감을 가지고 돌봄으로써 행복한 반려동물과의 삶을 즐기고 있다는 것이었다.,애정과 행복을
1656,그는 공을 잡았다,"""주변 사람들은 놀라거나 기뻐했다.""",안심된 것을 느꼈다.,그의 뛰어난 솜씨와 민첩성이었다.,"놀라운 것을 느꼈는데, 왜냐하면 그는 공을 잡았기 때문이다."
1657,그는 잘 자고 있었다,주변 사람들은 그의 안전을 걱정했다.,평온한 것을 느꼈다.,그는 피곤해 보이지 않았다.,부러움을
1658,그는 자신에게 보상했다,주변 사람들은 그가 자신에게 보상한 것을 긍정적으로 받아들였다.,그의 자신감과 자부심을 느꼈다.,그는 자신에게 보상했다. 따라서 주변 사람들이 느꼈던 것은 그의 자기중심적인 태도였다.,"주변 사람들은 부러움을 느꼈는데, 왜냐하면 그는 자신에게 보상했기 때문이다."
1659,그는 즐거운 밤을 보내고 있었다,주변 사람들은 그가 행복하고 즐거워하는 것을 보고 기뻐했다.,즐거움,행복과 만족감이었다. 그의 유쾌한 웃음소리와 밝은 표정은 주변 사람들에게 긍정적인 영향을 미치고 있었다. 함께 있는 이들도 자연스럽게 그의 기분을 공유하며 즐거운 시간을 보,부러움을
1660,그는 과학 시험이 있었다,그의 가족과 친구들은 걱정되고 긴장했다.,그는 긴장된 것을 느꼈다.,그는 열심히 공부하고 긴장한 모습이었다.,"긴장된 것을 느꼈는데, 왜냐하면 그는 과학 시험이 있었기 때문이다."
1661,그는 완벽한 반려견을 찾았다,"""그의 주변 사람들은 기뻤다.""",부러움,그의 행복과 만족감이었다.,행복함을
1662,그는 아기가 있었다,그 주변 사람들은 기뻤다.,애정과 책임감,그는 새로운 책임감과 사랑으로 가득 찬 삶이었다.,애정을
1663,그는 넘어져 팔이 부러졌다,"""주변 사람들은 그의 부상을 보고 충격과 걱정을 느꼈을 것이다.""",그는 아픔을 느꼈다.,"안타까움과 불안함이었다. 그들은 급히 응급실로 그를 옮겨가야 했고, 부상을 달래기 위해 모든 것을 하려 했다.","놀람을,"
1664,그는 누군가에게 말했다,"""그는 누군가에게 말했다""라는 사실에 대해 궁금해했다.",불안한 것을 느꼈다.,그는 무언가를 숨기고 있었을 것이라는 의심이 들었다.,"주변 사람들은 불안을 느꼈는데, 왜냐하면 그는 누군가에게 말했기 때문이다."
1665,그는 떠났다,주변 사람들은 슬퍼하고 안타까워했다.,그를 그리워했다.,그의 부재로 인한 공허함과 외로움이었다.,"다음의 빈칸을 채워보겠습니다: 주변 사람들은 슬픔을 느꼈는데, 왜냐하면 그는 떠났기 때문이다."
1666,그는 아기처럼 울었다,그를 보고 있는 주변 사람들은 불안해했다.,그는 상처를 받았을 것을 느꼈다.,그의 무력감과 절망이었다.,"주변 사람들은 공감을 느꼈는데, 왜냐하면 그는 아기처럼 울었기 때문이다."
1667,그는 그것을 저녁 식사로 먹었다,주변 사람들은 놀랐고 혼란스러웠다.,그의 선택이 이상하다고,그는 이상한 선택이었다. 그것은 일반적인 저녁 식사로는 생각되지 않았기 때문이다.,만족감을
1668,그는 자세히 살펴봤다,그는 궁금해하고 놀라워했다.,의심스러운,그는 깊이 관심을 가지고 있고 신중하게 판단하는 사람으로 여겨졌다.,"주변 사람들은 호기심을 느꼈는데, 왜냐하면 그는 자세히 살펴봤기 때문이다."
1669,그는 냄새가 정말 심했다,주변 사람들은 불쾌하고 냄새에 괴로워했다.,그는 냄새가 정말 심했다. 따라서 주변 사람들은 불쾌함을 느꼈다.,그의 냄새 때문에 피해를 입었다.,불쾌한
1670,그는 걷는 법을 배웠다,그 주변 사람들은 기뻤다.,그의 자신감과 성숙함을 느꼈다., 그의 자신감과 안정감이 늘어났다.,"주변 사람들은 안전을 느꼈는데, 왜냐하면 그는 걷는 법을 배웠기 때문이다."
1671,그는 첫 아기가 생겼다,"""주변 사람들은 기쁨과 축하의 감정을 느꼈다.""",기쁨을 느꼈다.,"기쁨과 책임감이었다. 새로운 가족 구성원이 생겨나면서 모두가 함께 기뻐했지만, 동시에 아기를 키우는 것에 대한 책임감도 함께 느꼈다.",기쁨을
1672,그는 물론이라고 말했다,주변 사람들은 놀라거나 놀랐을 것이다.,이에 동의했다.,그 그의 말에 대한 확신과 자신감이었다.,"주변 사람들은 당혹스러운 것을 느꼈는데, 왜냐하면 그는 물론이라고 말했기 때문이다."
1673,그는 아직 늦었다,주변 사람들은 실망하고 당황했다.,그의 도착이 불가피하다고,"그는 항상 시간을 지키지 않고, 다른 사람들의 일정을 방해하며 불편함을 주는 것이었다.","불안한/실망한/걱정한 것을 느꼈는데, 왜냐하면 그는 아직 늦었기 때문이다."
1674,그는 유튜브 동영상을 시청했다,"""그의 주변 사람들은 그가 흥미로운 동영상을 보고 즐거워하는 것으로 보였다.""",그는 집중해서 동영상을 시청했기 때문에 주변 사람들은 그의 집중력을 느꼈다.,"그는 매우 흥분한 모습이었고, 동영상에서 보여지는 것에 대해 열정적으로 이야기했다.","놀람을, 유익한 정보를"
1675,그는 그녀의 머리카락을 가지고 놀았다,그 사람들은 화가 났거나 불편해 했다.,그의 불쾌한 행동을,부드러운 미소와 따뜻한 사랑이었다.,불쾌한
