,input,A,B,B2,B3
960,그는 주의가 산만해졌다,그는 당황스러웠다.,집중력을 잃은 것을 느꼈다.,집중력이 떨어지고 일을 처리하는데 어려움을 겪었다.,"그는 당혹스러운 것을 느꼈는데, 왜냐하면 그는 주의가 산만해졌기 때문이다."
961,그는 그날 밤 잠이 들었다,그는 안도와 안정감을 느꼈다.,피곤함,"평소와는 다른 평온함이었다. 그의 마음은 안정되고, 몸은 편안했다.",아무런
962,그는 임신을 했다,그는 혼란스러웠다.,아이를 키운 것을 느꼈다.," 불안과 기쁨이었다. 그의 삶은 큰 변화를 맞이하게 되었고, 이에 대한 두려움과 기대가 함께했다.",당황한
963,그는 문자 메시지를 보내었다,그는 안도감을 느꼈다.,통제된 것을느꼈다.,전화로는 표현하기 어려운 감정을 표현할 수 있었다.,"그는 안도를 느꼈는데, 왜냐하면 그는 문자 메시지를 보내었기 때문이다."
964,그는 급여를 인상받았다,그는 기쁨을 느꼈다.,더 많은 돈을 벌어들일 수 있는 가능성,자신의 가치가 높아진 것이었다. 그는 더 많은 인정과 보상을 받을 만큼 자신의 능력과 업적을 인정받았다고 느꼈다.,기쁜
965,그는 새 것처럼 보였다,그는 기뻤던 것 같았다.,기쁨을,새로운 시작의 기쁨과 설렘이었다.,"그는 새로운 것을 느꼈는데, 왜냐하면 그는 새 것처럼 보였기 때문이다."
966,그는 영화 보는 것을 좋아했다,그는 영화를 보는 것을 즐겼다.,즐거움을,"흥미와 즐거움이었다. 그는 영화 속 캐릭터들과 이야기에 몰두하며 시간을 보내는 것을 즐겼고, 영화가 제공하는 다양한 감정과 경험을 느끼는 것을 좋아했다.","그는 행복한 것을 느꼈는데, 왜냐하면 그는 영화 보는 것을 좋아했기 때문이다."
967,그는 상자를 떨어뜨렸다,그는 실수했음을 깨달아 후회했다.,쾌감,안도와 안심이었다. 상자가 깨지지 않았고 내용물이 흘러나오지 않았기 때문에 그는 안도하며 안심했다.,아픈(really bad)
968,그는 애완견이 있었다,안정감과 행복을 느꼈다.,외로움,애완견과의 끈끈한 유대감과 책임감이었다.,"그는 고립된 것을 느꼈는데, 왜냐하면 그는 애완견이 있었기 때문이다."
969,그는 휴대폰을 떨어뜨렸다,그는 당황하고 실수한 기분이었다.,불안함을 느꼈다.,"단순한 실수와 함께 오는 당황과 불안이었다. 휴대폰이 깨지지 않았는지 확인하고 싶었지만, 그의 손은 이미 떨어뜨린 곳을 향해 뻗어 있었다.",당황한
970,그는 어두워지고 있었다,그는 불안과 두려움을 느꼈다.,쓸쓸함을 느꼈다.,고독과 두려움이었다. 어둠이 점점 짙어지면서 그의 마음도 더욱 무거워졌다.,"그는 불안한 것을 느꼈는데, 왜냐하면 그는 어두워지고 있었기 때문이다."
971,그는 새로운 친구를 많이 사귀게 되었다,그는 기쁘고 흥분했다.,외로움,외로움보다는 새로운 만남으로 인한 신선함과 흥분이었다.,행복한
972,그는 새 강아지가 생겼다,그는 기쁨과 흥분을 느꼈다.,행복한 것을 느꼈다.,"행복함과 책임감이었다. 새 강아지를 돌봐야 하는 책임감과 함께, 그의 마음은 새로운 가족 구성원에 대한 사랑으로 가득 찼다.",기쁜
973,그는 TV를 보고 싶어했다,그는 텔레비전을 보고 싶어서 흥분했다.,즐거움을 느꼈다.,최신 프로그램들을 놓치지 않고 싶은 갈망이었다.,"그는 안타까운 것을 느꼈는데, 왜냐하면 그는 TV를 보고 싶어했기 때문이다."
974,그는 반지를 돌려줬다,그는 안도감을 느꼈다.,후회된,"약간의 안도감과 해방감이었다. 그 동안 그의 소중한 물건을 잃어버려서 마음이 무거웠는데, 이제는 다시 찾았기 때문에 안도하고 더 이상 걱정할 필요가 없었다.","그는 책임감을 느꼈는데, 왜냐하면 그는 반지를 돌려줬기 때문이다."
975,그는 더 좋아 보였다,그는 기뻤다.,더 자신감을 느꼈다.,"불안함과 두려움이었다. 그의 자신감과 행복이 더 이상 보이지 않았고, 대신에 어둠과 불안이 그를 감싸고 있었다.","그는 변화된 것을 느꼈는데, 왜냐하면 그는 더 좋아 보였기 때문이다."
976,그는 자전거를 들고 있었다,그는 행복했다.,자유롭다,"자유와 경쾌함이었다. 그의 마음은 바람을 가르며 휘날리는 느낌을 느끼고 있었고, 자전거를 타고 있는 즐거움을 만끽하고 있었다.","그는 무거운 것을 느꼈는데, 왜냐하면 그는 자전거를 들고 있었기 때문이다."
977,그는 생각이 많았다,어지러웠고 혼란스러웠다.,고요함을 느꼈다.," 불안함과 혼란이었다. 그의 마음은 항상 여러 생각으로 인해 혼란스러웠고, 그로 인해 불안함을 느끼게 되었다.","그는 혼란된 것을 느꼈는데, 왜냐하면 그는 생각이 많았기 때문이다."
978,그는 아팠다,그는 고통스러웠다.,죽음,아픔과 불편함이었다. 그는 힘들게 일어서서 의사에게 도움을 요청했다.,"그는 고통을 느꼈는데, 왜냐하면 그는 아팠기 때문이다."
979,그는 동물원에 가고 싶어 했다,그는 흥분했다.,자유롭게 돌아다니는 것을 느꼈다.,흥분과 기대감이었다. 그는 동물들을 보고 싶어서 더 이상 참을 수 없었다.,"그는 흥분된 것을 느꼈는데, 왜냐하면 그는 동물원에 가고 싶어 했기 때문이다."
980,그는 내슈빌로 이사했다,그는 새로운 도시에서 기대감과 설렘을 느꼈다.,고독함을,새로운 도시에서의 새로운 시작과 기대감이었다.,"그는 새로운 시작을 느꼈는데, 왜냐하면 그는 내슈빌로 이사했기 때문이다."
981,그는 그녀에게 개요를 설명했다,그는 자신의 생각을 명확하게 전달했고 안도감을 느꼈다.,이해한, 그녀가 그의 설명을 이해하고 동의할 것이라는 확신과 안도였다.,"그는 안도된 것을 느꼈는데, 왜냐하면 그는 그녀에게 개요를 설명했기 때문이다."
982,그는 모든 친구를 만났다,그는 행복했다.,완전함을 느꼈다.,완전한 만족과 행복이었다.,"그는 행복한 것을 느꼈는데, 왜냐하면 그는 모든 친구를 만났기 때문이다."
983,그는 그녀의 손을 잡았다,그는 행복했다.,애정을,그녀와의 연결과 안정감이었다.,사랑을
984,그는 땀에 흠뻑 젖어 있었다,그는 땀에 흠뻑 젖어 있어서 불편했다.,그는 뜨거운 것을 느꼈다.,지침과 피로였다.,"그는 더위를 느꼈는데, 왜냐하면 그는 땀에 흠뻑 젖어 있었기 때문이다."
985,그는 드디어 완주했다,그는 뿌듯하고 만족했다.,자신에게 대한 자부심과 성취감을 느꼈다., 성취감과 만족감이었다. 그의 노력과 열정이 결실을 맺은 것에 대한 자부심으로 가득 찼다.,"그는 성취감을 느꼈는데, 왜냐하면 그는 드디어 완주했기 때문이다."
986,그는 야옹이에게 야옹거렸다,그는 안도하고 기쁨을 느꼈다.,평화롭고 안정된 것을 느꼈다.,야옹이가 그의 말을 이해하고 공감해주는 것 같았다.,"그는 불쾌한 것을 느꼈는데, 왜냐하면 그는 야옹이에게 야옹거렸기 때문이다."
987,그는 예산이 빠듯한 상황였다,그는 스트레스를 느꼈다.,긴장된 것을 느꼈다.,"긴장과 불안이었다. 그는 어떻게든 돈을 아껴야 했고, 그에게는 많은 압박감이 따랐다.",부족한
988,그는 자판기에 돈을 넣었다,그는 실망했다.,음료수를 느꼈다.,자판기에서 음료수를 선택할 때의 설레임과 기대감이었다.,아무런 것을
989,그는 연습이 필요했다,그는 실망했다.,성장의 중요성을 느꼈다.,노력과 인내가 필요하다는 것이었다.,"그는 부족함을 느꼈는데, 왜냐하면 그는 연습이 필요했기 때문이다."
990,그는 수동으로 고쳐야만 했다,그는 좌절했다.,자신이 더 많은 노력을 기울여야 한다는 것을 느꼈다.,자신의 능력에 대한 불안과 무력감이었다.,"그는 당혹스러운 것을 느꼈는데, 왜냐하면 그는 수동으로 고쳐야만 했기 때문이다."
991,그는 그날 밤 케이크를 만들었다,그는 그날 밤 행복했다.,만족함,"행복과 만족감이었다. 케이크를 만들면서 자신의 능력을 발휘하고, 사랑하는 사람들에게 특별한 선물을 줄 수 있음에 대한 자부심을 느꼈다.","그는 자부심을 느꼈는데, 왜냐하면 그는 그날 밤 케이크를 만들었기 때문이다."
992,그는 자신의 사생활을 보호했다,그는 안심했다.,초인적인,외부의 관심과 간섭으로부터 자유로웠다.,"그는 안도된 것을 느꼈는데, 왜냐하면 그는 자신의 사생활을 보호했기 때문이다."
993,그는 기다릴 만한 가치가 있었다,.그는 자부심과 만족감을 느꼈다.,희망,그의 기다림이 보상받을 가치가 있다는 확신이었다.,"그는 특별한 것을 느꼈는데, 왜냐하면 그는 기다릴 만한 가치가 있었기 때문이다."
994,그는 조부모님께 전화했다,그는 안정감과 안심을 느꼈다.,그는 안정을 느꼈다.,가족에 대한 그리움과 사랑이었다.,"그는 보람을 느꼈는데, 왜냐하면 그는 조부모님께 전화했기 때문이다."
995,그는 최근에 방문했다,그는 흥분했다.,그는 최근에 방문했다. 따라서 그는 그 곳의 분위기를 느꼈다.,불안함과 흥분이었다. 새로운 장소를 발견하고 새로운 사람들을 만나는 것은 항상 그에게 즐거움과 동시에 긴장감을 주었다.,"그는 흥분된 것을 느꼈는데, 왜냐하면 그는 최근에 방문했기 때문이다."
996,그는 함께 저녁을 먹었다,그는 행복했다.,배부른,그가 느꼈던 것은 안정감과 편안함이었다.,"그는 만족한 것을 느꼈는데, 왜냐하면 그는 함께 저녁을 먹었기 때문이다."
997,그는 어떤 일이 일어날지 알고 있었다,그는 불안하고 걱정스러웠다.,불안함을,"불안함과 예민함이었다. 그는 상황이 어떻게 전개될지 예측할 수 있었지만, 그에게는 제어할 수 없는 요소들이 존재했다.","그는 불안한 것을 느꼈는데, 왜냐하면 그는 어떤 일이 일어날지 알고 있었기 때문이다."
998,그는 그녀의 아랫입술을 깨물었다,그는 혼란스러웠다.,그녀가 아픔을 느끼는 것을 느꼈다.,그녀의 부드러운 입술과 함께 흐르는 달콤한 맛이었다.,"그는 흥분된 것을 느꼈는데, 왜냐하면 그는 그녀의 아랫입술을 깨물었기 때문이다."
999,그는 일하고 있었다,그는 바쁘고 일에 집중하고 있었다.,피곤한, 무거운 피로와 지침이었다.,"그는 피곤한 것을 느꼈는데, 왜냐하면 그는 일하고 있었기 때문이다."
1000,그는 체스 클럽에 가입했다,그는 흥분했다.,체스에 대한 열정과 새로운 도전을 느꼈다.,체스에 대한 열정과 흥분이었다. 그는 다른 회원들과 게임을 즐기고 전략을 연마하며 자신의 실력을 향상시키는 것에 흥미를 느꼈다.,"그는 흥분된 것을 느꼈는데, 왜냐하면 그는 체스 클럽에 가입했기 때문이다."
1001,그는 부모님과 대화를 나눴다,그는 안정감과 안도감을 느꼈다.,이해한 것을느꼈다.,부모님의 지혜와 사랑이었다.,"그는 안도된 것을 느꼈는데, 왜냐하면 그는 부모님과 대화를 나눴기 때문이다."
1002,그는 골똘히 생각했다,그는 혼란스러웠다.,해당, 더 나은 결정을 내리기 위해 더 많은 정보와 지식이 필요하다는 것이었다.,"그는 확신된 것을 느꼈는데, 왜냐하면 그는 골똘히 생각했기 때문이다."
1003,그는 새 학교로 전학해야 했다,그는 불안했다.,아쉬운,새로운 환경에 대한 불안과 적응해야 할 부담감이었다.,"그는 불안한 것을 느꼈는데, 왜냐하면 그는 새 학교로 전학해야 했기 때문이다."
1004,그는 파티에 초대했다,그는 기쁘고 흥분했다.,즐거움을 느꼈다.,기쁨과 흥분이었다. 파티에 가서 즐거운 시간을 보낼 것이라는 생각에 그의 마음은 설렜다.,"그는 특별한 것을 느꼈는데, 왜냐하면 그는 파티에 초대했기 때문이다."
1005,그는 어두워지기 시작했다,그는 불안했다.,위험한,절망과 두려움이었다.,"그는 불안한 것을 느꼈는데, 왜냐하면 그는 어두워지기 시작했기 때문이다."
1006,그는 그녀에게 뇌물을 줬다,그는 자신이 법을 어기고 부끄러웠다.,죄책감을 느꼈다.,죄책감과 불안이었다. 그의 행동이 부정적인 영향을 미칠 수 있다는 생각에 시달리며 자신을 비난했다.,죄책감을
1007,그는 학교에 필요한 물품을 구했다,그는 안도감을 느꼈다.,만족함을 느꼈다.,만족감이었다. 학교에 필요한 물품을 구해서 안심하고 공부에 집중할 수 있게 되었기 때문에 그는 만족감을 느꼈다.,"그는 만족한 것을 느꼈는데, 왜냐하면 그는 학교에 필요한 물품을 구했기 때문이다."
1008,그는 차에 부딪혔다,그는 놀랐고 당황했다.,초조한 것을 느꼈다.," 뜨거운 통증이었다. 그는 차에 부딪힌 순간 몸 전체를 휘둘렀고, 이어서 뜨거운 통증이 올라왔다.",아픈
1009,그는 매니저로 승진했다,그는 기뻤다.,성취감을 느꼈다.,"성취감과 자신감이었다. 그의 열심힘과 노력이 보람을 주고, 앞으로의 경력에 대한 자신감을 심어주었다.",기쁨을
1010,그는 수축을 느꼈다,그는 놀랐다.,불안한 것을 느꼈다.,그의 심장이 빠르게 뛰는 것이었다.,아프게
1011,그는 학교에서 남을 괴롭혔다,그는 자신이 남을 괴롭히는 행위에 대해 후회하고 죄책감을 느꼈다.,그는 외로움을 느꼈다.,외로움과 무력감이었다.,"그는 분노를 느꼈는데, 왜냐하면 그는 학교에서 남을 괴롭혔기 때문이다."
1012,그는 지금 집에 가는 중였다,그는 안도감과 안정감을 느꼈다.,안도함,피곤함과 안도였다. 오늘 하루 일을 다 마치고 집으로 돌아가는 것에 안도감을 느끼면서도 몸은 피로로 지쳐 있었다.,"그는 피곤한 것을 느꼈는데, 왜냐하면 그는 지금 집에 가는 중였기 때문이다."
1013,그는 집에 도착했다,그는 안심하고 안정감을 느꼈다.,안전한 것을 느꼈다., 안도와 안정감이었다. 집으로 돌아와서 그는 마침내 편안함을 느꼈다.,"그는 안도된 것을 느꼈는데, 왜냐하면 그는 집에 도착했기 때문이다."
1014,그는 울기 시작했다,그는 슬픔과 절망에 휩싸였다.,그는 슬픔을 느꼈다.,"압도된 슬픔과 외로움이었다. 그의 눈물은 흘러내리고, 가슴은 아프게 뛰었다.",슬픈
1015,그는 학교에 다니고 있었다,그는 학교에 다니고 있을 때 흥분했다.,공부하는 것을 느꼈다., 끊임없는 공부와 시험으로 인한 스트레스였다.,"그는 불안한 것을 느꼈는데, 왜냐하면 그는 학교에 다니고 있었기 때문이다."
1016,그는 한 입 크게 물었다,그는 궁금하고 놀라서 한 입 크게 물었다.,놀란 것을 느꼈다.,불안과 두려움이었다.,아픈
1017,그는 자신이 가장 좋아하는 것을 골랐다,그는 기뻤다.,만족함,자신의 선택에 대한 자부심과 만족감이었다.,"그는 흥분된 것을 느꼈는데, 왜냐하면 그는 자신이 가장 좋아하는 것을 골랐기 때문이다."
1018,그는 우유를 잊어버렸다,그는 실수한 것을 후회하고 답답해했다.,빈칸: 실수,허기와 걱정이었다. 아침 식사를 준비하려고 했지만 우유가 없어서 당황했다.,"그는 배고픈 것을 느꼈는데, 왜냐하면 그는 우유를 잊어버렸기 때문이다."
1019,그는 이상한 냄새가 났다,그는 불쾌하고 걱정스러웠다.,"""그는 이상한 냄새가 났다. 따라서 그는 무언가 이상한 것을 느꼈다.""",뭔가가 타고나는 냄새였다.,"그는 불쾌한 것을 느꼈는데, 왜냐하면 그는 이상한 냄새가 났기 때문이다."
1020,그는 병가를 내야 했다,그는 실망하고 불안했다.,책임감, 안도와 안정감이었다. 그는 몸을 쉬고 회복할 수 있는 시간을 가질 수 있어서 마음이 편안했다.,아픈
1021,그는 가입하고 싶어 했다,그는 흥분했다.,그는 가입하고 싶어 했다. 따라서 그는 설레는 것을 느꼈다.,끊임없는 열망이었다. 그는 그 단체에 속해있는 것을 상상하며 끊임없이 열망했다.,"그는 호기심을 느꼈는데, 왜냐하면 그는 가입하고 싶어 했기 때문이다."
1022,그는 좋은 냄새가 났다,그는 기분 좋았다.,그는 꽃을 느꼈다., 안정감과 안락함이었다.,"그는 행복한 것을 느꼈는데, 왜냐하면 그는 좋은 냄새가 났기 때문이다."
1023,그는 자신의 신발을 찾을 수 없었다,그는 당황하고 좌절했다.,무언가 부족한 것을 느꼈다.," 당황과 불안이었다. 그는 어디서 자신의 신발을 놓고 왔는지를 기억하지 못했고, 이제 발이 아프기 시작했다.",아쉬운
1024,그는 새로운 개를 살았다,그는 행복했다.,책임감,"새로운 책임감과 행복함이었다. 새로운 가족 구성원을 돌보고 사랑하는 책임은 그에게 큰 만족감을 주었고, 새로운 개와 함께 보내는 시간은 그에게 큰 기쁨을 주었다.","그는 행복한 것을 느꼈는데, 왜냐하면 그는 새로운 개를 살았기 때문이다."
1025,그는 서핑을 하러 갔다,그는 흥분했다.,자연과의 조화를 느꼈다., 자유와 즐거움이었다. 파도를 타며 자연과 하나가 된 듯한 느낌을 받았다.,"그는 설레임을 느꼈는데, 왜냐하면 그는 서핑을 하러 갔기 때문이다."
1026,그는 기타를 연주했다,음악을 연주하며 행복했다.,음악을 연주하는 것을 느꼈다., 음악으로 표현하는 즐거움과 안정감이었다.,"그는 즐거움을 느꼈는데, 왜냐하면 그는 기타를 연주했기 때문이다."
1027,그는 밑바닥에서 영웅으로 거듭났다,그는 자신감과 자부심을 느꼈다.,자신이 할 수 있는,그가 어려움을 극복하고 성공을 이루었을 때의 자부심과 만족감이었다.,"그는 자부심을 느꼈는데, 왜냐하면 그는 밑바닥에서 영웅으로 거듭났기 때문이다."
1028,그는 수학 숙제를 했다,그는 뿌듯했다.,완료된 것을 느꼈다.,성취감과 안도감이었다.,"그는 성취감을 느꼈는데, 왜냐하면 그는 수학 숙제를 했기 때문이다."
1029,그는 비밀을 지켰다,그는 안도와 안정감을 느꼈다.,그는 안도된 것을 느꼈다.,"그가 누군가와 가까워질 때마다 거짓말을 해야 했고, 그로 인해 상처받을까봐 두려움이었다.","그는 안도된 것을 느꼈는데, 왜냐하면 그는 비밀을 지켰기 때문이다."
1030,그는 매일 밤 울었다,그는 매일 밤 우울했다.,외로운 것을 느꼈다.,"외로움과 절망이었다. 그의 마음은 괴롭고 상처받았고, 무엇을 해도 그의 슬픔을 달래줄 수 없었다.","그는 슬픔을 느꼈는데, 왜냐하면 그는 매일 밤 울었기 때문이다."
1031,그는 성적이 올랐다,그는 기뻤다.,자신의 노력이 더해져 성과를 얻은 것을 느꼈다.,자신에 대한 자신감과 성취감이 커졌다.,기뻤던
1032,그는 총을 가져왔다,그는 두려움을 느꼈다.,위험한,두려움과 위협이었다.,공포를
1033,그의 아기가 태어날 예정였다,그는 기쁨과 설렘으로 가득했다.,기쁨과 두려움을 함께 느꼈다.,"기쁨과 두려움이었다. 새로운 책임과 부모로서의 역할에 대한 불안도 있었지만, 아기가 태어나면서 그의 삶은 완전히 변화될 것이라는 생각에 희망과 기대도 가득했다.","그는 설레임을 느꼈는데, 왜냐하면 그의 아기가 태어날 예정였기 때문이다."
1034,그는 오늘 결혼했다,그는 크게 기뻤다.,행복한,행복과 안정감이었다. 새로운 삶을 시작하는 기쁨과 두려움도 함께 느끼고 있었을 것이다.,행복한
1035,그는 새 안경이 필요했다,그는 실망했다.,시력이 점점 안 좋아진다.,안경을 새로 사야 한다는 필요성이었다. 그는 시력이 점점 약해지고 있었기 때문에 안경을 바꿔야 한다는 생각이 들었다.,"그는 시야가 흐릿한 것을 느꼈는데, 왜냐하면 그는 새 안경이 필요했기 때문이다."
1036,그는 피자를 먹고 싶어했다,그는 배가 고파서 기뻤다.,배고픔,허기와 만족감이었다.,"그는 배고픈 것을 느꼈는데, 왜냐하면 그는 피자를 먹고 싶어했기 때문이다."
1037,그는 하루 종일 잠만 잤다,그는 지루하고 나태하게 느꼈다.,아무것도,피곤함과 무기력함이었다.,"아무런 피로를 느꼈는데, 왜냐하면 그는 하루 종일 잠만 잤기 때문이다."
1038,그는 퀴즈에 실패했다,그는 실망했다.,실망함을 느꼈다.,실망과 좌절이었다. 그는 자신의 능력에 대한 불안감과 자책감을 느끼며 어떻게 다시 시도해야 할지 고민했다.,실망한
1039,그는 학교 공부도 더 잘했다,그는 자신감을 느꼈다.,자신이 더 열심히 공부해야 한다는 것을 느꼈다.,자신감과 성취감이 커졌다.,"그는 자신에게 더 자신감을 느꼈는데, 왜냐하면 그는 학교 공부도 더 잘했기 때문이다."
1040,그는 이제 막 운전면허를 취득했다,그는 기쁘고 흥분했다.,자유와 독립을 느꼈다.,"자유와 독립감이었다. 처음으로 자동차를 타고 여행을 떠나보고 싶었고, 새로운 장소들을 발견하고 싶었다.",기쁨을
1041,그는 그녀에게 고개를 절레절레 흔들었다,그는 당황했다.,죄책감을 느꼈다.,그녀에게 대한 존경과 공손함이었다.,"그는 당혹한 것을 느꼈는데, 왜냐하면 그는 그녀에게 고개를 절레절레 흔들었기 때문이다."
1042,그는 트럭에서 떨어졌다,그는 충격과 두려움을 느꼈다.,쓰러진 것을 느꼈다.,"쓰러지는 순간의 공포와 아픔이었다. 그의 몸은 지면과의 충격으로 떨리며, 어둠 속으로 떨어져 가는 느낌이었다.",아픈
1043,그는 스트레스를 줄였다,그는 안도하고 안정감을 느꼈다.,편안함을느꼈다.,평온함과 안정감이었다.,안도한
1044,그는 티끌만큼 신경을 썼다,그는 무시당한 것처럼 실망했다.,소중한,그의 노력과 주의가 무시되었다는 분노였다.,"그는 만족함을 느꼈는데, 왜냐하면 그는 티끌만큼 신경을 썼기 때문이다."
1045,그는 새 학교를 시작했다,그는 불안했다.,불안한 것,"새로운 환경에 대한 불안과 설렘이었다. 처음으로 만나는 새로운 친구들과 함께 하는 첫 수업, 모든 것이 새롭고 낯설었다.하지만 그는 이 변화를 긍정적으로 받아들이고 적응해 나갔다.","그는 긴장된 것을 느꼈는데, 왜냐하면 그는 새 학교를 시작했기 때문이다."
1046,그는 시간이 충분했다,그는 안도감을 느꼈다.,아무런 압박 없이 자유롭게 행동할 수 있었다.,앞으로 할 일에 대한 걱정이 없었다.,"그는 안도한 것을 느꼈는데, 왜냐하면 그는 시간이 충분했기 때문이다."
1047,그는 자신만의 방식이 있었다,"자신만의 방식이 있었을 때, 그는 자랑스러웠다.",차별화된(unique), 그의 독특한 접근 방식으로 인해 다른 사람들과는 조금 다른 감정이었다.,"그는 어떤 감정을 느꼈는데, 왜냐하면 그는 자신만의 방식이 있었기 때문이다."
1048,그는 그녀를 봤다,그는 그녀를 보고 기쁨을 느꼈다.,그녀를 좋아하는 것을 느꼈다.,불안과 설렘이었다.,"그는 사랑을 느꼈는데, 왜냐하면 그는 그녀를 봤기 때문이다."
1049,그는 예기치 않게 곤경에 처했다,그는 당황했다.,불안한 것을 느꼈다.,전혀 예상치 못한 충격과 불안이었다.,"그는 당혹스러운 것을 느꼈는데, 왜냐하면 그는 예기치 않게 곤경에 처했기 때문이다."
1050,그는 시도했다,그는 자신감을 느꼈다.,성공적으로___것을 느꼈다., 무언가를 이루기 위한 강한 욕구였다. 그는 자신의 목표를 달성하기 위해 최선을 다할 것이라고 결심했다.,"그는 성취감을 느꼈는데, 왜냐하면 그는 시도했기 때문이다."
1051,그는 자동차에 부딪혔다,그는 충격과 놀라움을 느꼈다.,위험한 것을 느꼈다.,"공포와 충격이었다. 그 순간에는 아무것도 생각할 수 없었고, 몸은 떨리고 마음은 혼란스러웠다.",아픈
1052,그는 너무 행복해 보였다,.,만족한,평온함과 만족감이었을 것이다.,아무런 것을
1053,그는 헬스장 가는 것을 그만뒀다,그는 실망했다.,운동을 더이상 소홀히 하지 않아도 된다.,운동을 하지 않아서 근육이 약해진다는 불안감과 건강이 나빠질까봐 걱정하는 마음이었다.,"그는 후회하는 것을 느꼈는데, 왜냐하면 그는 헬스장 가는 것을 그만뒀기 때문이다."
1054,그는 한 남자를 만났다,"""그는 호기심과 기대감으로 가득 찼다.""",사랑하는 것,"불안함과 호기심이었다. 그 남자는 이상하게도 자신의 미래를 예언했고, 그 말이 사실인지 아닌지에 대한 의구심이 들었다.","그는 특별한 것을 느꼈는데, 왜냐하면 그는 한 남자를 만났기 때문이다."
1055,그는 수업을 잘못 들었다,그는 실망했다.,어리석은,수업에 대한 혼란과 당황이었다.,아쉬운
1056,그는 그 결과 직불 카드를 분실했다,그는 당황하고 불안했다.,속상한 것을 느꼈다.,실망과 당황이었다. 그는 어떻게 이런 실수를 저질렀는지 자신조차 이해할 수 없었다.,"그는 안타까운 것을 느꼈는데, 왜냐하면 그는 그 결과 직불 카드를 분실했기 때문이다."
1057,그는 울음을 그치지 않았다,그는 절망적이고 슬픈 기분이었다.,그는 슬픔을 느꼈다.,고요함이 아니라 슬픔과 절망이었다.,"그는 슬픈 것을 느꼈는데, 왜냐하면 그는 울음을 그치지 않았기 때문이다."
1058,그는 맛있다고 생각했다,그는 기쁘고 만족했다.,만족함,만족감이었다. 그는 맛있는 음식을 먹은 후에 행복한 기분이 들었다.,"그는 만족한 것을 느꼈는데, 왜냐하면 그는 맛있다고 생각했기 때문이다."
1059,그는 요새를 건설했다,그는 자부심을 느꼈다.,자부심을 느꼈다., 놀라움이었다. 새로운 건축물이 자리를 잡고 있는 모습을 보며 그는 놀라움을 금치 못했다.,"그는 자부심을 느꼈는데, 왜냐하면 그는 요새를 건설했기 때문이다."
1060,그는 다음 날 도착했다,그는 안도감과 기쁨을 느꼈다.,그는 피곤한 것을 느꼈다., 무거운 피로와 지침이었다. 그는 긴 여행을 마치고 휴식이 필요했다.,"그는 불안한 것을 느꼈는데, 왜냐하면 그는 다음 날 도착했기 때문이다."
1061,그는 자외선 차단제를 잊어버렸다,그는 실수한 것을 후회했다.,피부가 타는 것을 느꼈다.,피부가 뜨거워지고 화상을 입을 것 같은 느낌이었다. 그는 자외선 차단제를 바르지 않은 채로 오랫동안 햇볕에 노출되어서 피부가 따끔거리고 아프게 느껴졌다,불편한
1062,그는 방금 집에 도착했다,그는 안도감과 안정감을 느꼈다.,피곤한 것을 느꼈다.,"피로와 지침이었다. 오랜 시간을 운전하고 왔기 때문에 그는 피곤함을 느꼈고, 집으로 도착해서 편안한 휴식을 취하고 싶어했다.","그는 피곤한 것을 느꼈는데, 왜냐하면 그는 방금 집에 도착했기 때문이다."
1063,그는 크리스마스 파티가 있었다,그는 기쁘고 흥분했다.,즐거움을 느꼈다.,기쁨과 설렘이었다. 파티에 참석해서 친구들과 함께 시간을 보낼 수 있어서 그는 기쁨 속에서 파티를 기다렸다.,"그는 흥분된 것을 느꼈는데, 왜냐하면 그는 크리스마스 파티가 있었기 때문이다."
1064,그는 염색을 하고 싶어 했다,그는 기대와 호기심으로 가득했다.,변화된,자신의 모습을 바꾸고 싶은 강한 욕망과 기쁨이었다.,"그는 불만을 느꼈는데, 왜냐하면 그는 염색을 하고 싶어 했기 때문이다."
1065,그는 그녀에게 미소를 지었다,그는 행복했다.,그는 행복한 것을 느꼈다.,그녀에 대한 애정과 행복이었다.,사랑하는
1066,그는 아기에게 선물을 줬다,그는 행복했다.,행복한,아이에 대한 애정과 책임감이었다.,"그는 행복한 것을 느꼈는데, 왜냐하면 그는 아기에게 선물을 줬기 때문이다."
1067,그는 어쨌든 운전을 했다,그는 불안했다.,책임을 느꼈다.," 놀람과 불안함이었다. 그는 처음으로 긴급한 상황에서 운전을 해야 했고, 그로 인해 많은 압박감을 느꼈다.","그는 죄책감을 느꼈는데, 왜냐하면 그는 어쨌든 운전을 했기 때문이다."
1068,그는 데이트를 시작했다,그는 흥분했다.,사랑에 빠진 것을 느꼈다.,로맨틱한 분위기와 설레임이었다.,사랑을
1069,그는 문자를 받았다,그는 기쁨과 호기심으로 가득했다.,불안한 것을 느꼈다.,전혀 예상치 못한 놀람과 기쁨이었다. 그는 손으로 편지를 열어 안을 살펴보았다.,"그는 기쁨을 느꼈는데, 왜냐하면 그는 문자를 받았기 때문이다."
1070,그는 그녀에게 돈을 줬다,그는 자부심을 느꼈다.,그는 대신적인 것을 느꼈다.,그녀가 그에게 의지하고 있다는 것을 느꼈다.,죄책감을
