,input,A,B
1280,그는 심하게 화상을 입었다,고통스럽다,고통받다
1281,그는 다이어트를 시작했다,건강을 중요시한다,결단력 있다
1282,그는 자판기에서 탄산음료를 가져왔다,간단한 사람이다,간단하다
1283,그는 기분이 나아졌다,기쁘다,행복하다
1284,그는 메모를 받았다,중요한 정보를 받았다,궁금하다
1285,그는 시험을 놓쳤다,실망스럽다,실수를 한다
1286,그는 강아지를 데려왔다,다정하다,애착있다
1287,그는 퇴근 후 집에 돌아왔다,피곤하다,피곤하다
1288,그는 너무 즐겼다,방심하고 있다,흥분하다
1289,그는 수영하러 갔다,활동적이다,즐겁다
1290,그는 새 매트리스를 구입했다,편안함을 추구한다,편안하다
1291,그는 머리를 긁적였다,당황스러워 보인다,당황하다
1292,그는 할머니를 방문했다,가정적이다,따뜻하다
1293,그는 대사를 잊어버렸다,건망증이 있다,당황하다
1294,그는 그녀를 닮은 것 같았다,유전적으로 연관이 있다,애정 어리다
1295,그는 한 입 베어물었다,굶주린 모습이다,굶주리다
1296,그는 엄지손가락을 빨고 있었다,불안해 보인다,긴장되다
1297,그는 이 아이템에 대한 리콜을 진행했다,책임감이 있다,책임감 있다
1298,그는 돈이 좀 필요했다,어려움에 처했다,어렵다
1299,그의 말이 맞았다,올바르다,현명하다
1300,그는 순진무구했다,순진하다,경솔하다
1301,그는 옷장을 업데이트했다,유행을 따른다,세련되다
1302,그는 집에 가자고 했다,휴식이 필요하다,지루하다
1303,그는 새로운 기록을 세웠다,엄청난 실력을 가지고 있다,자랑스럽다
1304,그는 어쨌든 그것을 먹었다,용감하다,용감하다
1305,그는 술을 마셨다,취한 상태다,취하다
1306,그는 큰 소리가 들었다,놀라웠다,놀라다
1307,그는 안 좋아 보였다,우울하다,우울하다
1308,그는 생산성을 향상시켰다,능률적이다,능률적이다
1309,그는 길을 잘못 들어섰다,방향감이 없다,당황하다
1310,그는 고등학교를 졸업했다,똑똑하다,자랑스럽다
1311,그는 할로윈 파티에 초대받았다,사교적이다,흥분하다
1312,그는 그것을 페이스북에 게시했다,사교적이다,자랑스럽다
1313,그는 셔츠에 와인을 엎질렀다,어설프다,어설프다
1314,그는 호텔을 예약했다,여행을 즐긴다,철저하다
1315,그는 단 것을 너무 많이 먹었다,탐욕스럽다,달달한 것을 좋아한다
1316,그는 인사를 했다,친근하다,친근하다
1317,그는 성적표를 받았다,학업적으로 성공했다,기뻐한다
1318,그는 조난당한 고양이를 도왔다,자비롭다,친절하다
1319,그는 다음 단계로 도약했다,성공적이고 발전한다,성장하다
1320,그는 새 애완동물을 얻었다,애정심이 많다,행복하다
1321,그는 차를 마셨다,취한 상태,취하다
1322,그는 구매를 원했다,소비욕이 강하다,소비욕이 강하다
1323,그는 휴대폰을 반납했다,성실하다,책임감 있다
1324,그는 하루 종일 아무것도 먹지 않았다,괴팍하다,배고프다
1325,그는 라이터를 다시 가져왔다,불을 붙이려고 한다,신중하다
1326,그는 친구를 이겼다,경쟁적이다,경쟁적이다
1327,그는 바지를 적셨다,꾸준하다,꼼꼼하다
1328,그는 학교가 끝나면 집으로 돌아갔다,일상적이다,집안일을 열심히 한다
1329,그는 다른 발로 발차기를 했다,서투르다,서투르다
1330,그는 머리가 짧았다,깔끔하다,깔끔하다
1331,그는 레드 와인을 엎질렀다,어설프다,어설프다
1332,그는 대머리가 되었다,나이가 들었다,나이들다
1333,그는 유모차에서 장난감을 던졌다,까칠하다,괴롭힌다
1334,그는 교통사고를 당했다,불행하다,다치다
1335,그는 팔굽혀펴기를 했다,체력이 좋다,근육질이다
1336,그는 친구를 만났다,사교적이다,행복하다
1337,그는 풍선을 받았다,기쁘다,행복하다
1338,그는 팁을 남겼다,관대하다,관대하다
1339,그는 손톱을 물어뜯었다,긴장되어 있다,긴장하다
1340,그는 다리를 흔들었다,초조하다,초조하다
1341,그는 반려동물을 입양했다,관대하다,관대하다
1342,그는 빠르게 발길질했다,서둘러서 바쁘다,활동적이다
1343,그는 네가 편지를 보내줘서 고마워했다,감사하다,감사한다
1344,그는 순간을 몇 시간처럼 느꼈다,긴장되었다,긴장하다
1345,그는 어쨌든 하나를 구입했다,결단력이 있다,결단력 있다
1346,그는 전공을 바꿨다,결단력이 있다,변화를 추구한다
1347,그는 버스를 놓쳤다,당황스럽다,서둘러야 한다
1348,그는 아무것도 걱정하지 않았다,무관심하다,무관심하다
1349,그는 뭔가 고약한 냄새가 났다,냄새가 나다,몸이 아프다
1350,그는 친구를 때렸다,공격적이다,화가 나있다
1351,그는 개를 데려왔다,애완동물을 좋아한다,애완 동물을 좋아한다
1352,그는 남편을 잃었다,슬프다,슬프다
1353,그는 심지어 동전 지갑도 만들었다,창의적이다,창의적이다
1354,그는 공원에 가고 싶어 했다,산책을 좋아하다,산책을 좋아한다
1355,그는 데이트를 하러 가는 중였다,설레는 모습이다,행복하다
1356,그는 재미있는 소리를 내었다,유머러스하다,재미있다
1357,그는 자동차 키를 찾을 수 없었다,당황스럽다,답답하다
1358,그는 온라인 검색을 했다,호기심이 많다,호기심 많다
1359,그는 자신의 아버지를 찾았다,감격스럽다,감격하다
1360,그는 목표물을 놓쳤다,실수를 한다,실수를 하다
1361,그는 배낭을 챙겼다,여행을 좋아한다,여행간다
1362,그는 인형을 찾았다,기쁘다,기뻐한다
1363,그는 정말 늦었다,부주의하다,부주의하다
1364,그는 안경을 찾았다,재치있다,안도하다
1365,그는 스스로를 진정시켰다,자제력이 강하다,안정되다
1366,그는 감자튀김을 주문했다,간단한 식사를 선호한다,간단하다
1367,그는 아기 이름을 지었다,부모가 되었다,책임감 있다
1368,그는 할로윈 파티에 초대했다,사교적이다,활발하다
1369,그는 자신의 헤어와 메이크업을 직접 했다,자립적이다,자신감 넘친다
1370,그는 결국 굴복했다,양보하는 타입이다,양보한다
1371,그는 대화를 원했다,사교적이다,사교적이다
1372,그는 어느 날 밤 잠이 들었다,피곤하다,피곤하다
1373,그는 더 좋은 아이디어가 있었다,창의적이다,창의적이다
1374,그는 스노클링을 하러 갔다,모험을 즐긴다,모험을 즐긴다
1375,그는 엄지손가락을 사용했다,긍정적이다,혁신적이다
1376,그는 깁스를 했다,다친 것 같다,다치다
1377,그는 머리를 다쳤다,다친 상태다,아프다
1378,그는 입술을 씹었다,긴장되어 있다,긴장하다
1379,그는 잿더미에서 부활했다,강인하다,놀랍다
1380,오늘은 그의 결혼식 날였다,행복하다,행복하다
1381,그는 또다른 아기가 있었다,부모가 된 것 같다,부럽다
1382,그도 그녀를 좋아했다,연민을 느끼다,로맨틱하다
1383,그는 새 차가 필요했다,부유하다,욕심많다
1384,그는 그녀의 입술을 적셨다,로맨틱하다,로맨틱하다
1385,그는 그녀의 얼굴을 쓰다듬었다,로맨틱하다,로맨틱하다
1386,그는 커피를 엎질렀다,어설프다,어설프다
1387,그는 토론에 참여했다,적극적이다,적극적이다
1388,그는 그물을 찾았다,기쁘다,능숙하다
1389,그는 독감 진단을 받았다,아프다,아픈다
1390,그는 땅콩 알레르기가 있었다,주의를 기울여야 한다,신중하다
1391,그는 약속 일정을 다시 잡았다,신뢰할 만하다,책임감 있다
1392,그는 새로운 사람을 만났다,호기심이 많다,호기심 많다
1393,그는 발톱을 드러내었다,격분하다,위협적이다
1394,그가 그녀를 데리러 왔다,로맨틱하다,친절하다
1395,그는 메스꺼움을 느꼈다,역겨운 것을 싫어한다,역겹다
1396,그는 여자친구와 데이트했다,로맨틱하다,로맨틱하다
1397,그는 동생에게 전화했다,친근하다,다정하다
1398,그는 임신 9개월였다,임신 중이다,차분하다
1399,그는 가방을 떨어뜨렸다,부주의하다,어설프다
1400,그는 그것을 어디든 가지고 다녔다,소중하게 여긴다,꼼꼼하다
1401,그는 규칙을 설명했다,이해하기 쉽다,이해심 깊다
1402,그는 학교에 우산을 가져갔다,신중하다,신중하다
1403,그는 인터넷을 검색했다,호기심이 많다,호기심 많다
1404,그는 다음날이 마감일였다,스트레스를 받고 있다,초조하다
1405,그는 와인을 엎질렀다,어설프다,어설프다
1406,그는 닻을 내렸다,안정적이다,안정되다
1407,그는 거의 끝났다,지쳤다,지쳐 보인다
1408,그는 그녀를 두드렸다,화가 난다,화가 나다
1409,그는 잘못 짚었다,혼란스럽다,혼란스럽다
1410,그는 제한 속도를 초과하여 운전했다,위험부담을 무시한다,위험부담을 감수한다
1411,그는 혈장을 기증했다,관대하다,관대하다
1412,그는 메시지를 보내었다,소통을 중요시한다,소통을 중요시한다
1413,그는 주머니를 확인했다,불안해 보인다,걱정스럽다
1414,그는 온라인으로 파일을 업로드했다,디지털에 익숙하다,디지털에 능숙하다
1415,그는 그녀의 일을 망쳐 크게 실망시켰다,책임이 없다,무능하다
1416,그는 질문에 대한 답변을 드렸다,친절하다,친절하다
1417,그는 마침내 태어났다,신비롭다,새로운 시작을 한다
1418,그는 한 잔 더 마시고 싶어 했다,탐욕스럽다,술 좋아한다
1419,그는 고양이에게 캣닙을 줬다,친근하다,관대하다
1420,그는 새 노트북을 구입했다,현명하다,행복하다
1421,그는 속임수를 썼다,부정직하다,부정직하다
1422,그는 TV를 보고 있었다,휴식이 필요하다,게으르다
1423,그는 온 바닥에 쏠았다,절망적이다,지루하다
1424,그는 핫도그 먹기 대회에 참가했다,대담하다,배고프다
1425,그는 무대 공포증이 있었다,무서움을 겪다,무서워한다
1426,그는 멀리 있는 물체를 볼 수 있었다,시력이 좋다,시력이 좋다
1427,그는 집으로 돌아가는 길을 찾았다,지적이다,만족하다
1428,그는 자신의 능력을 키웠다,자신감이 있다,자신감 넘친다
1429,그는 초인종을 눌렀다,기다리다,교양있다
1430,그는 발목을 뼜다,서투르다,다치기 쉽다
1431,그는 그녀를 밀쳐내었다,무례하다,무모하다
1432,그는 그녀에게 빵을 줬다,관대하다,관대하다
1433,그는 자판기에서 사탕을 꺼내었다,달콤하다,달콤하다
1434,그는 독감 예방 주사를 맞았다,예방에 신경을 쓴다,건강을 중요시한다
1435,그는 섹터에서 건물을 발견했다,탐험가다,궁금하다
1436,그는 자전거에서 떨어졌다,불안정하다,서투르다
1437,그는 책을 돌려받았다,교양이 있다,만족하다
1438,그는 침실을 청소했다,깔끔하다,꼼꼼하다
1439,그는 얼음판 위에서 미끄러졌다,조심하지 않다,조심스러다
1440,그는 기분이 훨씬 나아졌다,안도하다,즐겁다
1441,그는 수건을 가져왔다,깨끗하다,예의바르다
1442,그는 졸리다고 느꼈다,피곤하다,피곤하다
1443,그는 얼룩이 생겼다,조심스럽다,지저분하다
1444,그는 새 가구를 구입했다,소비적이다,부유하다
1445,그는 슬퍼 보였다,우울하다,우울하다
1446,그는 처음에는 좋아했다,호의적이다,호의적이다
1447,그는 실수로 베였다,어리석다,어설프다
1448,그는 밖에서 추위를 느꼈다,추위를 타다,춥다고 말한다
1449,그는 사고를 일으켰다,부주의하다,부주의하다
1450,그는 함께 웃었다,친근하다,쾌활하다
1451,그는 스카이다이빙을 하러 갔다,모험심이 강하다,용감하다
1452,그는 새 휴대폰을 받았다,기쁘다,기쁘다
1453,그는 어쨌든 가기로 결정했다,결단력이 있다,결단력 있다
1454,그는 그녀의 뺨을 쓰다듬었다,애정을 표현한다,로맨틱하다
1455,그는 어지럽었다,혼란스럽다,혼란스럽다
1456,그는 술을 많이 마셨다,술에 취한 모습이다,취하다
1457,그는 매니큐어를 받았다,섬세하다,깔끔하다
1458,그는 일격을 가했다,강력하다,강력하다
1459,그는 아침을 먹었다,건강하다,건강하다
1460,그는 페디큐어를 받았다,자기 관리에 신경을 쓴다,손좀 많이 낸다
1461,그는 밴드를 시작했다,음악적인 것을 즐긴다,음악적이다
1462,그는 볼륨을 높였다,활동적이다,활기차다
1463,그는 새 라켓을 구입했다,취미가 있다,스포츠를 좋아한다
1464,그는 새 직장이 생겼다,행운아이다,흥분하다
1465,그는 알람이 울려도 잠을 자지 않았다,불면증이 있다,불면증이다
1466,그는 식료품 쇼핑을 하러 갔다,집안일을 잘한다,배고프다
1467,그는 유튜브에서 동영상을 시청했다,현대적이다,흥미진진하다
1468,그는 학교를 그리워 했다,향수에 젖다,애정 어리다
1469,그는 내일 시험이 있었다,준비가 되어 있지 않다,긴장하다
1470,그는 새 선풍기를 구입했다,현명하다,쾌활하다
1471,그는 자신감이 더 생겼다,자신감이 있다,당당하다
1472,그는 날씨를 확인했다,신중하다,신중하다
1473,그는 반려동물을 키우고 싶어 했다,애완동물을 좋아한다,애정 어리다
1474,그는 뉴스를 확인했다,알려진 사실에 관심이 많다,알려지다
1475,그는 손가락을 두드렸다,조금 짜증난다,긴장되다
1476,그는 아내와 이혼했다,슬프다,슬프다
1477,그는 그 어느 때보다 기분이 좋아졌다,행복해 보인다,환하다
1478,그는 강아지를 키우게 되었다,다정하다,책임감 있다
1479,그는 최선을 다해 노력했다,노력한다,열심히 노력한다
1480,그는 가려움을 느꼈다,당황스럽다,괴롭다
1481,그는 영화를 보고 싶어 했다,즐거워 보인다,흥분하다
1482,그는 전화가 울리기 시작했다,바쁘다,바쁘다
1483,그는 걸을 수 없었다,무력하다,무력하다
1484,그는 스스로를 아끼는 사람였다,자기 중심적이다,자기중심적이다
1485,그는 정책을 변경했다,결단력이 있다,결단력 있다
1486,그는 좋아하는 셔츠가 있었다,사소한 것에 신경을 쓰는 편이다,자신감 있다
1487,그는 짐을 챙겼다,여행을 갔다,철저하다
1488,그는 머리를 풀어헤쳤다,혼란스럽다,해방되다
1489,그는 그후 기분이 훨씬 나아졌다,안심한 모습이다,즐겁다
1490,그는 셀카를 찍었다,자신에게 자신감이 있다,자신에게 관심이 많다
1491,그는 친구들과 팝콘을 나눠 먹었다,사교적이다,사교적이다
1492,그는 자신감이 생겼다,자신감 있다,당당하다
1493,그는 컬렉션에 추가했다,취미가 많다,열정적이다
1494,그는 어젯밤에 잘 잤다,피곤하다,상쾌하다
1495,그는 수염을 길렀다,멋있어 보인다,멋지다
1496,그는 눈싸움을 하고 있었다,적대적이다,불편하다
1497,그는 저녁을 걸렀다,로맨틱하다,배고프다
1498,그는 아침 일찍부터 일을 시작했다,부지런하다,부지런하다
1499,그는 그녀를 좋아하는 것 같았다,호감이 있는 것 같다,로맨틱하다
1500,그는 휴대폰을 찾을 수 없었다,분실을 자주 한다,단순하다
1501,그는 너무 많이 사용했다,낭비가 심하다,낭비한다
1502,그는 출근을 위해 옷을 입었다,책임감이 있다,일한다
1503,그는 얼룩을 제거했다,꼼꼼하다,깔끔하다
1504,그는 다시 고개를 흔들었다,불만스럽다,부정적이다
1505,그는 혼자 술을 마셨다,외로움을 느낀다,외롭다
1506,그는 스마트폰을 구입했다,현대적이다,현대적이다
1507,그는 타이어를 걷어찼다,분노에 찬 모습,화가 나다
1508,그는 전에는 한 번도 해본 적이 없었다,경험이 부족하다,경험이 부족하다
1509,그는 새 스웨터를 구입했다,쇼핑을 좋아한다,자신감 있다
1510,그는 친구에게 고마워했다,감사하다,감사하다
1511,그는 실수로 발을 헛디뎠었다,어리둥절하다,어리석다
1512,그는 두통이 생겼다,불편하다,아프다
1513,그는 친구에게 조언을 구했다,신뢰할 만하다,현명하다
1514,그는 탄산음료를 끊었다,건강을 생각하다,건강하다
1515,그는 자리를 찾았다,안정적이다,만족하다
1516,그는 목발을 사용했다,다리가 다친 것 같다,다치다
1517,그는 여자처럼 흐느꼈다,감정적이다,감정적이다
1518,그는 가방을 확인했다,신중하다,꼼꼼하다
1519,그는 지갑을 잃어버렸다,당황스럽다,당황하다
1520,그는 첫 번째 치아를 잃었다,불행한 일이 생겼다,불행하다
1521,그는 데이트 상대를 만났다,행복해 보인다,떨린다
1522,그는 실수로 총을 쐈다,부주의하다,조심스럽지 않다
1523,그는 나머지를 맡았다,책임감이 있다,책임감 있다
1524,그는 머리를 손질했다,깔끔하다,깔끔하다
1525,그는 주차할 차를 찾았다,차를 주차하려고 한다,기쁘다
1526,그는 공에서 눈을 떼지 못했다,집중력이 뛰어나다,열정적이다
1527,그는 남자친구에게 물어봤다,호기심이 많다,궁금하다
1528,그는 실수로 폰을 눌러 전화를 걸었다,어리석다,어리둥절하다
1529,그는 학교까지 가는 카풀을 놓쳤다,당황스럽다,당황하다
1530,그는 머리를 부딪쳤다,아픕니다,아프다
1531,그는 친구들을 다시 만나게 되었다,기쁘다,기쁘다
1532,그는 물을 많이 마셨다,갈증이 많다,목마르다
1533,그는 커피를 마시고 싶어 했다,졸리다,졸리다
1534,그는 어느 날 아침 눈을 떴다,새로운 시작을 하려고 한다,상쾌하다
1535,그는 남자 친구의 부모님을 만났다,긴장되어 있다,신중하다
1536,그는 하루 종일 울었다,슬프다,슬프다
1537,그는 메일을 확인했다,꼼꼼하다,꼼꼼하다
1538,그는 무기를 꺼내들었다,위협적이다,위협적이다
1539,그는 바로 옆에 있었다,친밀하다,친근하다
1540,그는 집에 늦게 들어왔다,늦둥이다,바쁘다
1541,그는 애완 고양이를 키우고 싶어했다,애완동물을 좋아한다,애착있다
1542,그는 천천히 고개를 흔들었다,동의하지 않는다,이해심 깊다
1543,그는 기사를 읽었다,알려져 있다,지적이다
1544,그는 학교에서 일진행세를 했다,권력을 부리려고 한다,위협적이다
1545,그는 드레스를 찾았다,쇼핑을 즐기다,만족하다
1546,그는 초대를 받았다,사교적이다,특별하다
1547,그는 자신의 냄새를 맡았다,이상하다,이상하다
1548,그는 가슴에 묻은 더러운 물을 닦아내었다,성실하다,정갈하다
1549,그는 늦을 것 같았다,부지런하지 않다,서둘러야 한다
1550,그는 키가 커졌다,자랑스럽다,자신감 있다
1551,그는 셔츠에 맥주를 엎질렀다,어설프다,어설프다
1552,그는 자신에 대해 글을 썼다,자기 중심적이다,솔직하다
1553,그는 속눈썹을 깜빡거렸다,깜짝 놀랐다,유혹적이다
1554,그는 블로그를 시작했다,창의적이다,창의적이다
1555,그는 그녀의 가슴을 움켜쥐었다,폭력적이다,폭력적이다
1556,그는 저글링하는 법을 배웠다,재능이 있다,숙련되다
1557,그는 뭔가 대단한 사람처럼 들렸다,자신감이 있다,자신감 넘친다
1558,그는 선물을 열어봤다,호기심이 많다,궁금하다
1559,그는 아침 식사를 준비했다,철저하다,배부르다
1560,그는 남자친구와 헤어졌다,심란하다,슬프다
1561,그는 어쨌든 하나를 사기로 결심했다,결단력이 있다,결단력 있다
1562,그는 수영을 하고 싶어했다,즐거워 보인다,시원하다
1563,그는 보안팀을 호출했다,안전을 중요시한다,조심스럽다
1564,그는 도시를 탐험했다,호기심이 많다,호기심 많다
1565,그는 다른 차를 들이받았다,운전이 서투르다,부주의하다
1566,그는 사탕을 찾았다,기쁘다,기쁘다
1567,그는 올해도 참석했다,충실하다,충실하다
1568,그는 썰매를 타러 갔다,겨울을 즐긴다,즐겁다
1569,그는 여자 친구에게 전화했다,로맨틱하다,사랑스럽다
1570,그는 퇴근 후 집에 도착했다,피곤한 모습이다,피곤하다
1571,그는 순간을 영원처럼 느꼈다,행복하다,행복하다
1572,그도 자신을 좋아했다,자신감이 있다,자만심 있다
1573,그는 똑같이 반을 나눴다,공평하다,공평하다
1574,그는 하루 종일 TV를 시청했다,게으르다,게으르다
1575,그는 등산을 좋아했다,활동적이다,활동적이다
1576,그는 결국 그 사실을 알게 되었다,궁금해하다,충격받다
1577,그는 우편으로 편지를 받았다,사교적이다,기쁘다
1578,그는 그녀를 돌봤다,배려심이 깊다,배려심 있다
1579,그는 소변을 많이 봤다,탈수되었다,건강하다
1580,그는 좋은 밤을 보내었다,행복하다,행복하다
1581,그는 새 휴대폰이 필요했다,필요가 있다,현명하다
1582,그는 심해 낚시에 나섰다,모험심이 강하다,용감하다
1583,그는 입소문이 났다,유명하다,유명하다
1584,그는 코끝을 손으로 치켜올렸다,거만하다,거만하다
1585,그는 저녁 식사로 피자를 주문했다,게으르다,게으르다
1586,그는 아버지와 함께 낚시를 하러 갔다,가족을 소중히 여긴다,가족을 소중히 여긴다
1587,그는 새 토스터기를 구입했다,집에서 많은 시간을 보내다,집에서 요리한다
1588,그는 아이스 스케이트를 타러 갔다,활동적이다,운동을 좋아한다
1589,그는 집으로 돌아가는 버스를 찾았다,기쁘다,기쁘다
1590,그는 바이올린을 배웠다,예술적이다,예술적이다
1591,그는 숲에서 길을 잃었다,방황한다,당황하다
1592,그는 농구팀에 합류했다,경쟁적이다,열정적이다
1593,그는 1981년에 결혼했다,결혼을 했다,낭만적이다
1594,그는 학교에 갈 옷을 입었다,교육을 중요시한다,꾸미다
1595,그는 가까이 다가왔다,친근하다,친근하다
1596,그는 베이비 샤워가 있었다,가족 중심적이다,가족을 소중히 여긴다
1597,그는 귀여워 보였다,매력적이다,사랑스럽다
1598,그는 어디서부터 시작해야 할지 몰랐다,주도력이 부족하다,주저한다
1599,그는 삼촌의 농장을 방문했다,농촌적이다,행복하다
1600,그는 아마존에서 노트북을 주문했다,편리함을 추구한다,온라인 쇼핑을 좋아한다
1601,그는 친구들과 함께 앉아 있었다,사교적이다,사교적이다
1602,그는 연을 날리러 갔다,자유로워 보인다,자유롭다
1603,그는 자랑하며 시간을 보내었다,자만심이 강하다,건방지다
1604,그는 바닥에 구토물을 봤다,술에 취했다,역겹다
1605,그는 어디서든 그녀를 찾았다,끈기가 있다,끈질기다
1606,그는 정말 추위를 느꼈다,춥다,얼어 죽을 것 같다
1607,그는 친구에게 연락했다,사교적이다,사교적이다
1608,그는 게임을 플레이했다,게임 중독이다,중독되다
1609,그는 헬멧을 쓰고 있었다,안전을 중요시한다,안전을 중요시한다
1610,그는 옷을 갈아입었다,변화를 추구한다,변모하다
1611,그는 첫 차를 구입했다,자립적이다,자립적이다
1612,그는 자신의 차를 찾았다,안도하다,안도하다
1613,그는 서핑하는 법을 배웠다,적극적이다,능숙하다
1614,그는 스케이트보드를 구입했다,활동적이다,새로운 취미를 찾다
1615,그는 정말 아팠다,고통스럽다,힘들어 보인다
1616,그는 다른 차량과 충돌했다,운전이 서투르다,운이 나쁘다
1617,그는 압도적인 차이로 승리했다,우월하다,우월하다
1618,그는 소음을 들었다,까다롭다,신경질적이다
1619,그는 새 옷이 필요했다,소홀하다,구식하다
1620,그는 대출을 받았다,경제적으로 어렵다,금전에 얽매이다
1621,그는 어쨌든 그녀를 사랑했다,충실하다,어쩌면 용감하다
1622,그는 잠깐 낮잠을 잤다,피곤하다,피곤하다
1623,그는 파티를 주최했다,활발하다,활발하다
1624,그는 그다음에 서 있었다,혼란스럽다,차분하다
1625,그는 머리를 끄덕였다,동의하다,동의한다
1626,그는 강아지를 발견했다,호의적이다,행복하다
1627,그는 토스트를 먹었다,보통 사람이다,허기지다
1628,그는 결국 결심했다,결단력이 있다,결단력 있다
1629,그는 제 개를 데리고 산책을 나갔다,책임감 있다,애완동물을 사랑한다
1630,그는 아직 갈 길이 멀었다,노력한다,피곤하다
1631,그는 나무에 부딪혔다,운이 없다,우둔하다
1632,그는 숨바꼭질을 하고 있었다,어리광을 부린다,장난기 많다
1633,그는 고양이를 발견했다,귀엽다,사랑스럽다
1634,그는 자신의 신발을 찾았다,안도하다,안도하다
1635,그는 온몸이 젖었다,축축하다,춥고 불편하다
1636,그는 스트라이크를 받았다,실패를 경험했다,실망하다
1637,그는 쇼를 시청했다,취미가 다양하다,즐겁다
1638,그는 갱단에 가입했다,위험하다,위험하다
1639,그는 양치질을 하고 있었다,위생에 신경을 쓴다,깨끗하다
1640,그는 공을 훔쳤다,도둑질을 한다,나쁘다
1641,그는 조언을 구했다,현명하다,현명하다
1642,그는 손가락을 가리켰다,지시하다,비난한다
1643,그는 고양이에게 사료를 줬다,친근하다,애완동물을 좋아한다
1644,그는 신선한 공기를 마셨다,상쾌하다,상쾌하다
1645,그는 할 말이 있었다,궁금하다,중요하다
1646,그는 우편물을 집에 배달했다,신뢰할 만하다,친절하다
1647,그는 친구들과 함께 영화를 봤다,사교적이다,사교적이다
1648,그는 텍사스로 이사했다,새로운 시작을 원한다,모험심이 강하다
1649,그는 그녀에게 약을 줬다,친절하다,관대하다
1650,그는 함께 모여 있었다,사교적이다,사교적이다
1651,그는 냄새가 끔찍했다,더러워 보인다,청결을 중요시하지 않다
1652,그는 복권을 구매했다,운이 좋다,행운아
1653,그는 변기 물을 내렸다,예의 바르다,청결하다
1654,그는 자신의 차례가 왔다,기대하고 있었다,기쁘다
1655,그는 고양이를 반려동물로 키우고 있었다,애완동물을 좋아하다,애착있다
1656,그는 공을 잡았다,능숙하다,민첩하다
1657,그는 잘 자고 있었다,피곤하다,평화롭다
1658,그는 자신에게 보상했다,자기 돌봄이 필요하다,자기 사랑한다
1659,그는 즐거운 밤을 보내고 있었다,즐겁다,행복하다
1660,그는 과학 시험이 있었다,열심히 공부하는 학생,열심히 공부한다
1661,그는 완벽한 반려견을 찾았다,행운아이다,행복하다
1662,그는 아기가 있었다,책임감이 있다,책임감 있다
1663,그는 넘어져 팔이 부러졌다,불운한 상황에 처했다,다치다
1664,그는 누군가에게 말했다,사교적이다,사교적이다
1665,그는 떠났다,떠나갔다,외롭다
1666,그는 아기처럼 울었다,무력하다,연약하다
1667,그는 그것을 저녁 식사로 먹었다,보통 사람이다,이상하다
1668,그는 자세히 살펴봤다,꼼꼼하다,꼼꼼하다
1669,그는 냄새가 정말 심했다,더럽다,청결하지 않다
1670,그는 걷는 법을 배웠다,자립적이다,자립적이다
1671,그는 첫 아기가 생겼다,기쁘다,행복하다
1672,그는 물론이라고 말했다,확신에 찬다,확신에 차다
1673,그는 아직 늦었다,부주의하다,부주의하다
1674,그는 유튜브 동영상을 시청했다,즐거워하다,흥미진진하다
1675,그는 그녀의 머리카락을 가지고 놀았다,장난기 많다,장난스럽다
1676,그는 그녀의 입술을 깨물었다,충동적이다,충동적이다
1677,그는 걷는 데 문제가 있었다,건강이 좋지 않다,취약하다
1678,그는 열쇠를 떨어뜨렸다,어리둥절하다,어리석다
1679,그는 앞치마 끈을 느슨하게 풀었다,방심한 것 같다,편안하다
1680,그는 새 마우스를 구입했다,현대적이다,기쁘다
1681,그는 중학교에 입학했다,새로운 시작을 하다,새로운 시작을 한다
1682,그는 집에서 지갑을 찾았다,당황스럽다,안도하다
1683,그는 이제 막 고등학교를 졸업했다,미래가 기대된다,미래가 유망하다
1684,그는 다음 날 학교에 갔다,책임감이 있다,책임감 있다
1685,그는 자리에 앉았다,피곤하다,피곤하다
1686,그는 사람들을 초대했다,사교적이다,활발하다
1687,그는 오늘 밤에 잠을 잤다,평범하다,피곤하다
1688,그는 그녀의 발목을 비틀었다,잔인하다,사악하다
1689,그는 메모를 남겼다,조직적이다,잊어버리기 쉽다
1690,그는 대신 피자를 주문했다,선택이 많다,관대하다
1691,그는 손가락에 화상을 입었다,부주의하다,아프다
1692,그는 수업에 지각했다,부주의하다,부주의하다
1693,그는 수영하러 가고 싶어했다,즐거워하다,즐겁다
1694,그는 반창고를 붙였다,격렬하다,조심스럽다
1695,그는 계정을 삭제했다,결단력이 있다,결단력 있다
1696,그는 자외선 차단제를 바르는 것을 잊어버렸다,부주의하다,부주의하다
1697,그는 학교를 시작했다,교육을 받다,신난다
1698,그는 새로운 음식을 시도했다,개방적이다,호기심 많다
1699,그는 사람들과 잘 어울렸다,사교적이다,사교적이다
1700,그는 감기에 걸렸다,아프다,아프다고 보인다
1701,그는 생일 파티를 하고 있었다,축하받고 싶다,즐겁다
1702,그는 열기구를 타러 갔다,모험을 즐긴다,용감하다
1703,그는 한 시간 동안 플레이했다,열정적이다,열정적이다
1704,그는 일기 예보를 확인했다,신중하다,신중하다
1705,그는 일찍 잠을 잤다,피곤하다,건강하다
1706,그는 가기 싫어했다,꺼리는 경향이 있다,귀찮다
1707,그는 허리를 다쳤다,아픕니다,아프다
1708,그는 이메일을 열어봤다,궁금하다,호기심 많다
1709,그는 판매자에게 연락했다,물건을 사고 싶다,관심이 있다
1710,그는 애완동물을 키웠다,애완동물을 좋아한다,다정하다
